C1,C2,C3,C4,C5,M,O1,O2,O3,P1,P2,P3,R1,R2,R3,R4,R5,R6,S1,S2,S3,S4,S5,S6,SE1,SE2,SE3,SE4,SE5,day,hora,point,sentido,survey,vh
0,4,0,0,1,0,0,0,0,11,1,11,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,14,211,C,5,34
0,4,0,2,1,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,2,15,211,C,5,42
1,8,0,2,0,0,1,0,0,18,0,6,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,2,14,211,D,5,43
1,2,0,0,0,1,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,15,211,D,5,21
0,7,0,0,0,0,0,0,0,27,0,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,16,211,C,5,53
0,1,0,0,0,1,0,0,0,18,3,7,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,17,211,C,5,35
1,3,0,0,0,2,0,0,0,14,1,7,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,16,211,D,5,32
2,3,0,1,0,0,0,1,0,10,0,8,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,17,211,D,5,30
0,1,0,0,0,2,0,0,0,9,1,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,18,211,C,5,24
0,2,0,0,0,1,1,3,0,6,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,19,211,C,5,22
2,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,211,D,5,9
0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,19,211,D,5,10
0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,211,C,5,7
0,0,0,0,0,1,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,211,C,5,11
0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,2,20,211,D,5,15
0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,21,211,D,5,10
0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,22,211,C,5,7
0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,211,C,5,5
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,211,D,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,211,D,5,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,207,C,5,4
0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,207,C,5,4
1,1,0,1,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,207,D,5,17
0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,207,D,5,7
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,207,C,5,4
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,207,C,5,9
0,1,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,207,D,5,8
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,207,D,5,3
1,5,0,0,0,2,0,0,0,14,3,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,4,207,C,5,32
4,5,0,0,0,3,0,0,0,36,3,5,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,0,0,2,5,207,C,5,66
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,4,207,D,5,8
3,4,0,0,0,1,0,0,1,6,1,4,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,2,5,207,D,5,28
2,4,0,0,0,2,0,0,0,45,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,6,207,C,5,70
5,0,0,0,0,8,3,0,0,49,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,7,207,C,5,82
0,3,0,0,0,3,1,0,0,23,0,8,0,0,0,0,0,0,0,1,1,0,0,2,16,8,4,0,5,2,6,207,D,5,75
3,2,0,0,0,4,0,0,0,29,0,11,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,2,7,207,D,5,58
6,3,0,0,0,7,0,0,0,54,2,22,0,0,0,0,0,0,0,0,1,0,0,3,6,3,1,0,1,2,8,207,C,5,109
6,5,0,0,0,1,0,0,0,41,2,19,0,0,0,0,0,0,0,1,0,0,0,2,8,4,1,0,1,2,9,207,C,5,91
1,2,0,0,2,4,1,1,0,53,1,14,0,0,0,0,0,0,0,0,0,0,0,2,11,4,0,0,0,2,8,207,D,5,96
4,2,0,0,0,4,0,0,0,57,1,20,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,2,9,207,D,5,98
3,7,0,0,0,3,1,0,0,56,1,25,0,0,0,0,0,0,0,2,0,0,0,6,8,5,0,0,0,2,10,207,C,5,117
6,3,0,1,0,2,1,0,0,35,2,16,0,0,0,0,0,0,0,0,0,0,1,5,15,4,1,0,0,2,11,207,C,5,92
2,3,0,1,0,6,1,0,0,63,2,22,0,0,0,0,0,0,0,0,1,0,0,3,11,1,0,0,0,2,10,207,D,5,116
6,0,0,0,0,2,3,0,0,62,1,13,0,0,0,0,0,0,0,0,0,0,0,4,6,2,1,0,0,2,11,207,D,5,100
4,8,0,0,0,5,0,0,0,35,0,17,0,0,0,0,0,0,0,1,2,0,0,0,8,4,0,0,2,2,12,207,C,5,86
2,2,0,0,0,4,1,0,0,52,0,11,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,3,2,13,207,C,5,89
4,3,0,0,0,9,0,0,0,57,0,29,0,0,0,0,0,0,1,0,1,0,0,3,11,0,0,0,0,2,12,207,D,5,118
2,7,0,1,0,5,0,0,0,48,5,22,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,2,13,207,D,5,98
0,1,0,0,0,2,0,0,0,48,1,16,0,0,0,0,0,0,0,0,1,0,0,8,12,0,0,0,0,2,14,207,C,5,89
5,2,0,0,0,7,0,0,0,35,0,19,0,0,0,0,0,0,0,0,0,0,0,8,11,1,0,0,0,2,15,207,C,5,88
4,1,0,0,0,7,1,0,0,65,4,1,0,0,0,0,0,0,0,0,0,0,2,6,10,0,0,0,0,2,14,207,D,5,101
4,2,0,0,0,8,1,0,0,63,3,23,0,0,0,0,0,0,0,1,0,0,0,3,5,6,1,0,0,2,15,207,D,5,120
2,2,1,0,0,5,3,0,0,49,3,10,0,0,0,0,0,0,0,0,0,0,0,2,11,1,1,0,0,2,16,207,C,5,90
2,0,0,0,0,2,0,0,1,38,2,1,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,2,17,207,C,5,57
4,4,0,0,1,3,1,0,0,76,0,24,0,0,0,0,0,0,0,0,4,0,0,1,3,0,1,0,1,2,16,207,D,5,123
1,3,0,0,0,5,1,0,0,59,1,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,17,207,D,5,98
2,3,0,0,0,0,1,0,0,29,0,13,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,2,18,207,C,5,57
0,1,0,0,0,1,0,0,0,16,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,19,207,C,5,30
0,1,0,0,0,5,1,0,0,42,0,18,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,18,207,D,5,74
1,3,0,0,0,4,2,0,0,45,0,12,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,19,207,D,5,71
1,1,0,0,0,3,1,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,20,207,C,5,32
1,2,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,21,207,C,5,21
2,2,0,0,0,1,0,0,0,20,1,14,0,0,0,0,0,0,0,0,0,0,10,2,3,0,0,0,0,2,20,207,D,5,55
0,5,0,0,0,4,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,21,207,D,5,34
0,0,0,0,0,1,0,0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,22,207,C,5,28
0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,207,C,5,10
1,1,0,0,0,1,1,0,0,17,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,22,207,D,5,26
0,0,0,0,0,1,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,23,207,D,5,15
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,211,C,5,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,211,C,5,1
0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,211,D,5,7
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,211,D,5,3
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,211,C,5,5
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,211,C,5,2
0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,2,211,D,5,6
0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,211,D,5,5
0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,211,C,5,7
2,1,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,5,211,C,5,20
0,0,0,0,0,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,211,D,5,9
0,2,0,0,1,2,0,1,0,16,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,8,5,211,D,5,30
1,3,0,0,0,0,1,0,1,19,2,9,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,8,6,211,C,5,41
0,2,0,0,0,0,0,0,0,13,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7,211,C,5,24
4,7,0,0,0,1,0,0,0,17,2,8,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,1,3,8,6,211,D,5,50
2,5,0,0,0,1,1,1,0,22,0,7,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,3,8,7,211,D,5,50
3,9,1,0,0,3,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,8,8,211,C,5,48
2,11,0,0,0,0,0,0,0,21,1,11,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,8,9,211,C,5,50
2,4,0,0,0,1,0,1,0,18,0,15,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,8,211,D,5,44
2,6,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,8,9,211,D,5,46
1,5,0,0,1,1,0,0,1,22,3,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,10,211,C,5,46
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,211,C,5,3
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,211,C,5,2
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,211,D,5,3
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,211,D,5,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,211,C,5,2
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,211,C,5,4
0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,211,D,5,8
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,211,D,5,3
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,211,C,5,2
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,211,C,5,5
0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,4,211,D,5,12
0,0,0,0,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,207,C,5,12
0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,207,C,5,3
0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,207,D,5,9
0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,207,D,5,7
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,207,C,5,5
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,207,C,5,4
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,207,D,5,3
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,207,D,5,3
0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,207,C,5,10
2,0,0,0,1,8,0,0,0,23,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,8,11,211,C,5,47
0,4,0,0,3,0,1,0,0,24,0,3,0,0,0,0,0,0,1,0,1,0,1,3,4,0,0,0,0,8,10,211,D,5,45
0,8,0,0,0,1,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,11,211,D,5,29
2,5,0,0,0,0,1,0,0,23,0,9,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,8,12,211,C,5,48
1,9,0,0,0,0,0,0,0,15,1,10,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,8,13,211,C,5,39
1,1,0,0,0,0,0,0,0,23,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,8,12,211,D,5,43
4,9,0,0,0,0,0,0,0,24,0,10,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,8,13,211,D,5,52
1,9,0,0,0,0,1,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,8,14,211,C,5,44
0,1,0,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,15,211,C,5,13
0,4,0,0,0,0,0,0,0,23,0,6,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,8,14,211,D,5,38
3,1,0,0,0,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,15,211,D,5,21
2,1,0,0,0,3,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,16,211,C,5,15
1,1,0,0,0,1,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,5,211,D,5,19
0,1,0,1,1,1,0,0,0,11,1,5,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,5,6,211,C,5,29
1,4,0,0,2,2,1,0,0,15,2,9,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,5,7,211,C,5,43
3,4,0,0,1,1,1,0,0,8,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,5,6,211,D,5,33
1,3,0,0,0,1,1,1,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,211,D,5,36
1,4,0,0,0,1,0,0,0,31,0,5,0,0,0,0,1,0,0,0,0,0,0,2,4,0,1,0,1,5,8,211,C,5,51
2,6,0,0,0,1,0,0,0,19,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,5,9,211,C,5,47
3,9,0,0,0,1,0,1,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,211,D,5,38
3,5,0,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,9,211,D,5,39
1,6,1,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,5,10,211,C,5,35
0,0,0,0,0,2,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,11,211,C,5,21
3,0,0,0,0,5,0,0,0,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,207,C,5,38
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,207,D,5,4
1,0,0,0,0,1,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,5,207,D,5,14
2,0,0,0,0,0,0,0,0,30,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,3,6,207,C,5,49
0,2,0,0,0,6,1,0,0,37,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,207,C,5,59
0,1,0,0,0,2,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,3,6,207,D,5,29
0,1,0,0,1,3,0,0,0,27,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,3,7,207,D,5,43
2,2,0,0,0,3,0,0,0,34,2,11,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,8,207,C,5,58
0,4,0,0,0,2,0,0,0,51,1,20,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,9,207,C,5,83
0,2,0,0,0,6,0,0,0,34,2,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,207,D,5,59
0,2,0,0,0,1,0,0,0,46,0,17,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,3,9,207,D,5,77
0,1,0,0,0,4,2,0,0,26,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,10,207,C,5,58
0,5,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,8,17,211,C,5,17
1,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,8,16,211,D,5,14
1,2,0,0,0,0,1,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8,17,211,D,5,16
2,0,0,1,0,0,1,0,0,6,0,3,0,0,0,0,0,0,1,2,0,2,8,1,8,0,0,0,0,8,18,211,C,5,35
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0,2,0,3,0,0,0,4,8,19,211,C,5,19
0,1,0,0,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,3,0,8,18,211,D,5,21
0,1,0,0,0,2,0,1,2,5,1,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,1,3,0,8,19,211,D,5,23
3,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,6,1,0,6,2,4,0,0,0,0,8,20,211,C,5,33
0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,1,1,0,2,5,0,5,2,0,0,3,8,21,211,C,5,29
1,3,0,1,0,0,1,0,1,8,0,3,0,0,0,0,0,0,2,1,0,0,0,3,3,0,0,0,2,8,20,211,D,5,29
0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,8,21,211,D,5,13
1,1,0,0,0,1,0,0,0,9,1,6,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,5,10,211,D,5,26
1,7,0,1,0,0,0,0,0,3,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,11,211,D,5,20
2,1,0,0,0,1,0,0,1,11,1,7,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,5,12,211,C,5,30
1,2,0,0,2,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,13,211,C,5,20
2,1,0,0,1,2,1,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,2,5,12,211,D,5,36
2,1,0,0,1,0,0,0,0,19,0,7,0,0,0,0,0,0,0,1,0,0,0,3,7,0,0,0,0,5,13,211,D,5,41
1,7,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,1,1,1,0,2,1,6,1,0,0,0,5,14,211,C,5,36
1,7,0,0,0,0,0,0,0,21,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,15,211,C,5,41
3,3,0,0,0,0,1,0,1,19,1,8,0,0,0,0,0,0,0,2,0,0,0,4,9,0,0,0,0,5,14,211,D,5,51
0,8,0,0,0,0,0,0,0,15,1,9,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,1,5,15,211,D,5,49
4,2,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,5,16,211,C,5,19
1,5,0,1,0,2,2,0,0,10,0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,17,211,C,5,30
0,3,0,0,0,4,0,0,1,39,4,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,11,207,C,5,62
