crescente,date,day,decrescente,point,survey,total
17241,22/11,5,22929,75,8,40170
18857,23/11,6,19519,75,8,38376
22119,24/11,7,18911,75,8,41030
6154,18/11,1,3782,251,8,9936
3271,19/11,2,3637,251,8,6908
2900,20/11,3,6283,251,8,9183
4437,21/11,4,3891,251,8,8328
3972,22/11,5,3519,251,8,7491
3951,23/11,6,4134,251,8,8085
4991,24/11,7,4178,251,8,9169
646,18/11,1,774,174,8,1420
734,19/11,2,716,174,8,1450
623,20/11,3,708,174,8,1331
590,21/11,4,769,174,8,1359
661,22/11,5,724,174,8,1385
661,23/11,6,729,174,8,1390
666,24/11,7,798,174,8,1464
1460,18/11,1,1247,137,8,2707
1159,19/11,2,1160,137,8,2319
1717,20/11,3,1414,137,8,3131
1339,21/11,4,1150,137,8,2489
1379,22/11,5,1399,137,8,2778
1293,23/11,6,1302,137,8,2595
1594,24/11,7,1807,137,8,3401
1125,18/11,1,906,229,8,2031
1030,19/11,2,921,229,8,1951
889,20/11,3,975,229,8,1864
1005,21/11,4,848,229,8,1853
914,22/11,5,924,229,8,1838
1001,23/11,6,914,229,8,1915
1053,24/11,7,923,229,8,1976
4201,18/11,1,5331,151,8,9532
5281,19/11,2,4689,151,8,9970
4665,20/11,3,4746,151,8,9411
4420,21/11,4,4198,151,8,8618
4267,22/11,5,4546,151,8,8813
4529,23/11,6,4614,151,8,9143
5221,24/11,7,5395,151,8,10616
2609,18/11,1,2515,183,8,5124
2193,19/11,2,3138,183,8,5331
2373,20/11,3,2883,183,8,5256
2439,21/11,4,2920,183,8,5359
2636,22/11,5,2813,183,8,5449
2808,23/11,6,2966,183,8,5774
2902,24/11,7,3046,183,8,5948
2610,18/11,1,2370,197,8,4980
2288,19/11,2,2992,197,8,5280
2512,20/11,3,2639,197,8,5151
2452,21/11,4,2339,197,8,4791
3067,22/11,5,2685,197,8,5752
3088,23/11,6,2871,197,8,5959
3090,24/11,7,2659,197,8,5749
1676,18/11,1,1709,238,8,3385
1374,19/11,2,1921,238,8,3295
1722,20/11,3,2007,238,8,3729
1836,21/11,4,2039,238,8,3875
1912,22/11,5,2094,238,8,4006
1797,23/11,6,1953,238,8,3750
1953,24/11,7,2079,238,8,4032
5180,18/11,1,4300,284,8,9480
4337,19/11,2,4601,284,8,8938
4013,20/11,3,5347,284,8,9360
4987,21/11,4,5337,284,8,10324
5335,22/11,5,4750,284,8,10085
4952,23/11,6,4829,284,8,9781
5260,24/11,7,5051,284,8,10311
2194,18/11,1,2046,107,8,4240
2298,19/11,2,2263,107,8,4561
2189,20/11,3,2585,107,8,4774
2268,21/11,4,2201,107,8,4469
2233,22/11,5,2200,107,8,4433
2394,23/11,6,1998,107,8,4392
2511,24/11,7,2023,107,8,4534
3244,18/11,1,3450,154,8,6694
3153,19/11,2,3110,154,8,6263
3845,20/11,3,3719,154,8,7564
3749,21/11,4,3634,154,8,7383
3584,22/11,5,3584,154,8,7168
3689,23/11,6,3701,154,8,7390
3760,24/11,7,4375,154,8,8135
658,18/11,1,670,136,8,1328
530,19/11,2,551,136,8,1081
766,20/11,3,765,136,8,1531
818,21/11,4,743,136,8,1561
783,22/11,5,717,136,8,1500
722,23/11,6,836,136,8,1558
945,24/11,7,905,136,8,1850
8082,18/11,1,8693,57,8,16775
8041,19/11,2,8552,57,8,16593
9448,20/11,3,9573,57,8,19021
8306,21/11,4,8648,57,8,16954
7914,22/11,5,8753,57,8,16667
7989,23/11,6,8693,57,8,16682
8982,24/11,7,11061,57,8,20043
2151,18/11,1,2008,63,8,4159
2034,19/11,2,2017,63,8,4051
2249,20/11,3,2087,63,8,4336
2292,21/11,4,2117,63,8,4409
2290,22/11,5,2812,63,8,5102
2279,23/11,6,2425,63,8,4704
2459,24/11,7,2532,63,8,4991
1908,18/11,1,1919,162,8,3827
2227,19/11,2,2186,162,8,4413
1818,20/11,3,1740,162,8,3558
1859,21/11,4,1581,162,8,3440
1646,22/11,5,1460,162,8,3106
1870,23/11,6,1805,162,8,3675
2175,24/11,7,2064,162,8,4239
1015,18/11,1,959,145,8,1974
1017,19/11,2,1076,145,8,2093
1175,20/11,3,1119,145,8,2294
1038,21/11,4,1003,145,8,2041
943,22/11,5,986,145,8,1929
1063,23/11,6,1066,145,8,2129
1159,24/11,7,1051,145,8,2210
958,18/11,1,1165,182,8,2123
1281,19/11,2,903,182,8,2184
1163,20/11,3,1057,182,8,2220
874,21/11,4,862,182,8,1736
1005,22/11,5,893,182,8,1898
941,23/11,6,810,182,8,1751
1109,24/11,7,1152,182,8,2261
2670,18/11,1,3469,176,8,6139
2766,19/11,2,2928,176,8,5694
2632,20/11,3,3586,176,8,6218
2228,21/11,4,2779,176,8,5007
2127,22/11,5,3082,176,8,5209
2140,23/11,6,3067,176,8,5207
2536,24/11,7,3798,176,8,6334
1552,18/11,1,1708,199,8,3260
2207,19/11,2,1543,199,8,3750
1760,20/11,3,1464,199,8,3224
1537,21/11,4,1471,199,8,3008
1417,22/11,5,1548,199,8,2965
1309,23/11,6,1526,199,8,2835
1449,24/11,7,1826,199,8,3275
2332,18/11,1,2876,40,8,5208
2420,19/11,2,2669,40,8,5089
3545,20/11,3,2628,40,8,6173
2852,21/11,4,2460,40,8,5312
2696,22/11,5,2690,40,8,5386
2892,23/11,6,2955,40,8,5847
2839,24/11,7,3209,40,8,6048
2866,18/11,1,2799,188,8,5665
2209,19/11,2,2578,188,8,4787
3256,20/11,3,3989,188,8,7245
2915,21/11,4,3019,188,8,5934
2935,22/11,5,2912,188,8,5847
2942,23/11,6,3011,188,8,5953
3151,24/11,7,2766,188,8,5917
2312,18/11,1,2647,51,8,4959
2625,19/11,2,2278,51,8,4903
2757,20/11,3,2449,51,8,5206
2317,21/11,4,2170,51,8,4487
2418,22/11,5,2269,51,8,4687
2450,23/11,6,2546,51,8,4996
2569,24/11,7,2788,51,8,5357
10245,18/11,1,5956,285,8,16201
6210,19/11,2,7522,285,8,13732
7419,20/11,3,14827,285,8,22246
7632,21/11,4,8119,285,8,15751
7758,22/11,5,7357,285,8,15115
7719,23/11,6,7483,285,8,15202
8173,24/11,7,8622,285,8,16795
2704,18/11,1,2464,286,8,5168
2385,19/11,2,2965,286,8,5350
2429,20/11,3,3224,286,8,5653
2564,21/11,4,2882,286,8,5446
2900,22/11,5,2903,286,8,5803
2846,23/11,6,3008,286,8,5854
3155,24/11,7,2984,286,8,6139
10043,18/11,1,6572,282,8,16615
6617,19/11,2,6686,282,8,13303
8805,20/11,3,10724,282,8,19529
8786,21/11,4,8823,282,8,17609
8861,22/11,5,7985,282,8,16846
8698,23/11,6,7912,282,8,16610
9650,24/11,7,8463,282,8,18113
1310,18/11,1,1271,159,8,2581
1130,19/11,2,1250,159,8,2380
1229,20/11,3,1459,159,8,2688
1209,21/11,4,1380,159,8,2589
1470,22/11,5,1333,159,8,2803
1465,23/11,6,1438,159,8,2903
1717,24/11,7,1597,159,8,3314
11438,18/11,1,13069,128,8,24507
14474,19/11,2,13341,128,8,27815
16652,20/11,3,15627,128,8,32279
13257,21/11,4,14289,128,8,27546
13563,22/11,5,12761,128,8,26324
14083,23/11,6,17410,128,8,31493
16756,24/11,7,15168,128,8,31924
1753,18/11,1,1694,129,8,3447
1692,19/11,2,1470,129,8,3162
1614,20/11,3,1938,129,8,3552
1792,21/11,4,1950,129,8,3742
1778,22/11,5,1742,129,8,3520
1881,23/11,6,1682,129,8,3563
2219,24/11,7,1738,129,8,3957
676,18/11,1,662,230,8,1338
697,19/11,2,848,230,8,1545
935,20/11,3,727,230,8,1662
951,21/11,4,791,230,8,1742
816,22/11,5,873,230,8,1689
826,23/11,6,865,230,8,1691
929,24/11,7,1007,230,8,1936
3689,18/11,1,3365,76,8,7054
2774,19/11,2,3481,76,8,6255
3493,20/11,3,3077,76,8,6570
4032,21/11,4,3650,76,8,7682
3672,22/11,5,3746,76,8,7418
3765,23/11,6,3566,76,8,7331
4299,24/11,7,3983,76,8,8282
2625,18/11,1,2680,260,8,5305
2745,19/11,2,2374,260,8,5119
2659,20/11,3,2513,260,8,5172
2597,21/11,4,2583,260,8,5180
2603,22/11,5,2576,260,8,5179
2760,23/11,6,2414,260,8,5174
2655,24/11,7,2388,260,8,5043
9788,18/11,1,7918,171,8,17706
7787,19/11,2,7377,171,8,15164
7535,20/11,3,10133,171,8,17668
8153,21/11,4,8370,171,8,16523
7836,22/11,5,8316,171,8,16152
8703,23/11,6,8783,171,8,17486
9460,24/11,7,9943,171,8,19403
1231,18/11,1,1453,186,8,2684
1375,19/11,2,1265,186,8,2640
1539,20/11,3,1427,186,8,2966
1375,21/11,4,1453,186,8,2828
1385,22/11,5,1442,186,8,2827
1475,23/11,6,1555,186,8,3030
1705,24/11,7,1664,186,8,3369
1886,18/11,1,1569,70,8,3455
1724,19/11,2,1557,70,8,3281
1621,20/11,3,2608,70,8,4229
1358,21/11,4,1588,70,8,2946
1615,22/11,5,1546,70,8,3161
1595,23/11,6,1518,70,8,3113
1740,24/11,7,1790,70,8,3530
4144,18/11,1,2678,231,8,6822
2869,19/11,2,3279,231,8,6148
3174,20/11,3,5064,231,8,8238
3573,21/11,4,3762,231,8,7335
3631,22/11,5,3405,231,8,7036
3363,23/11,6,3647,231,8,7010
3601,24/11,7,3636,231,8,7237
8053,18/11,1,8605,213,8,16658
8183,19/11,2,8562,213,8,16745
11332,20/11,3,10801,213,8,22133
9784,21/11,4,9973,213,8,19757
9016,22/11,5,12412,213,8,21428
10708,23/11,6,11129,213,8,21837
10058,24/11,7,12847,213,8,22905
3135,18/11,1,6438,239,8,9573
4693,19/11,2,4319,239,8,9012
7701,20/11,3,3463,239,8,11164
4124,21/11,4,3773,239,8,7897
3319,22/11,5,3978,239,8,7297
4059,23/11,6,4698,239,8,8757
3819,24/11,7,5008,239,8,8827
1622,18/11,1,1525,142,8,3147
1333,19/11,2,1424,142,8,2757
2134,20/11,3,2193,142,8,4327
2138,21/11,4,2266,142,8,4404
2057,22/11,5,2234,142,8,4291
2135,23/11,6,2026,142,8,4161
2082,24/11,7,2212,142,8,4294
3187,18/11,1,3009,200,8,6196
3428,19/11,2,3168,200,8,6596
3556,20/11,3,3373,200,8,6929
3287,21/11,4,2646,200,8,5933
3187,22/11,5,3070,200,8,6257
3828,23/11,6,3372,200,8,7200
3507,24/11,7,3218,200,8,6725
7938,18/11,1,8078,46,8,16016
6389,19/11,2,10277,46,8,16666
9792,20/11,3,8369,46,8,18161
7646,21/11,4,6754,46,8,14400
7968,22/11,5,7958,46,8,15926
7714,23/11,6,8164,46,8,15878
10153,24/11,7,9080,46,8,19233
4444,18/11,1,4636,45,8,9080
4652,19/11,2,5174,45,8,9826
4975,20/11,3,4866,45,8,9841
4069,21/11,4,4331,45,8,8400
4198,22/11,5,4174,45,8,8372
4311,23/11,6,4520,45,8,8831
4734,24/11,7,4846,45,8,9580
6510,18/11,1,9946,189,8,16456
7200,19/11,2,8244,189,8,15444
11146,20/11,3,7065,189,8,18211
9691,21/11,4,7239,189,8,16930
8054,22/11,5,7964,189,8,16018
8574,23/11,6,8925,189,8,17499
9389,24/11,7,9512,189,8,18901
6057,18/11,1,6846,191,8,12903
5702,19/11,2,7215,191,8,12917
9286,20/11,3,6548,191,8,15834
7076,21/11,4,5909,191,8,12985
6790,22/11,5,7074,191,8,13864
7105,23/11,6,7639,191,8,14744
7897,24/11,7,8127,191,8,16024
1032,18/11,1,922,259,8,1954
775,19/11,2,763,259,8,1538
1119,20/11,3,980,259,8,2099
877,21/11,4,845,259,8,1722
933,22/11,5,878,259,8,1811
862,23/11,6,873,259,8,1735
943,24/11,7,1064,259,8,2007
2027,18/11,1,1768,172,8,3795
1842,19/11,2,1733,172,8,3575
1925,20/11,3,2484,172,8,4409
2015,21/11,4,2049,172,8,4064
2025,22/11,5,2024,172,8,4049
2056,23/11,6,2180,172,8,4236
1882,24/11,7,2402,172,8,4284
1789,18/11,1,1513,100,8,3302
2221,19/11,2,2405,100,8,4626
2640,20/11,3,2147,100,8,4787
2435,21/11,4,2139,100,8,4574
2167,22/11,5,2244,100,8,4411
2394,23/11,6,2436,100,8,4830
2775,24/11,7,2854,100,8,5629
4623,18/11,1,4434,144,8,9057
4049,19/11,2,4367,144,8,8416
4639,20/11,3,4514,144,8,9153
4980,21/11,4,4637,144,8,9617
4257,22/11,5,4607,144,8,8864
4450,23/11,6,3921,144,8,8371
5029,24/11,7,4792,144,8,9821
2925,18/11,1,2382,202,8,5307
2064,19/11,2,2950,202,8,5014
2979,20/11,3,2762,202,8,5741
2614,21/11,4,2398,202,8,5012
2640,22/11,5,2414,202,8,5054
2449,23/11,6,2468,202,8,4917
2986,24/11,7,2712,202,8,5698
5910,18/11,1,9504,73,8,15414
5543,19/11,2,5983,73,8,11526
10474,20/11,3,5279,73,8,15753
7190,21/11,4,6053,73,8,13243
5802,22/11,5,6115,73,8,11917
6717,23/11,6,6437,73,8,13154
6954,24/11,7,7603,73,8,14557
3213,18/11,1,3380,294,8,6593
3321,19/11,2,2761,294,8,6082
4588,20/11,3,3734,294,8,8322
4310,21/11,4,3394,294,8,7704
3345,22/11,5,3297,294,8,6642
3149,23/11,6,3902,294,8,7051
3723,24/11,7,4834,294,8,8557
1413,18/11,1,1504,181,8,2917
1594,19/11,2,1535,181,8,3129
1636,20/11,3,1497,181,8,3133
1424,21/11,4,1468,181,8,2892
1496,22/11,5,1486,181,8,2982
1544,23/11,6,1454,181,8,2998
1854,24/11,7,1476,181,8,3330
21321,18/11,1,4423,116,8,25744
11344,19/11,2,13157,116,8,24501
8597,20/11,3,21908,116,8,30505
9184,21/11,4,11702,116,8,20886
9439,22/11,5,9770,116,8,19209
9801,23/11,6,9169,116,8,18970
11725,24/11,7,10132,116,8,21857
2835,18/11,1,2598,149,8,5433
2566,19/11,2,3539,149,8,6105
3162,20/11,3,3045,149,8,6207
2510,21/11,4,2362,149,8,4872
2594,22/11,5,2310,149,8,4904
2824,23/11,6,2641,149,8,5465
3395,24/11,7,3247,149,8,6642
2244,18/11,1,2382,131,8,4626
2122,19/11,2,1905,131,8,4027
2134,20/11,3,2079,131,8,4213
2026,21/11,4,2243,131,8,4269
2048,22/11,5,2103,131,8,4151
2059,23/11,6,2081,131,8,4140
2248,24/11,7,2805,131,8,5053
26186,18/11,1,21590,32,8,47776
19639,19/11,2,26402,32,8,46041
26111,20/11,3,23255,32,8,49366
21775,21/11,4,19286,32,8,41061
22296,22/11,5,21852,32,8,44148
23065,23/11,6,19446,32,8,42511
30702,24/11,7,23924,32,8,54626
