crescente,date,day,decrescente,point,survey,total
461,03/07,3,679,110,7,1140
548,04/07,4,684,110,7,1232
528,05/07,5,734,110,7,1262
583,06/07,6,767,110,7,1350
598,07/07,7,1023,110,7,1621
2832,01/07,1,1992,288,7,4824
1758,02/07,2,2060,288,7,3818
2420,03/07,3,2772,288,7,5192
2449,04/07,4,2530,288,7,4979
2487,05/07,5,2309,288,7,4796
2530,06/07,6,2676,288,7,5206
3178,07/07,7,2849,288,7,6027
1165,01/07,1,1284,205,7,2449
1255,02/07,2,1060,205,7,2315
1162,03/07,3,1154,205,7,2316
1017,04/07,4,1046,205,7,2063
1102,05/07,5,1129,205,7,2231
1121,06/07,6,1135,205,7,2256
1255,07/07,7,1448,205,7,2703
754,01/07,1,677,268,7,1431
694,02/07,2,794,268,7,1488
818,03/07,3,957,268,7,1775
851,04/07,4,910,268,7,1761
881,05/07,5,873,268,7,1754
917,06/07,6,835,268,7,1752
1157,07/07,7,924,268,7,2081
2996,01/07,1,2943,97,7,5939
2903,02/07,2,2593,97,7,5496
3295,03/07,3,3364,97,7,6659
3344,04/07,4,3362,97,7,6706
3600,05/07,5,3706,97,7,7306
3639,06/07,6,3253,97,7,6892
3916,07/07,7,3589,97,7,7505
2045,01/07,1,2008,105,7,4053
1766,02/07,2,2123,105,7,3889
1836,03/07,3,2002,105,7,3838
2062,04/07,4,2080,105,7,4142
2034,05/07,5,2040,105,7,4074
2399,06/07,6,2448,105,7,4847
2784,07/07,7,2354,105,7,5138
2246,01/07,1,2246,283,7,4492
1973,02/07,2,2265,283,7,4238
2068,03/07,3,2287,283,7,4355
2078,04/07,4,2260,283,7,4338
2193,05/07,5,2352,283,7,4545
2434,06/07,6,2526,283,7,4960
2707,07/07,7,2576,283,7,5283
2111,01/07,1,2229,108,7,4340
1648,02/07,2,2506,108,7,4154
1441,03/07,3,2132,108,7,3573
1654,04/07,4,2163,108,7,3817
1940,05/07,5,2125,108,7,4065
2078,06/07,6,2175,108,7,4253
2143,07/07,7,2421,108,7,4564
3615,01/07,1,3533,291,7,7148
2595,02/07,2,4036,291,7,6631
3119,03/07,3,3820,291,7,6939
3169,04/07,4,3838,291,7,7007
3272,05/07,5,3799,291,7,7071
3437,06/07,6,4137,291,7,7574
3885,07/07,7,4354,291,7,8239
2291,01/07,1,2745,109,7,5036
1903,02/07,2,2899,109,7,4802
1656,03/07,3,2396,109,7,4052
1787,04/07,4,2465,109,7,4252
2043,05/07,5,2460,109,7,4503
2048,06/07,6,2650,109,7,4698
2179,07/07,7,2967,109,7,5146
3181,01/07,1,3016,169,7,6197
2333,02/07,2,3429,169,7,5762
2365,03/07,3,3169,169,7,5534
2651,04/07,4,2947,169,7,5598
2761,05/07,5,2889,169,7,5650
2940,06/07,6,3038,169,7,5978
3375,07/07,7,3360,169,7,6735
4182,01/07,1,3969,276,7,8151
3523,02/07,2,4086,276,7,7609
5020,03/07,3,5173,276,7,10193
5118,04/07,4,5205,276,7,10323
5139,05/07,5,5285,276,7,10424
5552,06/07,6,5387,276,7,10939
5810,07/07,7,5844,276,7,11654
1348,01/07,1,1614,297,7,2962
1690,02/07,2,1335,297,7,3025
1567,03/07,3,1271,297,7,2838
1459,04/07,4,1475,297,7,2934
1631,05/07,5,1555,297,7,3186
1542,06/07,6,1788,297,7,3330
1487,07/07,7,1719,297,7,3206
4511,01/07,1,5273,33,7,9784
5735,02/07,2,4522,33,7,10257
5928,03/07,3,5270,33,7,11198
5238,04/07,4,5174,33,7,10412
5517,05/07,5,5221,33,7,10738
5745,06/07,6,5919,33,7,11664
5892,07/07,7,6834,33,7,12726
2444,01/07,1,1962,206,7,4406
1503,02/07,2,1688,206,7,3191
2057,03/07,3,2487,206,7,4544
2509,04/07,4,2481,206,7,4990
2237,05/07,5,2322,206,7,4559
2474,06/07,6,2348,206,7,4822
2993,07/07,7,2572,206,7,5565
1493,01/07,1,1579,122,7,3072
1202,02/07,2,1521,122,7,2723
1454,03/07,3,1755,122,7,3209
1440,04/07,4,1285,122,7,2725
1494,05/07,5,1284,122,7,2778
1392,06/07,6,1148,122,7,2540
1433,07/07,7,1228,122,7,2661
1317,01/07,1,1226,293,7,2543
937,02/07,2,1124,293,7,2061
849,03/07,3,1210,293,7,2059
1104,04/07,4,1326,293,7,2430
1125,05/07,5,1380,293,7,2505
1247,06/07,6,1190,293,7,2437
1393,07/07,7,1177,293,7,2570
3392,01/07,1,3878,54,7,7270
3144,02/07,2,3162,54,7,6306
3980,03/07,3,2994,54,7,6974
3487,04/07,4,3703,54,7,7190
3736,05/07,5,3969,54,7,7705
3871,06/07,6,4066,54,7,7937
3570,07/07,7,4101,54,7,7671
898,01/07,1,1121,160,7,2019
820,02/07,2,691,160,7,1511
964,03/07,3,851,160,7,1815
935,04/07,4,907,160,7,1842
921,05/07,5,930,160,7,1851
968,06/07,6,993,160,7,1961
1048,07/07,7,1036,160,7,2084
2887,01/07,1,3217,27,7,6104
2459,02/07,2,2185,27,7,4644
3441,03/07,3,3969,27,7,7410
3440,04/07,4,3794,27,7,7234
3801,05/07,5,4002,27,7,7803
3515,06/07,6,3941,27,7,7456
3999,07/07,7,4281,27,7,8280
336,01/07,1,354,134,7,690
384,02/07,2,329,134,7,713
449,03/07,3,452,134,7,901
441,04/07,4,396,134,7,837
428,05/07,5,450,134,7,878
409,06/07,6,425,134,7,834
420,07/07,7,447,134,7,867
863,01/07,1,1034,290,7,1897
708,02/07,2,699,290,7,1407
1042,03/07,3,841,290,7,1883
1077,04/07,4,982,290,7,2059
1103,05/07,5,975,290,7,2078
1064,06/07,6,1063,290,7,2127
1052,07/07,7,1011,290,7,2063
2111,01/07,1,2169,158,7,4280
1525,02/07,2,1716,158,7,3241
2346,03/07,3,2187,158,7,4533
2554,04/07,4,2036,158,7,4590
2452,05/07,5,2291,158,7,4743
2342,06/07,6,2172,158,7,4514
2417,07/07,7,2110,158,7,4527
3250,01/07,1,2307,79,7,5557
2636,02/07,2,3540,79,7,6176
2935,03/07,3,3433,79,7,6368
2947,04/07,4,2811,79,7,5758
2879,05/07,5,2676,79,7,5555
2832,06/07,6,2791,79,7,5623
3763,07/07,7,3157,79,7,6920
2751,01/07,1,2551,217,7,5302
2484,02/07,2,3312,217,7,5796
3584,03/07,3,3845,217,7,7429
3255,04/07,4,3252,217,7,6507
2699,05/07,5,3052,217,7,5751
3131,06/07,6,3097,217,7,6228
3309,07/07,7,3218,217,7,6527
9648,01/07,1,9930,60,7,19578
8208,02/07,2,8472,60,7,16680
10171,03/07,3,9875,60,7,20046
10700,04/07,4,10057,60,7,20757
9858,05/07,5,11697,60,7,21555
10856,06/07,6,10579,60,7,21435
12634,07/07,7,12035,60,7,24669
5146,01/07,1,7100,102,7,12246
3289,02/07,2,5765,102,7,9054
5242,03/07,3,8157,102,7,13399
5192,04/07,4,7612,102,7,12804
4958,05/07,5,8189,102,7,13147
5186,06/07,6,7946,102,7,13132
5614,07/07,7,9254,102,7,14868
1721,01/07,1,1870,224,7,3591
1927,02/07,2,2047,224,7,3974
2225,03/07,3,2305,224,7,4530
2713,04/07,4,1787,224,7,4500
2987,05/07,5,1756,224,7,4743
2478,06/07,6,1888,224,7,4366
3101,07/07,7,2095,224,7,5196
880,01/07,1,1382,148,7,2262
1607,02/07,2,754,148,7,2361
1053,03/07,3,875,148,7,1928
831,04/07,4,869,148,7,1700
802,05/07,5,777,148,7,1579
860,06/07,6,990,148,7,1850
959,07/07,7,1427,148,7,2386
6902,01/07,1,5325,201,7,12227
5135,02/07,2,8023,201,7,13158
6452,03/07,3,6041,201,7,12493
5627,04/07,4,5408,201,7,11035
6120,05/07,5,5972,201,7,12092
6303,06/07,6,6137,201,7,12440
6853,07/07,7,7308,201,7,14161
6064,01/07,1,5089,17,7,11153
3621,02/07,2,6651,17,7,10272
3716,03/07,3,4311,17,7,8027
3751,04/07,4,3550,17,7,7301
3563,05/07,5,3943,17,7,7506
4225,06/07,6,3617,17,7,7842
4907,07/07,7,4269,17,7,9176
1520,01/07,1,1899,41,7,3419
1914,02/07,2,1465,41,7,3379
1892,03/07,3,1934,41,7,3826
1813,04/07,4,1581,41,7,3394
1852,05/07,5,2020,41,7,3872
1932,06/07,6,2116,41,7,4048
2144,07/07,7,2379,41,7,4523
2510,01/07,1,3636,192,7,6146
2945,02/07,2,4264,192,7,7209
3641,03/07,3,2903,192,7,6544
3420,04/07,4,3582,192,7,7002
3808,05/07,5,6570,192,7,10378
3558,06/07,6,4136,192,7,7694
3514,07/07,7,3914,192,7,7428
1712,01/07,1,1643,254,7,3355
1591,02/07,2,1479,254,7,3070
1927,03/07,3,1756,254,7,3683
1511,04/07,4,1603,254,7,3114
1664,05/07,5,1626,254,7,3290
1863,06/07,6,1753,254,7,3616
1840,07/07,7,1809,254,7,3649
3869,01/07,1,3736,98,7,7605
4228,02/07,2,4299,98,7,8527
4104,03/07,3,4521,98,7,8625
3822,04/07,4,3924,98,7,7746
3892,05/07,5,4392,98,7,8284
4460,06/07,6,4201,98,7,8661
4990,07/07,7,4869,98,7,9859
2058,01/07,1,1751,167,7,3809
1648,02/07,2,2270,167,7,3918
1859,03/07,3,2060,167,7,3919
1846,04/07,4,1822,167,7,3668
1663,05/07,5,1827,167,7,3490
2000,06/07,6,2020,167,7,4020
2417,07/07,7,2141,167,7,4558
1530,01/07,1,1412,5,7,2942
1558,02/07,2,1308,5,7,2866
2198,03/07,3,1929,5,7,4127
1667,04/07,4,1736,5,7,3403
1778,05/07,5,1772,5,7,3550
1709,06/07,6,1702,5,7,3411
2062,07/07,7,1947,5,7,4009
2089,01/07,1,2198,80,7,4287
2407,02/07,2,1909,80,7,4316
2406,03/07,3,2598,80,7,5004
2261,04/07,4,2287,80,7,4548
2254,05/07,5,2283,80,7,4537
2560,06/07,6,2304,80,7,4864
2896,07/07,7,2575,80,7,5471
5452,01/07,1,3361,216,7,8813
3901,02/07,2,4731,216,7,8632
4101,03/07,3,4844,216,7,8945
3879,04/07,4,3309,216,7,7188
5660,05/07,5,3593,216,7,9253
5901,06/07,6,3268,216,7,9169
8829,07/07,7,5224,216,7,14053
3782,01/07,1,3213,65,7,6995
2816,02/07,2,3832,65,7,6648
3531,03/07,3,4306,65,7,7837
3349,04/07,4,3357,65,7,6706
3439,05/07,5,3156,65,7,6595
3598,06/07,6,3431,65,7,7029
4588,07/07,7,4000,65,7,8588
1783,01/07,1,1659,29,7,3442
1761,02/07,2,2149,29,7,3910
2122,03/07,3,2357,29,7,4479
2187,04/07,4,2391,29,7,4578
2165,05/07,5,1936,29,7,4101
2437,06/07,6,2138,29,7,4575
2334,07/07,7,2079,29,7,4413
2108,01/07,1,2331,64,7,4439
1549,02/07,2,2809,64,7,4358
2078,03/07,3,2644,64,7,4722
2031,04/07,4,2087,64,7,4118
2250,05/07,5,2592,64,7,4842
2532,06/07,6,2664,64,7,5196
3281,07/07,7,2627,64,7,5908
1252,01/07,1,1112,132,7,2364
1196,02/07,2,1014,132,7,2210
1253,03/07,3,1381,132,7,2634
1260,04/07,4,1070,132,7,2330
1280,05/07,5,1410,132,7,2690
1422,06/07,6,1272,132,7,2694
1398,07/07,7,1432,132,7,2830
744,01/07,1,1005,227,7,1749
1288,02/07,2,681,227,7,1969
1077,03/07,3,883,227,7,1960
844,04/07,4,889,227,7,1733
685,05/07,5,994,227,7,1679
830,06/07,6,1196,227,7,2026
1058,07/07,7,1847,227,7,2905
1409,01/07,1,1618,150,7,3027
1229,02/07,2,1348,150,7,2577
1568,03/07,3,1742,150,7,3310
1494,04/07,4,1623,150,7,3117
1497,05/07,5,1807,150,7,3304
1521,06/07,6,1702,150,7,3223
1768,07/07,7,2014,150,7,3782
578,01/07,1,644,194,7,1222
574,02/07,2,467,194,7,1041
670,03/07,3,673,194,7,1343
724,04/07,4,635,194,7,1359
623,05/07,5,573,194,7,1196
756,06/07,6,569,194,7,1325
797,07/07,7,772,194,7,1569
608,01/07,1,1161,243,7,1769
1873,02/07,2,1494,243,7,3367
739,03/07,3,750,243,7,1489
504,04/07,4,492,243,7,996
501,05/07,5,534,243,7,1035
522,06/07,6,669,243,7,1191
526,07/07,7,996,243,7,1522
882,01/07,1,1072,180,7,1954
847,02/07,2,753,180,7,1600
1147,03/07,3,1072,180,7,2219
1073,04/07,4,1059,180,7,2132
976,05/07,5,966,180,7,1942
952,06/07,6,948,180,7,1900
1102,07/07,7,1285,180,7,2387
2668,01/07,1,2797,250,7,5465
2231,02/07,2,2147,250,7,4378
2973,03/07,3,2768,250,7,5741
2579,04/07,4,3066,250,7,5645
2694,05/07,5,2542,250,7,5236
3177,06/07,6,2676,250,7,5853
2999,07/07,7,2954,250,7,5953
2272,01/07,1,2207,43,7,4479
2434,02/07,2,1803,43,7,4237
2969,03/07,3,2765,43,7,5734
2681,04/07,4,2740,43,7,5421
2087,05/07,5,2633,43,7,4720
2187,06/07,6,2735,43,7,4922
2738,07/07,7,2729,43,7,5467
1182,01/07,1,1325,155,7,2507
1419,02/07,2,1234,155,7,2653
1258,03/07,3,1043,155,7,2301
1258,04/07,4,1216,155,7,2474
1263,05/07,5,1215,155,7,2478
1442,06/07,6,1425,155,7,2867
1306,07/07,7,1475,155,7,2781
953,01/07,1,869,1,7,1822
719,02/07,2,609,1,7,1328
931,03/07,3,782,1,7,1713
862,04/07,4,714,1,7,1576
786,05/07,5,965,1,7,1751
735,06/07,6,800,1,7,1535
841,07/07,7,789,1,7,1630
1333,01/07,1,1185,156,7,2518
1429,02/07,2,954,156,7,2383
1371,03/07,3,900,156,7,2271
1570,04/07,4,1129,156,7,2699
1422,05/07,5,1166,156,7,2588
1832,06/07,6,1283,156,7,3115
1370,07/07,7,1017,156,7,2387
717,01/07,1,647,257,7,1364
589,02/07,2,594,257,7,1183
692,03/07,3,645,257,7,1337
713,04/07,4,683,257,7,1396
737,05/07,5,724,257,7,1461
698,06/07,6,777,257,7,1475
755,07/07,7,879,257,7,1634
3347,01/07,1,4124,256,7,7471
4349,02/07,2,3237,256,7,7586
3830,03/07,3,3600,256,7,7430
3581,04/07,4,3596,256,7,7177
3462,05/07,5,3474,256,7,6936
3684,06/07,6,3637,256,7,7321
4303,07/07,7,4336,256,7,8639
3305,01/07,1,3446,82,7,6751
3435,02/07,2,2988,82,7,6423
3987,03/07,3,3421,82,7,7408
3739,04/07,4,3432,82,7,7171
4185,05/07,5,3730,82,7,7915
3661,06/07,6,3737,82,7,7398
3762,07/07,7,4439,82,7,8201
2103,01/07,1,2754,168,7,4857
2752,02/07,2,2297,168,7,5049
2656,03/07,3,2935,168,7,5591
2630,04/07,4,2783,168,7,5413
2730,05/07,5,2861,168,7,5591
2575,06/07,6,2916,168,7,5491
3274,07/07,7,3295,168,7,6569
2162,01/07,1,1985,44,7,4147
1914,02/07,2,2086,44,7,4000
2322,03/07,3,2073,44,7,4395
2142,04/07,4,1912,44,7,4054
2232,05/07,5,2140,44,7,4372
2057,06/07,6,2241,44,7,4298
2279,07/07,7,2416,44,7,4695
1451,01/07,1,1408,208,7,2859
1271,02/07,2,1405,208,7,2676
1583,03/07,3,1567,208,7,3150
1632,04/07,4,1669,208,7,3301
1772,05/07,5,1643,208,7,3415
1998,06/07,6,1685,208,7,3683
2145,07/07,7,1915,208,7,4060
6145,01/07,1,7212,212,7,13357
4650,02/07,2,4474,212,7,9124
6942,03/07,3,7176,212,7,14118
6418,04/07,4,7222,212,7,13640
5708,05/07,5,7884,212,7,13592
6489,06/07,6,7516,212,7,14005
6340,07/07,7,8091,212,7,14431
9552,01/07,1,12270,47,7,21822
10502,02/07,2,9863,47,7,20365
10973,03/07,3,11202,47,7,22175
11687,04/07,4,14262,47,7,25949
11642,05/07,5,11387,47,7,23029
12361,06/07,6,12817,47,7,25178
11746,07/07,7,14273,47,7,26019
30476,01/07,1,39002,287,7,69478
34759,02/07,2,22675,287,7,57434
31429,03/07,3,28349,287,7,59778
28849,04/07,4,27097,287,7,55946
29376,05/07,5,29209,287,7,58585
29605,06/07,6,30658,287,7,60263
29936,07/07,7,38828,287,7,68764
14622,01/07,1,19192,106,7,33814
17823,02/07,2,13081,106,7,30904
15372,03/07,3,13868,106,7,29240
14720,04/07,4,14036,106,7,28756
14544,05/07,5,13942,106,7,28486
14501,06/07,6,14991,106,7,29492
15704,07/07,7,19023,106,7,34727
3191,01/07,1,2361,164,7,5552
1742,02/07,2,2679,164,7,4421
2890,03/07,3,3245,164,7,6135
3044,04/07,4,2680,164,7,5724
2658,05/07,5,2862,164,7,5520
2848,06/07,6,3179,164,7,6027
3983,07/07,7,3133,164,7,7116
2687,01/07,1,2901,77,7,5588
2941,02/07,2,2299,77,7,5240
3007,03/07,3,2382,77,7,5389
3625,04/07,4,2730,77,7,6355
2904,05/07,5,2655,77,7,5559
3543,06/07,6,3062,77,7,6605
3181,07/07,7,2811,77,7,5992
2363,01/07,1,3166,241,7,5529
2746,02/07,2,2559,241,7,5305
