C1,C2,C3,C4,C5,M,O1,O2,O3,P1,P2,P3,R1,R2,R3,R4,R5,R6,S1,S2,S3,S4,S5,S6,SE1,SE2,SE3,SE4,SE5,day,hora,point,sentido,survey,vh
4,6,0,0,1,4,0,2,1,74,3,27,0,0,0,0,0,0,0,0,1,0,2,14,2,3,0,0,0,20,8,19,C,8,144
14,10,0,2,0,9,4,0,2,131,2,41,0,0,0,0,0,0,0,1,0,0,0,4,1,2,0,0,3,20,9,19,C,8,226
9,10,0,6,0,13,9,4,1,189,5,33,0,2,0,0,0,0,0,0,5,0,10,25,8,2,0,3,9,20,8,19,D,8,343
6,13,0,4,0,1,6,3,5,268,1,27,0,0,0,0,0,0,0,0,8,0,2,9,2,0,0,0,6,20,9,19,D,8,361
15,11,0,3,0,2,2,1,1,131,2,38,0,0,0,0,0,0,0,1,0,0,4,6,4,1,0,0,0,20,10,19,C,8,222
12,14,1,2,1,4,3,1,2,128,3,41,0,0,0,0,0,0,0,1,0,0,4,11,6,10,0,0,3,20,11,19,C,8,247
4,11,0,1,1,7,4,5,1,279,1,31,0,0,0,0,0,0,0,0,10,0,1,10,0,3,0,0,8,20,10,19,D,8,377
2,6,0,3,0,0,1,4,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,19,0,19,C,8,41
1,8,0,1,0,0,2,9,0,13,2,6,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,19,1,19,C,8,51
6,8,0,0,1,2,2,4,0,36,1,3,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,2,19,0,19,D,8,71
3,2,0,1,0,1,6,3,0,15,5,3,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,2,19,1,19,D,8,48
0,2,0,2,0,1,2,0,0,6,0,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,0,0,1,19,2,19,C,8,21
1,1,0,0,1,0,0,1,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,19,3,19,C,8,20
3,3,0,0,3,1,0,2,0,17,1,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,19,2,19,D,8,37
1,1,0,1,0,0,0,7,1,10,1,2,0,0,0,0,0,0,0,1,0,0,0,5,0,1,2,0,2,19,3,19,D,8,35
1,3,0,0,0,2,1,2,0,16,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,4,19,4,19,C,8,39
1,5,0,0,0,1,0,3,0,10,1,1,0,0,0,0,0,0,0,1,0,0,0,4,6,1,0,0,0,22,0,19,C,8,34
1,5,0,0,0,0,2,4,0,11,1,1,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,1,22,1,19,C,8,33
1,3,0,0,0,1,3,2,0,12,3,7,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,22,0,19,D,8,38
1,7,0,0,0,1,1,3,1,4,5,7,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,22,1,19,D,8,35
0,5,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,22,2,19,C,8,18
4,5,1,0,0,0,1,1,1,11,0,2,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,1,22,3,19,C,8,34
0,2,0,0,1,0,1,4,0,15,2,2,0,0,0,2,0,0,0,1,2,0,0,2,2,0,0,0,1,22,2,19,D,8,37
5,12,4,1,2,0,4,1,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,22,3,19,D,8,45
3,2,0,0,0,3,1,3,0,18,0,6,0,2,0,0,0,0,0,0,1,0,0,4,5,2,0,0,0,22,4,19,C,8,50
1,7,0,2,0,1,0,5,1,14,1,2,0,0,0,0,0,0,0,4,1,0,0,4,6,0,0,0,1,21,0,19,C,8,50
0,4,0,0,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,21,1,19,C,8,20
1,5,0,0,0,0,1,6,1,10,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,3,21,0,19,D,8,35
1,8,0,0,0,2,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,7,21,1,19,D,8,55
1,4,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,3,0,0,0,21,2,19,C,8,25
1,1,0,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,21,3,19,C,8,22
1,3,0,0,0,0,1,4,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,21,2,19,D,8,40
0,1,0,0,0,1,6,3,0,21,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,21,3,19,D,8,39
1,1,0,4,0,2,1,0,0,20,0,5,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,1,21,4,19,C,8,42
1,4,1,0,1,0,0,0,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,21,5,19,C,8,52
1,2,4,5,0,0,2,1,0,16,2,3,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,9,24,0,19,C,8,51
2,3,0,6,0,1,1,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,7,24,1,19,C,8,53
8,16,0,3,0,3,1,8,0,105,6,3,0,0,0,0,0,0,0,0,4,0,0,19,0,2,0,0,0,24,0,19,D,8,178
11,11,10,6,0,0,14,8,1,90,0,0,0,0,0,0,0,0,0,0,7,0,0,5,6,5,0,2,0,24,1,19,D,8,176
0,2,0,2,0,0,1,1,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,2,24,2,19,C,8,34
2,4,0,1,0,0,1,1,0,20,1,3,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,3,24,3,19,C,8,49
3,49,0,10,0,15,5,10,0,91,25,10,0,5,0,0,0,0,0,17,34,0,0,40,5,12,0,5,30,24,2,19,D,8,366
15,10,20,26,0,7,6,15,5,10,3,2,0,0,0,0,0,0,0,1,15,0,5,5,21,5,0,0,0,24,3,19,D,8,171
2,6,0,1,0,0,2,3,0,13,4,3,0,0,0,0,0,0,0,0,0,14,1,0,9,0,0,0,24,24,4,19,C,8,82
2,5,0,2,0,0,2,1,0,15,3,0,0,0,0,0,0,0,0,0,0,5,0,10,9,0,0,0,4,24,5,19,C,8,58
3,8,0,0,0,6,5,22,1,54,6,0,0,0,0,0,0,0,1,0,9,0,7,22,17,0,0,0,0,24,4,19,D,8,161
2,20,0,0,0,0,0,8,0,100,13,0,0,0,0,0,0,0,0,0,6,0,7,15,18,8,0,0,0,24,5,19,D,8,197
4,5,0,1,0,4,0,2,0,136,2,20,0,0,0,0,0,0,0,0,12,0,0,4,3,0,0,0,3,20,11,19,D,8,196
8,16,0,3,0,9,2,3,0,122,4,67,0,0,0,0,0,0,0,2,0,0,0,9,3,1,0,0,1,20,12,19,C,8,250
11,6,0,2,0,6,1,3,0,116,2,69,0,0,0,0,0,0,0,1,2,0,0,18,3,3,0,0,2,20,13,19,C,8,245
5,8,0,0,0,4,0,0,1,117,2,37,0,0,0,0,0,0,0,2,1,1,0,9,4,0,0,0,2,20,12,19,D,8,193
9,5,0,0,0,9,1,1,1,166,4,84,0,0,0,0,0,0,0,1,2,2,0,13,1,0,0,0,3,20,13,19,D,8,302
17,17,0,4,0,10,4,1,0,126,4,72,0,0,0,0,0,0,0,2,3,0,0,14,2,1,0,0,4,20,14,19,C,8,281
13,11,0,3,0,6,8,3,0,100,2,63,0,0,0,0,0,0,0,1,3,0,3,7,6,3,0,0,4,20,15,19,C,8,236
3,5,0,0,1,6,3,1,0,98,4,55,0,0,0,0,0,0,0,2,5,0,1,16,3,0,0,0,1,20,14,19,D,8,204
11,5,0,1,1,15,9,1,0,108,2,72,0,0,0,0,0,0,0,0,1,0,0,10,6,1,0,0,1,20,15,19,D,8,244
15,9,1,1,1,7,8,5,0,120,3,74,0,0,0,1,0,0,0,2,3,0,0,12,3,0,0,1,5,20,16,19,C,8,271
15,6,0,1,0,8,0,2,0,106,5,52,0,0,0,0,0,0,0,1,0,0,0,4,3,2,0,0,4,20,17,19,C,8,209
7,7,0,0,1,8,2,2,5,117,1,72,0,0,0,0,0,0,1,2,0,0,1,19,7,1,0,0,2,20,16,19,D,8,255
9,6,2,0,1,7,5,6,1,120,3,57,0,0,0,0,0,0,0,2,0,0,2,14,3,0,0,0,11,20,17,19,D,8,249
1,1,0,0,0,3,0,0,0,42,0,6,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4,19,5,19,C,8,61
1,0,0,0,1,0,1,6,0,13,1,7,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,19,4,19,D,8,34
9,2,1,0,0,0,1,4,1,22,0,12,0,0,0,0,0,0,4,2,0,0,0,6,0,2,0,1,1,19,5,19,D,8,68
2,8,0,0,0,6,2,0,0,72,2,19,0,0,0,0,0,0,0,0,1,0,0,7,5,0,0,2,5,19,6,19,C,8,131
1,7,0,1,0,9,2,2,0,102,1,20,0,0,0,0,0,0,0,0,2,0,0,10,8,0,0,2,4,19,7,19,C,8,171
3,1,0,1,8,1,1,5,0,40,1,2,0,0,0,0,0,0,0,3,3,0,0,4,2,0,1,0,4,19,6,19,D,8,80
3,1,0,0,4,5,4,1,0,85,2,7,0,0,0,0,0,0,0,2,3,1,0,7,5,0,1,0,6,19,7,19,D,8,137
2,9,1,3,0,7,1,1,0,127,0,26,0,0,0,0,0,0,0,0,4,0,3,12,7,5,1,1,0,19,8,19,C,8,210
3,7,0,1,0,6,8,0,0,134,2,23,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,2,2,19,9,19,C,8,202
1,10,0,4,0,1,2,0,0,99,2,21,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,4,19,8,19,D,8,163
3,7,0,0,1,3,6,3,0,104,3,17,0,0,0,0,0,1,0,1,3,0,1,13,2,0,0,0,3,19,9,19,D,8,171
3,5,0,0,0,9,3,1,0,167,2,24,0,0,0,0,0,0,0,0,6,0,1,14,5,2,0,2,3,19,10,19,C,8,247
2,2,0,1,0,1,2,1,0,34,0,7,0,0,0,0,0,0,0,0,0,0,2,6,4,2,0,0,0,22,5,19,C,8,64
1,4,0,1,0,1,5,6,0,14,0,4,0,0,0,0,0,0,0,0,1,0,0,1,6,4,0,0,1,22,4,19,D,8,49
0,7,0,0,0,3,2,7,1,32,5,10,0,0,0,0,0,0,0,0,5,0,0,5,5,2,0,0,2,22,5,19,D,8,86
10,9,0,2,0,12,2,0,0,91,1,24,0,0,0,0,0,0,0,0,3,0,2,7,6,1,0,0,3,22,6,19,C,8,173
5,13,0,3,1,8,15,0,0,155,2,41,0,0,0,0,0,0,2,2,8,0,3,17,5,0,2,1,3,22,7,19,C,8,286
3,3,0,0,1,7,6,5,0,47,2,10,0,0,0,0,0,0,0,3,1,0,0,6,0,2,0,0,2,22,6,19,D,8,98
8,6,0,0,5,4,8,3,0,79,2,16,0,0,0,0,0,0,0,5,1,0,3,10,2,0,0,0,2,22,7,19,D,8,154
8,8,0,3,1,9,0,0,0,105,4,70,0,0,0,0,0,0,0,1,0,0,2,18,6,0,0,0,3,22,8,19,C,8,238
13,11,0,1,1,10,4,0,0,127,1,39,0,0,0,0,0,0,0,0,4,0,3,4,2,0,0,0,2,22,9,19,C,8,222
8,1,0,0,8,1,5,0,0,129,0,15,0,0,0,0,0,0,0,2,5,0,1,9,3,0,1,0,0,22,8,19,D,8,188
8,3,0,0,7,4,8,3,0,116,0,49,0,0,0,0,0,0,0,2,1,0,1,12,3,1,0,0,5,22,9,19,D,8,223
10,17,0,0,0,7,2,1,1,107,0,32,0,0,0,0,0,0,0,0,4,0,0,9,3,1,0,0,9,22,10,19,C,8,203
