C1,C2,C3,C4,C5,M,O1,O2,O3,P1,P2,P3,R1,R2,R3,R4,R5,R6,S1,S2,S3,S4,S5,S6,SE1,SE2,SE3,SE4,SE5,day,hora,point,sentido,survey,vh
2,5,0,0,0,3,0,2,0,33,0,12,0,0,0,0,0,0,0,1,0,0,0,10,1,5,1,0,0,19,21,292,C,6,75
1,6,0,0,0,2,2,2,0,37,1,13,0,0,0,0,0,0,0,2,1,0,2,11,5,1,0,0,2,19,20,292,D,6,88
1,2,0,0,0,4,3,3,1,27,1,1,0,0,0,0,0,0,0,2,4,0,2,6,2,0,0,0,1,19,21,292,D,6,60
1,1,0,0,0,4,1,1,0,52,0,0,0,0,0,0,0,0,1,1,0,0,2,5,11,3,1,0,0,19,22,292,C,6,84
1,1,0,0,0,1,1,3,0,28,1,0,0,0,0,0,0,0,1,2,0,0,2,3,7,0,0,0,2,19,23,292,C,6,53
0,2,0,0,0,4,1,3,0,25,2,1,0,0,0,0,0,0,1,0,2,0,0,3,2,2,0,0,1,19,22,292,D,6,49
0,3,0,0,1,0,2,4,0,17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,19,23,292,D,6,32
1,1,1,1,0,0,0,2,0,3,0,5,0,0,0,0,0,0,1,0,0,0,3,6,2,0,0,0,0,20,0,289,C,6,26
0,4,0,1,0,1,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,20,1,289,C,6,25
0,6,0,1,0,1,1,0,0,5,0,2,0,0,0,0,0,0,0,1,2,0,0,3,5,0,0,0,1,20,0,289,D,6,28
0,0,0,1,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,20,1,289,D,6,16
0,1,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,20,2,289,C,6,15
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,20,3,289,C,6,10
0,0,0,1,0,1,1,0,0,3,0,4,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,0,0,20,2,289,D,6,22
0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,20,3,289,D,6,12
2,5,0,1,0,2,0,0,1,11,4,4,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0,0,20,4,289,C,6,40
2,6,1,1,1,2,1,1,0,11,1,4,0,0,0,0,0,0,0,3,3,0,1,15,4,1,0,0,4,20,5,289,C,6,62
0,2,0,0,1,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,6,2,0,0,0,0,20,4,289,D,6,25
1,0,0,0,1,1,0,0,0,10,1,0,0,0,0,0,0,0,0,1,5,0,0,2,1,0,1,0,3,20,5,289,D,6,27
0,4,0,3,0,5,1,1,0,10,1,3,0,0,0,0,0,0,2,1,6,3,2,13,3,4,0,0,2,20,6,289,C,6,64
2,7,0,5,0,3,1,3,0,26,2,12,0,0,0,0,0,0,0,2,11,0,0,24,13,0,5,0,6,20,7,289,C,6,122
0,3,0,0,0,4,1,1,0,17,3,3,0,0,0,0,0,0,0,4,10,0,1,11,5,2,0,0,7,20,6,289,D,6,72
3,2,0,3,0,7,2,3,0,17,2,6,0,0,0,0,0,0,0,3,13,0,0,17,6,1,0,0,8,20,7,289,D,6,93
3,13,1,4,1,11,1,4,0,37,3,14,0,0,0,0,0,0,0,1,8,0,1,30,20,7,0,1,9,20,8,289,C,6,169
2,13,0,1,0,9,0,2,0,37,2,14,0,0,0,0,2,0,0,2,9,0,2,22,3,2,0,0,8,20,9,289,C,6,130
0,4,1,4,1,9,0,4,1,27,0,7,0,0,0,0,0,0,0,1,5,0,0,14,10,5,1,0,2,20,8,289,D,6,96
2,4,0,1,0,19,1,4,0,26,3,8,0,0,0,0,0,0,0,4,6,0,1,13,6,2,1,0,9,20,9,289,D,6,110
3,9,1,3,0,11,1,0,0,26,3,17,0,2,0,0,0,0,0,2,4,0,1,24,13,1,0,0,5,20,10,289,C,6,126
2,8,0,0,1,11,0,1,1,29,3,13,0,0,0,0,0,0,0,5,10,0,1,18,14,0,0,0,8,20,11,289,C,6,125
0,0,0,0,0,10,1,0,0,21,2,2,0,0,0,0,0,0,0,3,13,0,0,12,10,2,1,0,9,20,10,289,D,6,86
1,3,0,0,1,11,0,0,0,31,5,19,0,0,1,0,0,0,0,0,7,0,1,11,10,0,2,0,6,20,11,289,D,6,109
5,7,1,2,1,8,0,3,0,21,2,9,0,0,0,0,0,0,0,1,10,0,1,17,10,1,2,0,8,20,12,289,C,6,109
3,1,0,2,0,9,0,0,0,32,2,22,0,0,0,0,0,0,0,4,12,0,0,21,12,1,1,0,8,20,13,289,C,6,130
1,4,0,0,0,4,0,0,0,22,1,1,0,0,0,0,0,0,0,1,5,0,1,9,4,2,0,0,9,20,12,289,D,6,64
0,3,0,4,0,6,0,0,0,30,1,5,0,1,0,0,0,0,0,0,7,0,0,13,3,0,0,0,8,20,13,289,D,6,81
3,4,0,1,0,8,2,0,0,43,2,13,0,0,0,1,0,0,0,0,3,0,0,18,4,3,0,1,12,20,14,289,C,6,118
9,8,0,0,1,11,0,3,0,49,3,23,0,0,0,0,0,0,0,2,9,0,1,22,14,1,1,0,2,20,15,289,C,6,159
3,11,0,2,1,15,1,1,0,32,4,16,0,1,0,0,0,0,0,0,5,0,2,12,15,3,1,0,3,20,14,289,D,6,128
1,4,0,1,0,10,2,1,0,38,3,4,0,0,0,0,0,0,0,2,4,0,2,14,2,6,0,2,9,20,15,289,D,6,105
2,4,0,3,2,7,2,2,0,53,2,19,0,0,0,0,0,0,0,1,15,0,1,16,5,5,0,0,7,20,16,289,C,6,146
5,7,0,2,3,15,0,4,2,68,5,23,0,0,0,0,0,0,0,0,16,0,0,14,12,2,0,0,2,20,17,289,C,6,180
2,6,0,0,0,1,0,0,0,31,1,15,0,0,0,0,0,0,0,2,7,0,2,12,3,1,7,0,2,20,16,289,D,6,92
2,4,0,0,2,8,0,0,1,32,2,11,0,1,0,0,0,0,0,2,9,0,0,4,2,0,6,0,6,20,17,289,D,6,92
3,4,0,5,0,7,2,0,0,43,3,11,0,0,0,0,0,0,0,4,10,0,0,16,13,0,0,0,1,20,18,289,C,6,122
6,9,0,3,0,9,2,4,3,42,4,10,0,0,0,0,0,0,1,3,3,0,0,18,12,2,0,0,1,20,19,289,C,6,132
1,2,0,2,0,10,2,1,1,30,0,6,0,0,0,0,0,0,0,0,10,0,0,8,5,2,1,0,5,20,18,289,D,6,86
1,1,0,0,0,3,0,0,1,17,3,4,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2,20,19,289,D,6,44
2,7,0,1,2,4,1,5,3,18,2,5,0,0,0,0,0,0,0,0,4,0,1,12,10,0,0,0,3,20,20,289,C,6,80
0,2,0,1,1,3,1,0,0,14,0,3,0,0,0,0,0,0,0,1,5,0,0,4,3,0,0,0,0,20,21,289,C,6,38
1,1,0,3,0,2,0,1,0,10,1,0,0,0,0,0,0,2,0,0,0,0,1,3,1,3,0,1,1,20,0,292,C,6,31
2,1,0,0,0,1,0,3,0,7,1,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,20,1,292,C,6,22
0,0,0,0,1,0,2,1,0,9,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,20,0,292,D,6,20
0,0,0,3,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,2,6,1,2,0,0,0,20,1,292,D,6,23
0,4,0,1,1,0,1,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,20,2,292,C,6,24
0,2,0,1,0,1,1,8,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,20,3,292,C,6,28
0,1,0,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,20,2,292,D,6,12
2,3,0,0,0,0,0,1,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,20,3,292,D,6,24
0,0,0,0,0,2,3,1,0,14,0,0,0,0,0,0,0,0,2,1,0,0,0,4,2,2,0,0,1,20,4,292,C,6,32
0,0,0,0,1,2,1,7,0,27,1,0,0,0,0,0,0,0,8,2,2,0,2,12,5,15,1,1,4,20,5,292,C,6,91
1,4,2,1,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,20,4,292,D,6,28
1,1,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,23,0,289,C,6,21
0,2,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,4,1,0,0,0,23,1,289,C,6,18
0,0,0,0,1,3,1,1,0,3,1,1,0,0,0,0,0,0,1,2,4,0,2,4,2,2,0,3,1,23,0,289,D,6,32
0,4,3,0,0,2,1,1,0,5,0,1,0,0,0,0,0,0,0,2,2,2,2,9,1,1,0,1,0,23,1,289,D,6,37
1,4,0,1,0,0,1,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,23,2,289,C,6,20
1,2,0,0,0,0,2,2,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,23,3,289,C,6,16
2,0,0,1,2,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0,5,2,0,0,0,0,23,2,289,D,6,23
1,1,0,0,0,0,0,3,0,4,1,1,0,0,0,0,0,0,0,0,6,0,1,4,0,0,0,0,3,21,0,289,C,6,25
0,1,1,1,0,0,1,2,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,21,1,289,C,6,22
0,0,0,0,0,4,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,21,0,289,D,6,15
0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,21,1,289,D,6,12
0,3,0,2,0,4,1,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,9,5,0,0,0,0,21,2,289,C,6,37
0,3,0,1,0,3,9,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,21,3,289,C,6,36
0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,21,2,289,D,6,10
0,0,0,0,0,1,0,1,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,21,3,289,D,6,15
1,7,0,2,0,3,0,0,0,6,1,4,0,0,0,0,0,0,0,1,2,1,0,8,6,0,1,0,0,21,4,289,C,6,43
6,3,0,0,0,6,0,3,1,12,5,8,0,0,0,0,0,0,0,1,2,0,1,11,7,0,0,0,0,21,5,289,C,6,66
1,2,0,3,0,3,1,1,1,20,1,14,0,0,0,0,0,0,0,1,3,0,3,11,7,0,0,0,0,20,20,289,D,6,72
0,1,0,0,0,5,0,3,1,13,0,1,0,0,0,0,0,0,0,0,3,0,0,5,3,1,0,0,0,20,21,289,D,6,36
0,1,0,0,0,1,1,0,0,21,1,3,0,0,0,0,0,0,0,0,3,0,0,7,2,0,0,0,0,20,22,289,C,6,40
0,3,0,1,0,0,0,0,0,15,2,3,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0,0,20,23,289,C,6,34
0,1,0,0,1,2,0,1,0,12,1,3,0,0,0,0,0,0,0,0,2,0,0,7,2,0,1,1,0,20,22,289,D,6,34
0,0,0,0,2,1,0,0,0,6,1,2,0,0,0,0,0,0,0,1,1,1,0,4,0,1,1,0,0,20,23,289,D,6,21
0,0,1,4,1,8,2,0,1,34,1,0,0,0,0,0,0,0,1,0,0,1,1,7,3,0,0,0,0,20,5,292,D,6,65
2,3,0,0,0,2,2,3,0,29,0,9,0,0,0,0,5,0,0,0,3,0,0,9,10,11,0,0,0,20,6,292,C,6,88
3,6,0,0,2,4,2,1,0,39,3,12,0,0,0,0,0,0,0,0,0,0,3,10,8,12,0,0,1,20,7,292,C,6,106
1,1,0,0,0,10,3,1,1,24,2,10,0,0,0,0,0,0,0,2,0,0,1,9,3,4,0,1,10,20,6,292,D,6,83
5,5,0,0,1,6,5,1,0,45,7,12,0,0,0,0,0,0,0,1,2,0,1,5,11,2,0,0,12,20,7,292,D,6,121
2,6,2,0,0,2,3,4,0,35,0,7,0,0,0,0,2,0,0,1,3,0,1,7,3,2,0,1,9,20,8,292,C,6,90
2,4,0,0,0,4,0,4,0,29,3,10,0,0,0,0,0,0,0,6,6,0,0,9,4,0,0,0,13,20,9,292,C,6,94
3,1,0,0,2,9,3,5,0,63,2,14,0,1,0,0,0,9,0,2,3,0,1,12,2,2,3,0,13,20,8,292,D,6,150
1,4,0,0,0,1,3,0,0,39,1,13,0,0,0,0,0,4,0,5,2,0,1,13,6,2,1,0,15,20,9,292,D,6,111
3,2,0,0,0,8,3,1,0,54,2,13,0,0,0,0,0,0,2,0,1,0,6,19,12,12,0,0,0,20,10,292,C,6,138
2,9,1,1,3,5,3,1,0,68,2,12,0,0,0,0,0,0,1,0,1,0,2,10,4,9,0,0,1,20,11,292,C,6,135
3,6,1,0,0,7,1,2,0,54,5,28,0,0,0,0,0,0,1,0,4,0,3,16,5,5,0,0,8,20,10,292,D,6,149
0,0,2,0,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,1,4,0,0,5,3,1,0,1,0,23,3,289,D,6,28
1,0,1,1,0,2,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,23,4,289,C,6,30
1,5,1,4,0,4,0,2,1,11,1,2,0,0,0,0,0,0,0,0,10,0,12,27,3,0,0,0,3,23,5,289,C,6,87
2,4,0,2,1,4,0,0,0,7,1,2,0,0,0,0,0,0,0,0,5,0,2,5,0,0,0,0,3,23,4,289,D,6,38
1,5,0,1,0,10,0,0,0,14,3,7,1,0,0,0,0,0,1,0,5,0,2,6,3,3,1,0,3,23,5,289,D,6,66
3,3,0,0,0,2,2,2,0,14,2,3,0,0,0,0,0,0,0,0,4,0,1,17,19,3,0,0,6,23,6,289,C,6,81
6,5,2,0,0,16,2,3,0,28,5,19,0,0,0,0,0,0,0,0,10,0,0,14,3,2,0,0,3,23,7,289,C,6,118
2,0,0,1,1,17,1,0,0,31,3,11,0,0,0,0,0,0,0,4,5,0,2,20,9,6,0,0,5,23,6,289,D,6,118
6,6,0,0,0,29,3,1,0,72,8,18,0,0,0,0,0,0,0,0,1,0,2,25,12,5,0,1,6,23,7,289,D,6,195
4,4,1,1,0,17,2,5,0,35,5,21,0,0,0,0,0,0,0,1,11,0,1,9,8,0,2,0,5,23,8,289,C,6,132
6,6,0,1,0,12,7,1,3,44,4,17,0,0,0,0,0,0,0,2,6,0,1,19,6,0,7,0,14,23,9,289,C,6,156
1,1,0,2,0,4,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,3,21,4,289,D,6,22
