"index","cod_mun_origem","cod_mun_destino","totalCost","cod_nos","costs"
"0","2910800","3500550","-6.766599419903701E-7","[2910800,3550308,3511409,3500550]","[-1.0,-0.05923790649491037,-2.531272066328976E-6,-6.766599419903701E-7]"
"0","2910800","3100906","-5.660410215599045E-6","[2910800,3106200,3100906]","[-1.0,-0.029673002432213314,-5.660410215599045E-6]"
"0","2910800","4200556","-3.317899551215423E-8","[2910800,4300901,4307005,4211405,4200556]","[-1.0,-0.0068282136744437436,-9.437558414215779E-4,-1.6073878231226068E-6,-3.317899551215423E-8]"
"0","2910800","3101003","-6.219159173871794E-5","[2910800,2933307,3122355,3101003]","[-1.0,-0.022781731375551752,-3.208365918101466E-4,-6.219159173871794E-5]"
"0","2910800","4300109","-4.4614342398631537E-7","[2910800,3550308,4314902,4300109]","[-1.0,-0.05923790649491037,-0.0036286652935534334,-4.4614342398631537E-7]"
"0","2910800","3500709","-1.4329599071810603E-5","[2910800,3550308,3506003,3500709]","[-1.0,-0.05923790649491037,-1.9081813666873394E-4,-1.4329599071810603E-5]"
"0","2910800","4100301","-1.6982413524762985E-6","[2910800,4106902,4100301]","[-1.0,-0.0019547788487523647,-1.6982413524762985E-6]"
"0","2910800","3200136","-3.195517845026016E-6","[2910800,2914802,3204658,3200136]","[-1.0,-0.01766507521844879,-3.8875757097487936E-5,-3.195517845026016E-6]"
"0","2910800","2500205","-1.3699161222604039E-7","[2910800,2611606,2507507,2500205]","[-1.0,-0.020304477074137465,-5.271460857701521E-4,-1.3699161222604039E-7]"
"0","2910800","3101102","-9.716818376507267E-5","[2910800,3131307,3101102]","[-1.0,-0.018430772002522296,-9.716818376507267E-5]"
"0","2910800","2900603","-3.849128786287851E-5","[2910800,2918001,2900603]","[-1.0,-0.008629853166381407,-3.849128786287851E-5]"
"0","2910800","2300408","-1.0327361963520715E-6","[2910800,2304400,2300408]","[-1.0,-0.010368435276101252,-1.0327361963520715E-6]"
"0","2910800","3101201","-2.9290433910378155E-7","[2910800,3550308,3101201]","[-1.0,-0.05923790649491037,-2.9290433910378155E-7]"
