cod_destino,cod_origem,passageiros_rodov_pred_log,passageiros_rodov_pred
1721000,1713700,2.8081093,642
1721000,1707207,1.7171243,52
1721000,1701903,1.7579464,57
1721000,1713601,2.3312058,214
1721000,1717909,2.5480905,353
1721000,1717008,2.2268362,168
1721000,1712405,1.5886655,38
1721000,1719004,2.3785536,239
1721000,1715101,2.1287062,134
1721000,1708304,1.7795482,60
1721000,1711951,2.1621857,145
1721000,1718758,1.9298857,85
1721000,1711100,1.8899884,77
1721000,1701101,2.9164822,825
1709302,1501402,1.5439537,34
1709302,3509502,1.5547292,35
1709302,2312908,0.6247686,4
1709302,3550308,2.44142,276
1709302,3170206,1.3708558,23
1709302,5208707,2.7279327,534
1709302,5101803,1.1296365,13
1709302,3170107,1.1197149,13
1709302,5300108,2.3406167,219
1709302,5201108,2.2578537,181
1709302,5211800,1.045556,11
1709302,5221601,1.2187399,16
1709302,3106200,1.18982,15
1709302,5218003,1.5248264,33
1709302,3304557,1.4750388,29
1709302,3543402,1.4030119,25
1709302,1705508,1.8769978,75
1709302,1721000,2.6235347,420
1709302,2111300,1.3335112,21
1709302,2101202,0.7407005,5
1709302,2207702,1.0647792,11
1709302,2101400,1.5532221,35
1709302,2104057,1.4313397,26
1709302,1504059,0.6090863,4
1709302,2103000,0.7743425,5
1709302,2111607,1.0386155,10
1709302,2208403,0.64930695,4
1709302,1716109,2.2184017,165
1709302,1713304,2.201594,159
1709302,2108009,0.41552335,2
1709302,2203909,1.4753019,29
1709302,2100055,1.4118638,25
1709302,1702109,2.1508038,141
1709302,2105302,2.1590915,144
1709302,1502400,0.875518,7
1709302,2211001,1.4945428,31
1709302,2108454,1.8737327,74
1709302,1709500,1.519826,33
1709302,1504208,0.99117124,9
1709302,1505502,1.4336119,27
1709302,1506161,1.2568038,18
1709302,1503705,0.3006188,1
1709302,1505536,1.7373663,54
1709302,1507151,0.77576,5
1709302,1506138,1.9878904,97
1709302,1502707,1.8091614,64
1709302,1508407,1.742061,55
1709302,1504976,0.879278,7
1709302,1502772,1.326367,21
1709302,1502954,1.5271307,33
1709302,1508084,1.786958,61
1709302,2109106,0.522277,3
1709302,1505437,1.3613381,22
1709302,1507300,1.4264969,26
1709302,2304400,0.88237405,7
1709302,2105427,0.5047302,3
1709302,1500347,0.9631332,9
1709302,2200202,0.3727211,2
1709302,1718881,1.9370055,86
1709302,4104808,1.2825322,19
1709302,3541406,1.1753147,14
1709302,3549805,1.6468835,44
1709302,4115200,1.4439621,27
1709302,1100122,0.4377373,2
1709302,4313706,0.37675592,2
1709302,4304705,0.97555923,9
1709302,4310504,0.37760314,2
1709302,4320107,0.54780066,3
1709302,4308508,0.28482217,1
1709302,3537305,0.53367573,3
1709302,5211503,1.0897951,12
1709302,4217204,0.40058288,2
1709302,4104303,0.69436824,4
1709302,4128005,0.0,1
1709302,3127107,0.7317762,5
1709302,4320206,0.1328311,1
1709302,4216701,0.5707244,3
1709302,4206405,0.4718031,2
1709302,1713205,1.642395,43
1709302,1716703,2.8774881,754
1709302,2102556,0.8887039,7
1709302,1716653,1.7115676,51
1709302,1700350,1.0370789,10
1709302,1706001,1.347877,22
1709302,1702406,0.93139786,8
1709302,2111102,0.72151923,5
1709302,2110658,1.4582064,28
1709302,1700707,0.49987224,3
1709302,2102804,0.6026553,4
1709302,1702208,1.146165,14
1709302,2101608,0.7347107,5
1709302,2104800,0.70234746,5
1709302,1721208,1.3678821,23
1709302,1710508,1.4604747,28
1709302,1716307,1.2869107,19
1709302,1712009,1.2399449,17
1709302,1708254,1.8560802,71
1709302,1714880,1.2161022,16
1709302,1718402,2.3801906,239
1709302,1710904,1.6223726,41
1709302,1721307,1.6023097,40
1709302,1507508,0.066214696,1
1709302,1702307,1.4018852,25
1709302,1703107,1.3093019,20
1709302,1507458,1.0406479,10
1709302,1702554,1.3928653,24
1709302,1703057,1.3763118,23
1709302,1703602,2.128837,134
1709302,1702158,1.2149221,16
1709302,1708304,1.7554272,56
1709302,1711100,2.0014744,100
1709302,1718501,0.9910135,9
1709302,1704105,0.75958925,5
1713304,1501402,1.1175522,13
1713304,3509502,0.9000567,7
1713304,2312908,0.65640724,4
1713304,3550308,1.6561928,45
1713304,5208707,2.8160677,654
1713304,5101803,0.90377563,8
1713304,5300108,1.9707359,93
1713304,5201108,1.7046999,50
1713304,5211800,0.9396769,8
1713304,5221601,0.801097,6
1713304,5218003,1.134518,13
1713304,3543402,0.9172136,8
1713304,1705508,1.0943668,12
1713304,1721000,2.534292,342
1713304,2101202,0.88235104,7
1713304,2207702,0.698077,4
1713304,2101400,0.9303016,8
1713304,2104057,0.883349,7
1713304,1716109,1.6111786,40
1713304,2108009,0.19907887,1
1713304,1709302,2.0400229,109
1713304,2203909,0.9946098,9
1713304,2100055,0.71022207,5
1713304,1702109,1.5497628,35
1713304,2105302,1.7234793,52
1713304,1502400,0.7549315,5
1713304,2211001,0.9567986,9
1713304,2108454,1.4983097,31
1713304,1709500,1.585461,38
1713304,1504208,0.8161921,6
1713304,1506161,0.8681143,7
1713304,1503705,0.0,1
1713304,1505536,1.5024619,31
1713304,1507151,0.43715093,2
1713304,1506138,1.4005289,25
1713304,1502707,1.1774685,15
1713304,1508407,1.332884,21
1713304,1504976,0.36823937,2
1713304,1502772,0.9961545,9
1713304,1502954,1.0222875,10
1713304,1508084,1.2695528,18
1713304,1507300,1.0085875,10
1713304,3526902,0.68625194,4
1713304,2304400,0.6884483,4
1713304,1718881,1.0049962,10
1713304,4104808,0.2653267,1
1713304,3541406,0.83240956,6
1713304,3549805,1.1630409,14
1713304,4313706,0.0,1
1713304,4304705,0.112201095,1
1713304,4310504,0.20002364,1
1713304,4320107,0.0009416821,1
1713304,4308508,0.13886003,1
1713304,3537305,0.27614963,1
1713304,5211503,0.9632247,9
1713304,4217204,0.14824226,1
1713304,4104303,0.38258907,2
1713304,4128005,0.14883715,1
1713304,3127107,0.45720494,2
1713304,4320206,0.13289024,1
1713304,4216701,0.24392943,1
1713304,4206405,0.013043453,1
1713304,1713205,1.9993241,99
1713304,1716703,1.5500634,35
1713304,2102556,0.5306255,3
1713304,1716653,0.9670028,9
1713304,1700350,0.844181,6
1713304,1706001,0.70739865,5
1713304,2111102,0.62319034,4
1713304,2110658,0.8587934,7
1713304,2109502,0.97592765,9
1713304,2102804,0.4628134,2
1713304,1702208,0.679808,4
1713304,2104800,0.42621833,2
1713304,1715002,1.2307522,17
1713304,1715507,0.68362707,4
1713304,1710508,0.83655393,6
1713304,1716307,0.6380839,4
1713304,1712009,1.5785074,37
1713304,1708254,1.8532536,71
1713304,1714880,0.7872587,6
1713304,1718402,1.2164425,16
1713304,1702307,0.75695074,5
1713304,1703107,1.9412171,87
1713304,1507458,0.6916308,4
1713304,1702554,0.9738865,9
1713304,1703057,1.0464087,11
1713304,1703602,1.1114451,12
1713304,1707553,0.95977753,9
1713304,1718899,0.96076816,9
1713304,1706258,1.2896268,19
1713304,1718451,1.2185698,16
1713304,1716505,1.7055386,50
1713304,1708304,1.0613797,11
1713304,1711100,1.2174747,16
2207702,1501402,2.630535,427
2207702,2306306,1.9199187,83
2207702,2314102,2.0534174,113
2207702,2304707,1.691207,49
2207702,2312908,3.2930422,1963
2207702,2313401,3.1262026,1337
2207702,2919553,1.7952408,62
2207702,3550308,3.0107386,1025
2207702,5208707,2.8528366,712
2207702,5300108,2.8881161,772
2207702,5201108,1.6181157,41
2207702,5211800,0.7488525,5
2207702,5221601,0.2712978,1
2207702,5218003,0.9269042,8
2207702,3304557,2.9074998,808
2207702,2903201,1.3880303,24
2207702,3549904,2.2047563,160
2207702,3205309,1.9013817,79
2207702,3301009,1.9954146,98
2207702,5208004,1.2271497,16
2207702,3204906,0.48536813,3
2207702,2302057,2.2422547,174
2207702,2302602,3.1997888,1584
2207702,2104677,0.14567725,1
2207702,2106326,1.1676629,14
2207702,2110039,0.5448997,3
2207702,2303907,2.3157005,206
2207702,2107357,1.9794304,95
2207702,2202208,2.15367,142
2207702,2202000,3.7209222,5259
2207702,2111300,3.4100866,2570
2207702,2101202,1.8949829,78
2207702,2202703,2.3963702,249
2207702,2103000,2.29187,195
2207702,2208304,2.420457,263
2207702,2203701,2.7713268,590
2207702,2208403,2.4557803,285
2207702,2110203,2.0829082,121
2207702,2206605,1.2259248,16
2207702,1713304,0.78088456,6
2207702,1709302,0.9630078,9
2207702,2203909,2.2974925,198
2207702,1502202,1.8790731,75
2207702,2112704,2.0094333,102
2207702,2203602,1.2872962,19
2207702,2202752,0.80087346,6
2207702,2102325,1.4844712,30
2207702,2100055,1.7345682,54
2207702,2205102,1.2415676,17
2207702,1702109,1.9991949,99
2207702,2110609,2.9109428,814
2207702,2105401,1.222266,16
2207702,2109908,2.3198001,208
2207702,2203107,0.5979622,3
2207702,2105302,2.633567,430
2207702,1502400,1.7936062,62
2207702,2100808,1.8274918,67
2207702,2211001,3.360574,2293
2207702,2103208,2.5305934,339
2207702,2106755,0.8203295,6
2207702,1506609,1.49706,31
2207702,2202307,1.3992157,25
2207702,2108454,2.3376398,217
2207702,2201903,0.59537476,3
2207702,2202901,1.6722983,47
2207702,2204402,0.36907125,2
2207702,2110104,2.6352704,431
2207702,1501956,0.37585393,2
2207702,2101004,1.5081303,32
2207702,2102101,2.503568,318
2207702,2112902,1.4686143,29
2207702,2304400,4.14509,13966
2207702,2205805,2.7134395,516
2207702,2210508,0.8711653,7
2207702,2205508,1.9714625,93
2207702,2208809,1.3412254,21
2207702,2208700,0.60504,4
2207702,2203008,1.0473436,11
2207702,2201507,1.9434645,87
2207702,2200509,1.2286721,16
2207702,2201200,2.4078197,255
2207702,2114007,1.5105989,32
2207702,2100907,3.131739,1354
2207702,2112506,2.089918,123
2207702,2200400,1.5715934,37
2207702,2100154,1.1471579,14
2207702,2102002,1.463157,29
2207702,2110005,1.1341636,13
2207702,2205706,3.4696753,2949
2207702,2203305,0.80425996,6
2207702,2201960,1.5244312,33
2207702,2200608,0.67526823,4
2207702,2202406,1.457479,28
2207702,2105153,1.3941064,24
2207702,2202083,2.1907823,155
2207702,2205409,1.6511071,44
2207702,2202539,2.1940815,156
2207702,2204659,1.858237,72
2207702,2206696,1.6447372,44
2207702,2202729,1.0760587,11
2207702,2202653,1.794449,62
2207702,2201919,1.469064,29
2101004,1501402,2.006379,101
2101004,3550308,0.75180584,5
2101004,3170206,0.5578351,3
2101004,5208707,1.4738611,29
2101004,3170107,0.0,1
2101004,5201108,0.60687506,4
2101004,1500602,0.53275883,3
2101004,2104677,0.0,1
2101004,2106326,0.8331426,6
2101004,2110039,0.0037700576,1
2101004,2107357,1.4062238,25
2101004,2111300,2.1768117,150
2101004,2111508,1.366678,23
2101004,2106375,0.1993322,1
2101004,2207702,1.5171922,32
2101004,2103000,1.0516388,11
2101004,2110203,1.3810899,24
2101004,1716109,0.4572303,2
2101004,1502202,1.2562358,18
2101004,2112704,0.74120265,5
2101004,2102325,0.8718622,7
2101004,2100055,0.73207635,5
2101004,1702109,0.22829081,1
2101004,2110609,0.9999545,9
2101004,2105401,0.94850516,8
2101004,2109908,1.9044088,80
2101004,2105302,1.5524874,35
2101004,1502400,0.84667164,7
2101004,2103208,1.137485,13
2101004,2106755,1.1514999,14
2101004,2108454,1.6488745,44
2101004,2110104,0.9211085,8
2101004,2100832,0.52524465,3
2101004,1504208,0.88955384,7
2101004,1505536,0.95373815,8
2101004,1502772,0.53974354,3
2101004,1502954,0.6787427,4
2101004,1506559,0.21487373,1
2101004,2102101,0.6568014,4
2101004,2102606,0.38808843,2
2101004,2112902,2.1018662,126
2101004,2102903,0.6835103,4
2101004,2101251,1.2050508,16
2101004,2101970,0.33493114,2
2101004,2112803,1.5866432,38
2101004,2110005,0.7430612,5
2101004,2111706,1.6755248,47
2101004,2106631,1.6668185,46
2101004,2107456,1.8589,72
2101004,2100436,1.0516998,11
2101004,2106508,1.6121738,40
2101004,2102408,0.72777,5
2101004,2111003,1.380258,24
2101004,2108306,1.1197877,13
2101004,2111789,0.6526766,4
2101004,2110500,0.7949607,6
2101004,2108504,0.94258213,8
2101004,2101301,0.6152282,4
2101004,2101350,0.18277349,1
2101004,2103703,0.9611293,9
2101004,2103125,0.17126888,1
2101004,2106805,0.37223765,2
2101004,2108603,0.8142115,6
2101004,2102507,1.3118188,20
2102606,1501402,2.6395688,436
2102606,2104677,0.0,1
2102606,2106326,1.187101,15
2102606,2110039,0.0,1
2102606,2107357,1.2810665,19
2102606,2111300,1.8111048,64
2102606,2106375,0.2555432,1
2102606,1502202,1.4838493,30
2102606,2105401,0.57803077,3
2102606,2109908,1.0450814,11
2102606,1502400,1.4204811,26
2102606,2106755,0.57675415,3
2102606,1506609,1.2611176,18
2102606,1501956,0.37128258,2
2102606,1506559,0.35749853,2
2102606,2101004,0.84422153,6
2102606,2112902,0.5926332,3
2102606,2104305,2.2835376,192
2102606,2106201,1.2875744,19
2102606,2102903,1.5195247,33
2102606,2114007,0.99379957,9
2102606,2101970,0.64899224,4
2102606,2100550,0.9266114,8
2102606,2105658,1.0543793,11
2102606,2100204,0.30208945,2
2102606,2101905,0.7382117,5
2102606,2108603,0.9160132,8
5211800,1501402,1.3024083,20
5211800,5103403,1.3181566,20
5211800,3509502,1.3586513,22
5211800,2312908,0.74594295,5
5211800,3550308,2.1493595,141
5211800,5204953,1.3900192,24
5211800,5208707,3.2181776,1652
5211800,5101803,1.278745,18
5211800,3103504,0.75206137,5
5211800,5300108,2.642401,438
5211800,5201108,2.5389125,345
5211800,5221601,1.384919,24
5211800,3106200,1.5854357,38
5211800,5218003,1.2820112,19
5211800,3304557,1.4714875,29
5211800,5107909,0.63968945,4
5211800,5107040,0.5972068,3
5211800,5105259,0.9424314,8
5211800,5106224,0.89057946,7
5211800,5107925,0.90571404,8
5211800,1705508,0.8427435,6
5211800,1721000,1.3584162,22
5211800,2101202,0.8761323,7
5211800,2207702,0.8088237,6
5211800,2104057,0.732799,5
5211800,1504059,0.7662427,5
5211800,2103000,0.7481696,5
5211800,2208403,0.44424537,2
5211800,1716109,1.4460602,27
5211800,1713304,0.80898196,6
5211800,1709302,1.0594078,11
5211800,2102325,0.6332998,4
5211800,2100055,0.76268166,5
5211800,1702109,1.305886,20
5211800,2109908,0.6972108,4
5211800,2105302,1.5842736,38
5211800,1502400,1.0251652,10
5211800,2211001,1.1551172,14
5211800,2108454,1.3051387,20
5211800,1709500,1.2537569,17
5211800,1504208,0.6307004,4
5211800,1722081,0.04366308,1
5211800,1505502,0.84391266,6
5211800,1506161,0.5711893,3
5211800,1502939,0.38654125,2
5211800,1505536,1.4593452,28
5211800,1507151,0.7843789,6
5211800,1506138,1.2814828,19
5211800,1502707,0.9486973,8
5211800,1508407,1.381294,24
5211800,1504976,0.5439958,3
5211800,1508084,1.0731007,11
5211800,1502152,0.7624629,5
5211800,1505437,0.7321928,5
5211800,1507300,0.6869862,4
5211800,1507607,0.49781305,3
5211800,3526902,1.2537023,17
5211800,2304400,0.49693754,3
5211800,3136702,0.88346785,7
5211800,3541406,1.0619861,11
5211800,3549805,1.5038925,31
5211800,1100122,0.5081207,3
5211800,4304705,0.9166463,8
5211800,4310504,0.22150363,1
5211800,4320107,0.45714715,2
5211800,4308508,0.9199807,8
5211800,3537305,0.6724135,4
5211800,3548906,0.8369538,6
5211800,3503208,0.8618783,7
5211800,5211503,1.0165651,10
5211800,4217204,0.59947354,3
5211800,4104303,0.696908,4
5211800,4128005,0.0,1
5211800,3505500,0.7345232,5
5211800,3127107,0.28493434,1
5211800,4320206,0.3626701,2
5211800,4216701,0.3645528,2
5211800,4206405,0.34884644,2
5211800,3543907,0.9675713,9
5211800,3148103,0.99824953,9
5211800,5205406,1.4610003,28
5211800,1718204,0.36051232,2
5211800,1713205,1.0872017,12
5211800,1716703,1.1815308,15
5211800,1716653,0.8364936,6
5211800,1716208,0.84736085,7
5211800,1700707,0.48319593,3
5211800,5200555,0.9397725,8
5211800,5216908,1.0075651,10
5211800,5217302,1.5897793,38
5211800,5219605,1.0812403,12
5211800,5218706,1.4811783,30
5211800,5218904,0.995409,9
5211800,5205513,1.162456,14
5211800,5205802,1.5502849,35
5211800,5210901,1.3786229,23
5211800,5214705,1.0858034,12
5211800,5208103,0.34894282,2
5211800,5207501,0.8497149,7
5211800,5210158,1.2486339,17
5211800,1507458,0.35925466,2
5211800,1702554,0.7588708,5
5211800,5210000,1.1608008,14
5211800,5211404,1.5020683,31
5211800,5212808,1.2233443,16
5211800,5221452,1.2699858,18
5211800,5214101,0.8567108,7
5211800,5213087,1.1324252,13
5211800,5214879,1.1139339,12
5211800,5209804,0.99089175,9
5211800,5220157,1.2926286,19
5211800,5221577,0.8340755,6
5211800,5210562,1.9929191,98
5211800,5214861,1.49778,31
5211800,5221007,1.396077,24
5211800,5216809,1.975082,94
5211800,5210604,1.9434265,87
5211800,5219704,0.9322724,8
5211800,5219902,1.9409094,87
5211800,5213772,0.9296271,8
5211800,1708205,0.7276783,5
5211800,5204706,1.1257514,13
5211800,5204656,0.56511277,3
5211800,5206404,1.042057,11
5211800,5208608,1.870428,74
5211800,3151602,0.60380095,4
2612208,1501402,2.2468565,176
2612208,2604304,1.2391697,17
2612208,3509502,1.9842337,96
2612208,2310605,1.0526065,11
2612208,2307205,0.451366,2
2612208,2306108,0.96693236,9
2612208,2308401,1.2322611,17
2612208,2305506,1.3014116,20
2612208,2308302,1.4727851,29
2612208,2312908,1.3720562,23
2612208,2308500,0.92003095,8
2612208,2305407,1.8515289,71
2612208,2919553,1.2662917,18
2612208,2507507,2.0189738,104
2612208,3550308,3.2159262,1644
2612208,2311306,1.1896664,15
2612208,2311801,1.8813802,76
2612208,2611606,3.2200475,1659
2612208,2307304,1.5278039,33
2612208,2917508,1.7436794,55
2612208,2913200,1.3060108,20
2612208,2929909,1.4587722,28
2612208,5208707,2.4181836,261
2612208,2800308,2.3699532,234
2612208,2306900,1.7387544,54
2612208,3103504,0.966644,9
2612208,2921708,0.96187776,9
2612208,2930105,1.2466109,17
2612208,5300108,2.5760067,376
2612208,2408003,1.625862,42
2612208,2604106,1.6601511,45
2612208,2611101,2.7537835,567
2612208,2918001,0.6228064,4
2612208,3133303,0.46065527,2
2612208,2906873,1.7636456,58
2612208,2612604,1.5514183,35
2612208,2909703,0.74859226,5
2612208,3106200,2.7805803,603
2612208,3304557,2.3906102,245
2612208,2601201,1.6281,42
2612208,2704302,2.371605,235
2612208,2603009,1.4531742,28
2612208,2504009,2.4295735,268
2612208,2510808,0.9263329,8
2612208,2903201,1.5896354,38
2612208,2609907,2.182709,152
2612208,3549904,1.4117119,25
2612208,2613909,1.5094196,32
2612208,2400208,1.3650497,23
2612208,3127701,1.1743215,14
2612208,4314902,2.3722901,235
2612208,4314407,1.3825703,24
2612208,3149903,0.41366374,2
2612208,2925105,0.46930626,2
2612208,3131307,1.2534769,17
2612208,2921302,0.48450017,3
2612208,2512101,1.1654862,14
2612208,2516904,0.8356475,6
2612208,2902104,0.7194626,5
2612208,2516201,1.6193151,41
2612208,2933307,1.2633321,18
2612208,2910800,1.8541534,71
2612208,2503704,1.8823297,76
2612208,4106902,1.7257717,53
2612208,2927408,2.9345295,860
2612208,2409407,0.7698501,5
2612208,2300309,1.1507062,14
2612208,2302503,1.5419781,34
2612208,2104677,0.0,1
2612208,2106326,0.43327993,2
2612208,2302008,1.7071093,50
2612208,2110039,0.2340755,1
2612208,2107357,1.6599346,45
2612208,1721000,0.7679398,5
2612208,2111300,2.443345,277
2612208,2111508,0.8019283,6
2612208,2106375,0.31634185,2
2612208,2101202,0.79127663,6
2612208,1707009,1.1441315,13
2612208,2103000,0.5606649,3
2612208,2203909,1.8051821,63
2612208,1502202,1.2363255,17
2612208,2100055,0.44509628,2
2612208,2105302,1.3522524,22
2612208,1502400,1.0560287,11
2612208,2211001,2.9826283,960
2612208,2106755,0.1441009,1
2612208,2207009,1.2374557,17
2612208,2108454,1.5515789,35
2612208,2208007,2.1739838,149
2612208,1504208,1.7299377,53
2612208,2601102,1.4760003,29
2612208,2211308,1.083196,12
2612208,2601706,0.699835,5
2612208,2304400,3.3036587,2012
2612208,2605103,1.2658887,18
2612208,2614303,0.97883236,9
2612208,2609808,1.4957446,31
2612208,2614006,1.6877366,48
2612208,2615607,0.079610534,1
2612208,2504405,1.0593148,11
2612208,2924009,1.6543808,45
2612208,2601607,1.3702387,23
2612208,2602001,1.8881708,77
2612208,2613503,1.4675198,29
2612208,2608750,1.1262368,13
2612208,2928109,1.0350763,10
2612208,2605301,2.122423,132
2612208,2610905,1.3395662,21
2612208,2101251,0.72858036,5
2612208,1715259,0.0,1
2612208,1700400,0.0,1
2612208,2914604,1.305074,20
2612208,2601904,1.4544184,28
2612208,2606408,0.89985555,7
2612208,2616407,1.1363991,13
2612208,2608057,1.06684,11
2612208,2611002,1.3633912,23
2612208,2605707,1.699243,50
2612208,5211909,1.3659214,23
2612208,2900207,1.0512727,11
2612208,1718204,0.20184837,1
2612208,1720655,0.16224839,1
2612208,1718907,0.0,1
2612208,2610400,0.47369987,2
2612208,1702208,0.7929006,6
2612208,2907707,0.5908982,3
2612208,1714203,0.55520195,3
2612208,2612406,0.92135984,8
2612208,2607406,0.84478194,6
2612208,2615201,1.2326462,17
2612208,2616100,0.7304041,5
2612208,2609303,0.96854585,9
2612208,2513356,0.086266205,1
2100055,1501402,2.7738163,594
2100055,5103403,1.1008506,12
2100055,1508100,1.6712242,46
2100055,3509502,0.95449024,9
2100055,2312908,1.5777588,37
2100055,2313401,1.5427628,34
2100055,2507507,0.8558664,7
2100055,3550308,2.0487244,111
2100055,3170206,1.4981118,31
2100055,2611606,1.0906665,12
2100055,2307304,1.6817762,48
2100055,5208707,2.7362669,544
2100055,5101803,0.7830441,6
2100055,3170107,0.9559835,9
2100055,5300108,1.874489,74
2100055,2604106,0.76819724,5
2100055,5201108,2.068504,117
2100055,5102678,0.9003174,7
2100055,5211800,0.58430105,3
2100055,5221601,0.6127525,4
2100055,3106200,1.2872638,19
2100055,5218003,1.2278001,16
2100055,3304557,0.9754049,9
2100055,5107909,1.030297,10
2100055,2601201,0.9630148,9
2100055,2612208,0.8372655,6
2100055,5107040,1.0816916,12
2100055,5105259,0.8272213,6
2100055,2504009,0.9141491,8
2100055,2510808,0.4817722,3
2100055,2609907,1.1169208,13
2100055,2613909,0.74473965,5
2100055,3543402,1.0116961,10
2100055,5106224,1.0943153,12
2100055,2512101,0.6748182,4
2100055,2516201,0.7525,5
2100055,5107925,0.8748883,7
2100055,2503704,1.1076301,12
2100055,2301307,0.9362374,8
2100055,1500602,1.6414106,43
2100055,2302701,1.1031351,12
2100055,2202208,0.8860159,7
2100055,1705508,1.3550391,22
2100055,1721000,1.8540328,71
2100055,2111300,2.5072496,321
2100055,2101202,2.0587983,114
2100055,2207702,1.7658669,58
2100055,2104057,1.8000244,63
2100055,1504059,1.1603296,14
2100055,2103000,1.5340298,34
2100055,2208403,0.77331835,5
2100055,2108207,1.3976908,24
2100055,2110203,1.6032789,40
2100055,1716109,1.8508682,70
2100055,1713304,0.73626816,5
2100055,1709302,1.6903635,49
2100055,2102325,1.5789582,37
2100055,1702109,2.4547782,284
2100055,2105401,0.9841681,9
2100055,2109908,2.3424263,220
2100055,2105302,2.6549253,451
2100055,1502400,2.073043,118
2100055,2211001,2.619389,416
2100055,2106755,0.7188941,5
2100055,1506609,1.554538,35
2100055,2108454,1.9720104,93
2100055,1709500,1.6728263,47
2100055,2208007,1.4070989,25
2100055,1504208,1.6371199,43
2100055,1503804,1.0405524,10
2100055,2601102,1.3420309,21
2100055,1722081,0.6620982,4
2100055,1505502,2.082424,120
2100055,1503093,1.0133116,10
2100055,1502939,1.0577024,11
2100055,1501782,1.5095088,32
2100055,1505536,2.1320846,135
2100055,2211308,0.5406059,3
2100055,1505064,1.443805,27
2100055,1502772,1.4151989,26
2100055,2103307,1.8018742,63
2100055,1502954,2.0553155,113
2100055,1505486,1.2847068,19
2100055,1501576,1.5271583,33
2100055,2101004,1.1667382,14
2100055,1503457,1.298468,19
2100055,1507607,1.8136175,65
2100055,2112902,1.0895468,12
2100055,1506187,1.9876425,97
2100055,2304400,2.0433562,110
2100055,1508126,1.9190358,82
2100055,2605103,0.10987832,1
2100055,2105427,1.3008602,19
2100055,1500131,1.5380477,34
2100055,1500859,1.0752904,11
2100055,1100122,0.006854794,1
2100055,5106422,0.6222141,4
2100055,2102556,1.2706188,18
2100055,2108900,0.9723433,9
2100055,2110005,1.167921,14
2100055,2104008,1.1134787,12
2100055,2105203,0.72564584,5
2100055,2102036,1.1295073,13
2100055,1702208,1.7315524,53
2100055,2101939,1.2576208,18
2100055,2106003,1.0682067,11
2100055,2100436,1.1918327,15
2100055,2105153,1.4077493,25
2100055,2105450,0.56305027,3
2100055,2112852,1.7742077,59
2100055,2103257,2.031113,107
2102903,1501402,2.9795938,954
2102903,2104677,0.45606315,2
2102903,2106326,1.6686379,46
2102903,2110039,0.39843908,2
2102903,2107357,1.706921,50
2102903,2111300,2.4134781,259
2102903,2106375,0.9424678,8
2102903,2101202,1.4767581,29
2102903,2103000,1.1155198,13
2102903,2110203,1.200111,15
2102903,1502202,1.6680222,46
2102903,2109908,1.6660932,46
2102903,1502400,1.2682854,18
2102903,2106755,0.94585806,8
2102903,2108454,1.6995219,50
2102903,1501956,0.76374906,5
2102903,1508308,1.936662,86
2102903,1506559,0.839158,6
2102903,2109809,1.0284514,10
2102903,2101004,1.052612,11
2102903,2102606,1.787115,61
2102903,2112902,0.7377454,5
2102903,2104305,2.4030063,252
2102903,2106201,2.4215848,263
2102903,2101251,1.0529729,11
2102903,2114007,1.4329721,27
2102903,2101970,1.0848588,12
2102903,2100550,1.4475172,28
2102903,2100436,1.196932,15
2102903,2100204,0.7253465,5
2102903,2101905,1.162475,14
2102903,2108603,0.99347,9
2102903,2105153,1.0712913,11
2104677,1501402,0.9100389,8
2104677,2308401,0.0,1
2104677,2312908,0.7483957,5
2104677,2313401,0.0,1
2104677,2611606,0.0,1
2104677,2307304,0.05071189,1
2104677,2604106,0.0,1
2104677,2408102,0.0,1
2104677,2601201,0.0,1
2104677,2704302,0.0,1
2104677,2612208,0.049672496,1
2104677,2613909,0.0,1
2104677,2400208,0.0,1
2104677,2106326,2.2424314,174
2104677,2301109,0.0,1
2104677,2110039,0.34652495,2
2104677,2107357,0.786661,6
2104677,2202208,0.0,1
2104677,2111300,0.89475703,7
2104677,2106375,1.5758601,37
2104677,2101202,0.4399988,2
2104677,2207702,0.2132018,1
2104677,2103000,0.069488145,1
2104677,2110203,0.48321778,3
2104677,2203909,0.03415026,1
2104677,1502202,0.63430786,4
2104677,2112704,0.0,1
2104677,2110609,0.3934273,2
2104677,2105401,0.12645496,1
2104677,2109908,0.72741735,5
2104677,1502400,0.13760108,1
2104677,2211001,0.6478113,4
2104677,2103208,0.0,1
2104677,2106755,0.42960668,2
2104677,1506609,0.7226789,5
2104677,2108454,0.7140933,5
2104677,2208007,0.0,1
2104677,2110104,0.1947826,1
2104677,2100832,0.18898472,1
2104677,2601102,0.0,1
2104677,2211308,0.027692303,1
2104677,1506559,0.5619202,3
2104677,2109809,1.0543826,11
2104677,2101004,0.3430549,2
2104677,2102606,0.33434248,2
2104677,2112902,0.15242012,1
2104677,2104305,0.8696004,7
2104677,2106201,0.56121,3
2104677,2102903,0.72064745,5
2104677,2304400,0.45295024,2
2104677,2605103,0.0,1
2104677,2101251,0.22499573,1
2104677,2114007,0.74031293,5
2104677,2103174,1.1177632,13
2104677,2108603,0.4516341,2
2104677,2105153,0.63244045,4
2106326,1501402,3.3352633,2164
2106326,2306306,0.45326462,2
2106326,2308401,0.59390295,3
2106326,2310308,1.0332725,10
2106326,2312908,1.5114691,32
2106326,2313401,1.1566883,14
