cod_mun_origem,cod_mun_destino,passageiros_rodov,passageiros_aereo,passageiros_total,prob_rodov,prob_aereo,prob_total
1100114,5221403,1.0,0.0,1.0,0.0007547169811320754,0.0,0.0007547169811320754
1100114,5300108,37.0,0.0,37.0,0.027924528301886794,0.0,0.027924528301886794
1100122,1200401,37.0,0.0,37.0,0.006661865322290242,0.0,0.0009072407620822401
1100122,3119401,9.0,0.0,9.0,0.0016204537270435723,0.0,0.00022068018537135572
1100122,3127701,184.0,0.0,184.0,0.03312927619733525,0.0,0.004511683789814384
1100122,3131307,288.0,0.0,288.0,0.05185451926539431,0.0,0.007061765931883383
1100122,3134202,60.0,0.0,60.0,0.010803024846957148,0.0,0.001471201235809038
1100122,3136207,238.0,0.0,238.0,0.042851998559596684,0.0,0.005835764902042517
1100122,3139607,211.0,0.0,211.0,0.03799063737846597,0.0,0.00517372434592845
1100122,3170107,87.0,0.0,87.0,0.015664386028087864,0.0,0.0021332417919231053
1100122,3170206,436.0,0.0,436.0,0.07850198055455528,0.0,0.010690728980212344
1100122,3503208,42.0,0.0,42.0,0.007562117392870004,0.0,0.0010298408650663267
1100122,3505500,86.0,0.0,86.0,0.015484335613971912,0.0,0.002108721771326288
1100122,3509502,674.0,87.0,761.0,0.12135397911415197,0.002469556331431491,0.018659735674177967
1100122,3543402,226.0,0.0,226.0,0.04069139359020526,0.0,0.00554152465488071
1100122,3550308,593.0,0.0,593.0,0.10676989557075982,0.0,0.01454037221391266
1100122,4104808,6.0,0.0,6.0,0.0010803024846957148,0.0,0.0001471201235809038
1100122,4106902,4.0,0.0,4.0,0.0007202016564638099,0.0,9.80800823872692e-05
1100122,4108809,1.0,0.0,1.0,0.00018005041411595248,0.0,2.45200205968173e-05
1100122,4113700,7.0,0.0,7.0,0.0012603528988116672,0.0,0.00017164014417772112
1100122,4115200,4.0,0.0,4.0,0.0007202016564638099,0.0,9.80800823872692e-05
1100122,4127700,1.0,0.0,1.0,0.00018005041411595248,0.0,2.45200205968173e-05
1100122,4204608,2.0,0.0,2.0,0.00036010082823190496,0.0,4.90400411936346e-05
1100122,4208203,2.0,0.0,2.0,0.00036010082823190496,0.0,4.90400411936346e-05
1100122,4209102,2.0,0.0,2.0,0.00036010082823190496,0.0,4.90400411936346e-05
1100122,5002704,8.0,165.0,173.0,0.0014404033129276198,0.004683641318232138,0.004241963563249393
1100122,5003702,4.0,0.0,4.0,0.0007202016564638099,0.0,9.80800823872692e-05
1100122,5100300,121.0,0.0,121.0,0.021786100108030247,0.0,0.0029669224922148933
1100122,5100409,573.0,0.0,573.0,0.10316888728844076,0.0,0.014049971801976313
1100122,5102504,64.0,0.0,64.0,0.011523226503420959,0.0,0.0015692813181963073
1100122,5102678,38.0,0.0,38.0,0.0068419157364061935,0.0,0.0009317607826790574
1100122,5103304,82.0,0.0,82.0,0.014764133957508103,0.0,0.0020106416889390188
1100122,5103403,639.0,0.0,639.0,0.11505221462009363,0.0,0.015668293161366257
1100122,5104807,3.0,0.0,3.0,0.0005401512423478574,0.0,7.35600617904519e-05
1100122,5106752,93.0,0.0,93.0,0.01674468851278358,0.0,0.002280361915504009
1100122,5107602,2.0,0.0,2.0,0.00036010082823190496,0.0,4.90400411936346e-05
1100122,5201108,30.0,0.0,30.0,0.005401512423478574,0.0,0.000735600617904519
1100122,5201702,9.0,0.0,9.0,0.0016204537270435723,0.0,0.00022068018537135572
1100122,5208707,437.0,0.0,437.0,0.07868203096867123,0.0,0.010715249000809161
1100122,5211909,121.0,0.0,121.0,0.021786100108030247,0.0,0.0029669224922148933
1100122,5218805,1.0,0.0,1.0,0.00018005041411595248,0.0,2.45200205968173e-05
1100122,5221403,9.0,0.0,9.0,0.0016204537270435723,0.0,0.00022068018537135572
1100122,5300108,120.0,0.0,120.0,0.021606049693914296,0.0,0.002942402471618076
1100155,1200401,11.0,0.0,11.0,0.00878594249201278,0.0,0.00878594249201278
1100155,3127701,204.0,0.0,204.0,0.16293929712460065,0.0,0.16293929712460065
1100155,3131307,93.0,0.0,93.0,0.0742811501597444,0.0,0.0742811501597444
1100155,3136207,148.0,0.0,148.0,0.1182108626198083,0.0,0.1182108626198083
1100155,3139607,244.0,0.0,244.0,0.19488817891373802,0.0,0.19488817891373802
1100155,3205309,1.0,0.0,1.0,0.0007987220447284345,0.0,0.0007987220447284345
1100155,4104303,2.0,0.0,2.0,0.001597444089456869,0.0,0.001597444089456869
1100155,4104808,1.0,0.0,1.0,0.0007987220447284345,0.0,0.0007987220447284345
1100155,4115200,1.0,0.0,1.0,0.0007987220447284345,0.0,0.0007987220447284345
1100155,5102504,27.0,0.0,27.0,0.02156549520766773,0.0,0.02156549520766773
1100155,5102678,22.0,0.0,22.0,0.01757188498402556,0.0,0.01757188498402556
1100155,5103304,33.0,0.0,33.0,0.026357827476038338,0.0,0.026357827476038338
1100155,5103403,156.0,0.0,156.0,0.12460063897763578,0.0,0.12460063897763578
1100155,5104807,2.0,0.0,2.0,0.001597444089456869,0.0,0.001597444089456869
1100155,5106752,35.0,0.0,35.0,0.027955271565495207,0.0,0.027955271565495207
1100155,5107602,1.0,0.0,1.0,0.0007987220447284345,0.0,0.0007987220447284345
1100155,5201108,12.0,0.0,12.0,0.009584664536741214,0.0,0.009584664536741214
1100155,5201702,13.0,0.0,13.0,0.010383386581469648,0.0,0.010383386581469648
1100155,5208707,204.0,0.0,204.0,0.16293929712460065,0.0,0.16293929712460065
1100155,5221403,4.0,0.0,4.0,0.003194888178913738,0.0,0.003194888178913738
1100155,5300108,38.0,0.0,38.0,0.03035143769968051,0.0,0.03035143769968051
1100189,1200401,13.0,0.0,13.0,0.0029782359679266894,0.0,0.0029782359679266894
1100189,3106200,3.0,0.0,3.0,0.0006872852233676976,0.0,0.0006872852233676976
1100189,3119401,3.0,0.0,3.0,0.0006872852233676976,0.0,0.0006872852233676976
1100189,3127701,104.0,0.0,104.0,0.023825887743413515,0.0,0.023825887743413515
1100189,3131307,125.0,0.0,125.0,0.0286368843069874,0.0,0.0286368843069874
1100189,3134202,38.0,0.0,38.0,0.00870561282932417,0.0,0.00870561282932417
1100189,3136207,56.0,0.0,56.0,0.012829324169530355,0.0,0.012829324169530355
1100189,3139607,193.0,0.0,193.0,0.04421534936998855,0.0,0.04421534936998855
1100189,3170107,46.0,0.0,46.0,0.010538373424971364,0.0,0.010538373424971364
1100189,3170206,226.0,0.0,226.0,0.05177548682703322,0.0,0.05177548682703322
1100189,3205309,2.0,0.0,2.0,0.0004581901489117984,0.0,0.0004581901489117984
1100189,3503208,19.0,0.0,19.0,0.004352806414662085,0.0,0.004352806414662085
1100189,3505500,29.0,0.0,29.0,0.0066437571592210766,0.0,0.0066437571592210766
1100189,3509502,264.0,0.0,264.0,0.06048109965635739,0.0,0.06048109965635739
1100189,3541406,1.0,0.0,1.0,0.0002290950744558992,0.0,0.0002290950744558992
1100189,3543402,108.0,0.0,108.0,0.024742268041237112,0.0,0.024742268041237112
1100189,3550308,311.0,0.0,311.0,0.07124856815578465,0.0,0.07124856815578465
1100189,4104303,1.0,0.0,1.0,0.0002290950744558992,0.0,0.0002290950744558992
1100189,4104808,5.0,0.0,5.0,0.001145475372279496,0.0,0.001145475372279496
1100189,4106902,2.0,0.0,2.0,0.0004581901489117984,0.0,0.0004581901489117984
1100189,4108809,1.0,0.0,1.0,0.0002290950744558992,0.0,0.0002290950744558992
1100189,4113700,1.0,0.0,1.0,0.0002290950744558992,0.0,0.0002290950744558992
1100189,4114609,1.0,0.0,1.0,0.0002290950744558992,0.0,0.0002290950744558992
1100189,4115200,2.0,0.0,2.0,0.0004581901489117984,0.0,0.0004581901489117984
1100189,4127700,2.0,0.0,2.0,0.0004581901489117984,0.0,0.0004581901489117984
1100189,4208203,3.0,0.0,3.0,0.0006872852233676976,0.0,0.0006872852233676976
1100189,4209409,1.0,0.0,1.0,0.0002290950744558992,0.0,0.0002290950744558992
1100189,5002704,3.0,0.0,3.0,0.0006872852233676976,0.0,0.0006872852233676976
1100189,5003702,3.0,0.0,3.0,0.0006872852233676976,0.0,0.0006872852233676976
1100189,5005681,1.0,0.0,1.0,0.0002290950744558992,0.0,0.0002290950744558992
1100189,5005707,4.0,0.0,4.0,0.0009163802978235968,0.0,0.0009163802978235968
1100189,5100300,3.0,0.0,3.0,0.0006872852233676976,0.0,0.0006872852233676976
1100189,5100409,307.0,0.0,307.0,0.07033218785796105,0.0,0.07033218785796105
1100189,5102504,121.0,0.0,121.0,0.0277205040091638,0.0,0.0277205040091638
1100189,5102678,127.0,0.0,127.0,0.0290950744558992,0.0,0.0290950744558992
1100189,5103304,141.0,0.0,141.0,0.03230240549828179,0.0,0.03230240549828179
1100189,5103403,1219.0,0.0,1219.0,0.27926689576174113,0.0,0.27926689576174113
1100189,5106752,170.0,0.0,170.0,0.038946162657502864,0.0,0.038946162657502864
1100189,5107602,8.0,0.0,8.0,0.0018327605956471936,0.0,0.0018327605956471936
1100189,5201108,34.0,0.0,34.0,0.007789232531500573,0.0,0.007789232531500573
1100189,5201702,40.0,0.0,40.0,0.009163802978235968,0.0,0.009163802978235968
1100189,5208707,444.0,0.0,444.0,0.10171821305841924,0.0,0.10171821305841924
1100189,5211909,72.0,0.0,72.0,0.016494845360824743,0.0,0.016494845360824743
1100189,5221403,6.0,0.0,6.0,0.0013745704467353953,0.0,0.0013745704467353953
1100189,5300108,102.0,0.0,102.0,0.02336769759450172,0.0,0.02336769759450172
1100205,1200401,473.0,4708.0,5181.0,0.017943173627707597,0.012801792468478169,0.013145675704477293
1100205,1300144,1160.0,0.0,1160.0,0.04400440044004401,0.0,0.002943251074540371
1100205,1301704,910.0,0.0,910.0,0.03452069344865521,0.0,0.002308929722268739
1100205,1302603,89.0,84487.0,84576.0,0.0033761996889344107,0.22973344101196158,0.21459345075890207
1100205,3106200,2.0,0.0,2.0,7.586965593111036e-05,0.0,5.074570818173053e-06
1100205,3119401,3.0,0.0,3.0,0.00011380448389666553,0.0,7.61185622725958e-06
1100205,3127701,102.0,0.0,102.0,0.003869352452486628,0.0,0.0002588031117268257
1100205,3131307,192.0,0.0,192.0,0.007283486969386594,0.0,0.0004871587985446131
1100205,3134202,70.0,0.0,70.0,0.0026554379575888624,0.0,0.00017760997863605686
1100205,3136207,166.0,0.0,166.0,0.0062971814422821595,0.0,0.0004211893779083634
1100205,3139607,103.0,0.0,103.0,0.003907287280452183,0.0,0.00026134039713591225
1100205,3170107,47.0,0.0,47.0,0.0017829369143810934,0.0,0.00011925241422706674
1100205,3170206,507.0,0.0,507.0,0.019232957778536473,0.0,0.001286403702406869
1100205,3201506,419.0,0.0,419.0,0.015894692917567618,0.0,0.0010631225864072547
1100205,3205309,3.0,0.0,3.0,0.00011380448389666553,0.0,7.61185622725958e-06
1100205,3503208,6.0,0.0,6.0,0.00022760896779333106,0.0,1.522371245451916e-05
1100205,3505500,21.0,0.0,21.0,0.0007966313872766587,0.0,5.328299359081705e-05
1100205,3509502,318.0,13856.0,14174.0,0.012063275293046545,0.037676643254722496,0.03596348338839243
1100205,3541406,3.0,0.0,3.0,0.00011380448389666553,0.0,7.61185622725958e-06
1100205,3543402,185.0,1.0,186.0,0.007017943173627707,2.7191572787761617e-06,0.0004719350860900939
1100205,3550308,1286.0,0.0,1286.0,0.04878418876370395,0.0,0.003262949036085273
1100205,4104303,1.0,0.0,1.0,3.793482796555518e-05,0.0,2.5372854090865267e-06
1100205,4104808,11.0,0.0,11.0,0.0004172831076211069,0.0,2.791013949995179e-05
1100205,4106902,7.0,0.0,7.0,0.0002655437957588862,0.0,1.7760997863605686e-05
1100205,4113700,5.0,0.0,5.0,0.00018967413982777588,0.0,1.2686427045432633e-05
1100205,4115200,3.0,0.0,3.0,0.00011380448389666553,0.0,7.61185622725958e-06
1100205,4202008,1.0,0.0,1.0,3.793482796555518e-05,0.0,2.5372854090865267e-06
1100205,4204608,2.0,0.0,2.0,7.586965593111036e-05,0.0,5.074570818173053e-06
1100205,4205407,1.0,0.0,1.0,3.793482796555518e-05,0.0,2.5372854090865267e-06
1100205,4208203,2.0,0.0,2.0,7.586965593111036e-05,0.0,5.074570818173053e-06
1100205,4300406,1028.0,0.0,1028.0,0.03899700314859072,0.0,0.0026083294005409493
1100205,4301073,57.0,0.0,57.0,0.002162285194036645,0.0,0.000144625268317932
1100205,4304614,2.0,0.0,2.0,7.586965593111036e-05,0.0,5.074570818173053e-06
1100205,4322400,393.0,0.0,393.0,0.014908387390463185,0.0,0.000997153165771005
1100205,5002704,9.0,0.0,9.0,0.0003414134516899966,0.0,2.2835568681778738e-05
1100205,5003306,1.0,0.0,1.0,3.793482796555518e-05,0.0,2.5372854090865267e-06
1100205,5003702,1.0,0.0,1.0,3.793482796555518e-05,0.0,2.5372854090865267e-06
1100205,5100300,1.0,0.0,1.0,3.793482796555518e-05,0.0,2.5372854090865267e-06
1100205,5100409,554.0,0.0,554.0,0.021015894692917567,0.0,0.0014056561166339357
1100205,5102504,280.0,0.0,280.0,0.01062175183035545,0.0,0.0007104399145442275
1100205,5102678,71.0,0.0,71.0,0.0026933727855544174,0.0,0.00018014726404514338
1100205,5103304,3262.0,0.0,3262.0,0.12374340882364099,0.0,0.00827662500444025
1100205,5103403,12585.0,0.0,12585.0,0.4774098099465119,0.0,0.03193173687335393
1100205,5104807,1.0,0.0,1.0,3.793482796555518e-05,0.0,2.5372854090865267e-06
1100205,5105622,1.0,0.0,1.0,3.793482796555518e-05,0.0,2.5372854090865267e-06
1100205,5106752,355.0,0.0,355.0,0.013466863927772087,0.0,0.0009007363202257169
1100205,5107602,14.0,0.0,14.0,0.0005310875915177724,0.0,3.552199572721137e-05
1100205,5201108,63.0,0.0,63.0,0.002389894161829976,0.0,0.00015984898077245116
1100205,5201702,10.0,0.0,10.0,0.00037934827965555175,0.0,2.5372854090865266e-05
1100205,5208707,1277.0,0.0,1277.0,0.04844277531201396,0.0,0.003240113467403494
1100205,5211909,98.0,0.0,98.0,0.0037176131406244073,0.0,0.0002486539700904796
1100205,5221403,6.0,0.0,6.0,0.00022760896779333106,0.0,1.522371245451916e-05
1100205,5300108,194.0,124629.0,124823.0,0.007359356625317704,0.33888585249659425,0.3167115766184075
1100254,1200401,7.0,0.0,7.0,0.03910614525139665,0.0,0.03910614525139665
1100254,3127701,21.0,0.0,21.0,0.11731843575418995,0.0,0.11731843575418995
1100254,3131307,6.0,0.0,6.0,0.0335195530726257,0.0,0.0335195530726257
1100254,3136207,19.0,0.0,19.0,0.10614525139664804,0.0,0.10614525139664804
1100254,3139607,13.0,0.0,13.0,0.07262569832402235,0.0,0.07262569832402235
1100254,3202454,2.0,0.0,2.0,0.0111731843575419,0.0,0.0111731843575419
1100254,4104808,3.0,0.0,3.0,0.01675977653631285,0.0,0.01675977653631285
1100254,5102504,8.0,0.0,8.0,0.0446927374301676,0.0,0.0446927374301676
1100254,5102678,5.0,0.0,5.0,0.027932960893854747,0.0,0.027932960893854747
1100254,5103304,8.0,0.0,8.0,0.0446927374301676,0.0,0.0446927374301676
1100254,5103403,36.0,0.0,36.0,0.2011173184357542,0.0,0.2011173184357542
1100254,5106752,7.0,0.0,7.0,0.03910614525139665,0.0,0.03910614525139665
1100254,5107602,1.0,0.0,1.0,0.00558659217877095,0.0,0.00558659217877095
1100254,5208707,37.0,0.0,37.0,0.20670391061452514,0.0,0.20670391061452514
1100254,5300108,6.0,0.0,6.0,0.0335195530726257,0.0,0.0335195530726257
1100304,1100205,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,1200401,10.0,0.0,10.0,0.0009187798603454612,0.0,0.0003251186683139346
1100304,3119401,3.0,0.0,3.0,0.0002756339581036384,0.0,9.753560049418038e-05
1100304,3127701,269.0,0.0,269.0,0.024715178243292907,0.0,0.008745692177644841
1100304,3131307,160.0,0.0,160.0,0.01470047776552738,0.0,0.005201898693022953
1100304,3134202,81.0,0.0,81.0,0.007442116868798236,0.0,0.00263346121334287
1100304,3136207,248.0,0.0,248.0,0.02278574053656744,0.0,0.008062942974185578
1100304,3139607,223.0,0.0,223.0,0.020488790885703784,0.0,0.007250146303400741
1100304,3170107,48.0,0.0,48.0,0.004410143329658214,0.0,0.001560569607906886
1100304,3170206,342.0,0.0,342.0,0.031422271223814774,0.0,0.011119058456336563
1100304,3205309,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,3503208,29.0,0.0,29.0,0.0026644615950018376,0.0,0.0009428441381104103
1100304,3505500,66.0,0.0,66.0,0.006063947078280044,0.0,0.0021457832108719684
1100304,3509502,257.0,0.0,257.0,0.023612642410878352,0.0,0.008355549775668119
1100304,3541406,2.0,0.0,2.0,0.00018375597206909226,0.0,6.502373366278691e-05
1100304,3543402,111.0,0.0,111.0,0.010198456449834619,0.0,0.003608817218284674
1100304,3550308,587.0,0.0,587.0,0.053932377802278574,0.0,0.01908446583002796
1100304,4104303,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,4104808,7.0,0.0,7.0,0.0006431459022418228,0.0,0.0002275830678197542
1100304,4106902,3.0,0.0,3.0,0.0002756339581036384,0.0,9.753560049418038e-05
1100304,4113700,2.0,0.0,2.0,0.00018375597206909226,0.0,6.502373366278691e-05
1100304,4115200,3.0,0.0,3.0,0.0002756339581036384,0.0,9.753560049418038e-05
1100304,4119905,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,4127700,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,4205407,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,4209102,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,5002704,5.0,47.0,52.0,0.0004593899301727306,0.002364898862835866,0.0016906170752324597
1100304,5003702,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,5100300,20.0,0.0,20.0,0.0018375597206909224,0.0,0.0006502373366278691
1100304,5100409,383.0,0.0,383.0,0.03518926865123116,0.0,0.012452044996423694
1100304,5102504,629.0,0.0,629.0,0.05779125321572951,0.0,0.020449964236946484
1100304,5102678,62.0,0.0,62.0,0.00569643513414186,0.0,0.0020157357435463944
1100304,5103304,904.0,0.0,904.0,0.0830576993752297,0.0,0.029390727615579686
1100304,5103403,4628.0,0.0,4628.0,0.4252113193678795,0.0,0.15046491969568893
1100304,5106752,1110.0,0.0,1110.0,0.1019845644983462,0.0,0.03608817218284674
1100304,5201108,25.0,0.0,25.0,0.002296949650863653,0.0,0.0008127966707848365
1100304,5201702,42.0,0.0,42.0,0.003858875413450937,0.0,0.0013654984069185253
1100304,5208707,456.0,0.0,456.0,0.04189636163175303,0.0,0.014825411275115417
1100304,5211909,59.0,0.0,59.0,0.005420801176038222,0.0,0.001918200143052214
1100304,5218805,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,5219407,1.0,0.0,1.0,9.187798603454613e-05,0.0,3.2511866831393456e-05
1100304,5221403,12.0,0.0,12.0,0.0011025358324145535,0.0,0.0003901424019767215
1100304,5300108,88.0,0.0,88.0,0.00808526277104006,0.0,0.0028610442811626245
1101104,5108402,8.0,0.0,8.0,0.7272727272727273,0.0,0.7272727272727273
1101104,5208707,2.0,0.0,2.0,0.18181818181818182,0.0,0.18181818181818182
1101104,5300108,1.0,0.0,1.0,0.09090909090909091,0.0,0.09090909090909091
1200054,1200351,23.0,0.0,23.0,0.5111111111111111,0.0,0.5111111111111111
1200054,1600154,1.0,0.0,1.0,0.022222222222222223,0.0,0.022222222222222223
1200054,1600303,6.0,0.0,6.0,0.13333333333333333,0.0,0.13333333333333333
