cod_origem,cod_destino,passageiros_rodov,passageiros_aereo,passageiros_total,prob_rodov,prob_aereo,prob_total
3553708,3540002,75.0,0.0,75.0,0.0033542039355992843,0.0,0.0033542039355992843
3553708,3541406,104.0,0.0,104.0,0.004651162790697674,0.0,0.004651162790697674
3553708,3543402,3105.0,0.0,3105.0,0.13886404293381038,0.0,0.13886404293381038
3553708,3543907,196.0,0.0,196.0,0.008765652951699463,0.0,0.008765652951699463
3553708,3545605,1911.0,0.0,1911.0,0.08546511627906976,0.0,0.08546511627906976
3553708,3548906,235.0,0.0,235.0,0.01050983899821109,0.0,0.01050983899821109
3553708,3549805,1340.0,0.0,1340.0,0.05992844364937388,0.0,0.05992844364937388
3553708,3550308,2143.0,0.0,2143.0,0.09584078711985689,0.0,0.09584078711985689
3553708,3555000,128.0,0.0,128.0,0.005724508050089445,0.0,0.005724508050089445
3553708,3556305,24.0,0.0,24.0,0.001073345259391771,0.0,0.001073345259391771
3553708,4113700,556.0,0.0,556.0,0.024865831842576028,0.0,0.024865831842576028
3553807,3522307,44.0,0.0,44.0,0.013321223130487435,0.0,0.013321223130487435
3553807,3550308,2260.0,0.0,2260.0,0.6842264607932182,0.0,0.6842264607932182
3553807,3552205,399.0,0.0,399.0,0.12079927338782924,0.0,0.12079927338782924
3553856,3510203,45.0,0.0,45.0,0.12534818941504178,0.0,0.12534818941504178
3553856,3522307,8.0,0.0,8.0,0.022284122562674095,0.0,0.022284122562674095
3553856,3550308,35.0,0.0,35.0,0.09749303621169916,0.0,0.09749303621169916
3553856,3552205,65.0,0.0,65.0,0.181058495821727,0.0,0.181058495821727
3553856,4119905,22.0,0.0,22.0,0.06128133704735376,0.0,0.06128133704735376
3553955,4113700,6.0,0.0,6.0,0.009345794392523364,0.0,0.009345794392523364
3554003,3506003,561.0,0.0,561.0,0.009585155822854019,0.0,0.009585155822854019
3554003,3507001,5420.0,0.0,5420.0,0.09260524876981957,0.0,0.09260524876981957
3554003,3509502,6045.0,0.0,6045.0,0.10328389830508475,0.0,0.10328389830508475
3554003,3510203,97.0,0.0,97.0,0.0016573264078731547,0.0,0.0016573264078731547
3554003,3511508,325.0,0.0,325.0,0.005552897758337889,0.0,0.005552897758337889
3554003,3522307,1589.0,0.0,1589.0,0.027149398578458175,0.0,0.027149398578458175
3554003,3523909,1343.0,0.0,1343.0,0.022946282121377802,0.0,0.022946282121377802
3554003,3529005,126.0,0.0,126.0,0.002152815746309459,0.0,0.002152815746309459
3554003,3538709,3357.0,0.0,3357.0,0.057357162383816294,0.0,0.057357162383816294
3554003,3550308,22401.0,0.0,22401.0,0.3827398851831602,0.0,0.3827398851831602
3554003,3552205,3686.0,0.0,3686.0,0.06297840349917988,0.0,0.06297840349917988
3554003,4106902,1718.0,0.0,1718.0,0.029353471842536904,0.0,0.029353471842536904
3554003,4119905,164.0,0.0,164.0,0.0028020776380535814,0.0,0.0028020776380535814
3554102,2203909,26.0,0.0,26.0,0.001099040453142833,0.0,0.001099040453142833
3554102,2208007,7.0,0.0,7.0,0.00029589550661537813,0.0,0.00029589550661537813
3554102,2211001,2.0,0.0,2.0,8.454157331867947e-05,0.0,8.454157331867947e-05
3554102,2304400,5.0,0.0,5.0,0.00021135393329669864,0.0,0.00021135393329669864
3554102,2307304,19.0,0.0,19.0,0.0008031449465274548,0.0,0.0008031449465274548
3554102,2312908,2.0,0.0,2.0,8.454157331867947e-05,0.0,8.454157331867947e-05
3554102,2504009,34.0,0.0,34.0,0.001437206746417551,0.0,0.001437206746417551
3554102,2506301,2.0,0.0,2.0,8.454157331867947e-05,0.0,8.454157331867947e-05
