id,cod_mun_a,cod_mun_b,freq_saida_2016
52099525218508,5209952,5218508,0.0
29110063303708,2911006,3303708,0.0
15014511506807,1501451,1506807,0.0
17004001721000,1700400,1721000,0.0
17166041720853,1716604,1720853,0.0
22107062609907,2210706,2609907,0.0
23001502301208,2300150,2301208,0.0
24066012408102,2406601,2408102,0.0
26003022605004,2600302,2605004,0.0
26042052610004,2604205,2610004,0.0
26052022616407,2605202,2616407,0.0
26059052611903,2605905,2611903,0.0
26062002615300,2606200,2615300,0.0
26106082615508,2610608,2615508,0.0
26118042611903,2611804,2611903,0.0
28003082806503,2800308,2806503,0.0
28036092807204,2803609,2807204,0.0
29022522905602,2902252,2905602,0.0
29022522918555,2902252,2918555,0.0
29048032933307,2904803,2933307,0.0
35038023524709,3503802,3524709,0.0
35040083513306,3504008,3513306,0.0
41024064111001,4102406,4111001,0.0
41065714107207,4106571,4107207,0.0
41077364119905,4107736,4119905,0.0
41101024111407,4110102,4111407,0.0
41118034121802,4111803,4121802,0.0
52011085215405,5201108,5215405,0.0
23003092302404,2300309,2302404,0.0
13026031503002,1302603,1503002,8.5
23020082311108,2302008,2311108,0.0
41208534127700,4120853,4127700,0.0
31062003153905,3106200,3153905,0.0
31242033202306,3124203,3202306,0.0
23054072604304,2305407,2604304,0.0
23058032306306,2305803,2306306,0.0
35317043549904,3531704,3549904,0.0
35391033550605,3539103,3550605,0.0
23077002309102,2307700,2309102,0.0
35016083520509,3501608,3520509,0.0
23042362304509,2304236,2304509,0.0
29082002908309,2908200,2908309,0.0
35285023532405,3528502,3532405,0.0
29121033544301,2912103,3544301,0.0
35289083529203,3528908,3529203,0.0
29110063549904,2911006,3549904,0.0
29110063138401,2911006,3138401,0.0
15068071600279,1506807,1600279,5.5
23073042310605,2307304,2310605,0.0
29230502930766,2923050,2930766,0.0
35052033506003,3505203,3506003,0.0
29068242907707,2906824,2907707,0.0
23042022305704,2304202,2305704,0.0
23071062311108,2307106,2311108,0.0
23069002310803,2306900,2310803,0.0
35084053525904,3508405,3525904,0.0
35325043532702,3532504,3532702,0.0
23069002412500,2306900,2412500,0.0
35002043555356,3500204,3555356,0.0
35281063531407,3528106,3531407,0.0
23031052312601,2303105,2312601,0.0
51086005220108,5108600,5220108,0.0
43187054320107,4318705,4320107,0.0
23050012313757,2305001,2313757,0.0
13026031303007,1302603,1303007,5.5
13044011507979,1304401,1507979,2.0
23050012313609,2305001,2313609,0.0
31448053154804,3144805,3154804,0.0
35252013525904,3525201,3525904,0.0
15081001705508,1508100,1705508,0.0
23073042311108,2307304,2311108,0.0
23076012401453,2307601,2401453,0.0
35057083539103,3505708,3539103,0.0
24089042507705,2408904,2507705,0.0
35021013506201,3502101,3506201,0.0
35013013541505,3501301,3541505,0.0
42020084204608,4202008,4204608,0.0
13026031506807,1302603,1506807,17.0
29011552914604,2901155,2914604,0.0
23050012312601,2305001,2312601,0.0
35398063546801,3539806,3546801,0.0
27024053550308,2702405,3550308,0.0
23058032313757,2305803,2313757,0.0
23043502308005,2304350,2308005,0.0
52117015215702,5211701,5215702,0.0
12001381200401,1200138,1200401,0.0
13026031302900,1302603,1302900,18.0
13034031506807,1303403,1506807,22.5
21021012206100,2102101,2206100,0.0
23018022302008,2301802,2302008,0.0
23065532312601,2306553,2312601,0.0
24075002408102,2407500,2408102,0.0
25170012608909,2517001,2608909,0.0
29018092905107,2901809,2905107,0.0
29056022918555,2905602,2918555,0.0
29106022923100,2910602,2923100,0.0
29165002923100,2916500,2923100,0.0
29199002924009,2919900,2924009,0.0
29218072925709,2921807,2925709,0.0
41244005100201,4124400,5100201,0.0
23003092307403,2300309,2307403,0.0
41235014125456,4123501,4125456,0.0
29121033303708,2912103,3303708,0.0
23043502313955,2304350,2313955,0.0
23050012310951,2305001,2310951,0.0
23054072307106,2305407,2307106,0.0
35060033546405,3506003,3546405,0.0
35248083540408,3524808,3540408,0.0
23042362305803,2304236,2305803,0.0
35572044121802,3557204,4121802,0.0
23019012306900,2301901,2306900,0.0
23049052311702,2304905,2311702,0.0
51033535217203,5103353,5217203,0.0
17095002104206,1709500,2104206,0.0
28003082806602,2800308,2806602,0.0
29051562925105,2905156,2925105,0.0
35114093533809,3511409,3533809,0.0
29165002927002,2916500,2927002,0.0
17095002103505,1709500,2103505,0.0
11002051303304,1100205,1303304,16.0
23042362313757,2304236,2313757,0.0
23042362306306,2304236,2306306,0.0
31275033127701,3127503,3127701,0.0
35128033519055,3512803,3519055,0.0
41048084113452,4104808,4113452,0.0
23043502311702,2304350,2311702,0.0
22100033170206,2210003,3170206,0.0
35304093549805,3530409,3549805,0.0
23049052312601,2304905,2312601,0.0
23063062310951,2306306,2310951,0.0
42020084218707,4202008,4218707,0.0
42025374319703,4202537,4319703,0.0
29036072910602,2903607,2910602,0.0
35043053508801,3504305,3508801,0.0
23073042307601,2307304,2307601,0.0
41128014128500,4112801,4128500,0.0
23042022311306,2304202,2311306,0.0
33024033305901,3302403,3305901,0.0
52117015221403,5211701,5221403,0.0
42090034210100,4209003,4210100,0.0
23042362312601,2304236,2312601,0.0
29011552917508,2901155,2917508,0.0
22043032211605,2204303,2211605,0.0
23007542308377,2300754,2308377,0.0
23014062305100,2301406,2305100,0.0
23026022307809,2302602,2307809,0.0
23028002303006,2302800,2303006,0.0
23038082304202,2303808,2304202,0.0
23042512313559,2304251,2313559,0.0
23065532313757,2306553,2313757,0.0
23071062310605,2307106,2310605,0.0
23072052310605,2307205,2310605,0.0
23078092308906,2307809,2308906,0.0
23085002311900,2308500,2311900,0.0
25006012507507,2500601,2507507,0.0
25082082515609,2508208,2515609,0.0
26015082608701,2601508,2608701,0.0
26165062701357,2616506,2701357,0.0
28003082803708,2800308,2803708,0.0
28003082807006,2800308,2807006,0.0
29016012909208,2901601,2909208,0.0
29027082921609,2902708,2921609,0.0
29054042922607,2905404,2922607,0.0
29082002909802,2908200,2909802,0.0
29161042927408,2916104,2927408,228.0
35037033511102,3503703,3511102,0.0
35061023553104,3506102,3553104,0.0
35091063547700,3509106,3547700,0.0
35130093550605,3513009,3550605,0.0
35205093525904,3520509,3525904,0.0
42084014314498,4208401,4314498,21.0
52051095208509,5205109,5208509,0.0
52159005220108,5215900,5220108,0.0
23042362306108,2304236,2306108,0.0
35062013526506,3506201,3526506,0.0
42106054218004,4210605,4218004,0.0
29185552929354,2918555,2929354,0.0
23134012314003,2313401,2314003,0.0
15018081505908,1501808,1505908,1.0
31471053149804,3147105,3149804,0.0
23118012604304,2311801,2604304,0.0
51034035103502,5103403,5103502,0.0
15067081700707,1506708,1700707,0.0
23057042308104,2305704,2308104,0.0
23109512313757,2310951,2313757,0.0
43008774321204,4300877,4321204,0.0
23045092312304,2304509,2312304,0.0
23019012310605,2301901,2310605,0.0
23111082311801,2311108,2311801,0.0
23024042307304,2302404,2307304,0.0
23023052302602,2302305,2302602,0.0
23043502313906,2304350,2313906,0.0
23003092307635,2300309,2307635,0.0
33020073303609,3302007,3303609,0.0
23042022307601,2304202,2307601,0.0
35176043522406,3517604,3522406,0.0
23050012306108,2305001,2306108,0.0
26007082610608,2600708,2610608,0.0
29173002924678,2917300,2924678,0.0
35100053534708,3510005,3534708,0.0
23043502314102,2304350,2314102,0.0
23085002314102,2308500,2314102,0.0
23043012311405,2304301,2311405,0.0
11001225101803,1100122,5101803,0.0
29270022930501,2927002,2930501,0.0
23076012412500,2307601,2412500,0.0
23017032304202,2301703,2304202,0.0
23044002309706,2304400,2309706,0.0
24026002408102,2402600,2408102,0.0
35101534121802,3510153,4121802,0.0
29056023303302,2905602,3303302,0.0
23073042311306,2307304,2311306,0.0
23058032312601,2305803,2312601,0.0
23042022309607,2304202,2309607,0.0
35088013541109,3508801,3541109,0.0
51067785107180,5106778,5107180,0.0
23019012311108,2301901,2311108,0.0
23021072311603,2302107,2311603,0.0
23033032305506,2303303,2305506,0.0
23076012311504,2307601,2311504,0.0
41112094118501,4111209,4118501,0.0
29012052910727,2901205,2910727,0.0
23023052313559,2302305,2313559,0.0
23043012309607,2304301,2309607,0.0
23069002604304,2306900,2604304,0.0
23049052313955,2304905,2313955,0.0
23131042412500,2313104,2412500,0.0
23072542313559,2307254,2313559,0.0
29036072927002,2903607,2927002,0.0
23031052304905,2303105,2304905,0.0
31516023512100,3151602,3512100,0.0
35092053550308,3509205,3550308,0.0
41023074106902,4102307,4106902,0.0
35062013532108,3506201,3532108,0.0
35040083517000,3504008,3517000,0.0
23113062314003,2311306,2314003,0.0
23020082309201,2302008,2309201,0.0
23019012307601,2301901,2307601,0.0
23033032308500,2303303,2308500,0.0
26049082616407,2604908,2616407,0.0
41223054208609,4122305,4208609,0.0
23043502313401,2304350,2313401,0.0
35111023533908,3511102,3533908,0.0
23109512312601,2310951,2312601,0.0
23031052313757,2303105,2313757,0.0
35205093531803,3520509,3531803,0.0
35205093556701,3520509,3556701,0.0
43051084314035,4305108,4314035,0.0
23085002313401,2308500,2313401,0.0
29020052910727,2902005,2910727,0.0
23058032313609,2305803,2313609,0.0
23140032314102,2314003,2314102,0.0
11002881100908,1100288,1100908,0.0
12001791200450,1200179,1200450,0.0
13006311302603,1300631,1302603,24.0
13019021505106,1301902,1505106,4.5
14001591400407,1400159,1400407,0.0
15002061501402,1500206,1501402,6.0
15004041503903,1500404,1503903,8.0
15005031501808,1500503,1501808,7.0
15007011501808,1500701,1501808,6.0
15014021507003,1501402,1507003,0.0
15022021507474,1502202,1507474,0.0
15031011504802,1503101,1504802,17.0
15068071600808,1506807,1600808,5.5
16006001600808,1600600,1600808,4.5
17038422101400,1703842,2101400,0.0
21008082100907,2100808,2100907,0.0
21009072102101,2100907,2102101,0.0
21032082110609,2103208,2110609,0.0
21101042112704,2110104,2112704,0.0
21125062205706,2112506,2205706,0.0
22041542601102,2204154,2601102,0.0
22046592207702,2204659,2207702,0.0
22055572211100,2205557,2211100,0.0
22078012208650,2207801,2208650,0.0
22080072310308,2208007,2310308,0.0
22105085300108,2210508,5300108,0.0
23078092313559,2307809,2313559,0.0
23115042401453,2311504,2401453,0.0
24026002408953,2402600,2408953,0.0
25141072515203,2514107,2515203,0.0
25170012608453,2517001,2608453,0.0
25170012614501,2517001,2614501,0.0
26009062611408,2600906,2611408,0.0
26010522604007,2601052,2604007,0.0
26013002603504,2601300,2603504,0.0
26026052608008,2602605,2608008,0.0
26034542610608,2603454,2610608,0.0
26034542616308,2603454,2616308,0.0
26040072605400,2604007,2605400,0.0
26042052605004,2604205,2605004,0.0
26118042612000,2611804,2612000,0.0
26134042703601,2613404,2703601,0.0
27005082704302,2700508,2704302,0.0
27050023550308,2705002,3550308,0.0
27092022802403,2709202,2802403,2.0
28005062804201,2800506,2804201,0.0
28005062805604,2800506,2805604,0.0
28029082803708,2802908,2803708,0.0
28029082924207,2802908,2924207,0.0
29032012928406,2903201,2928406,0.0
29039042917359,2903904,2917359,0.0
29047532905909,2904753,2905909,0.0
29047532924405,2904753,2924405,0.0
29087052919959,2908705,2919959,0.0
29087052925709,2908705,2925709,0.0
29089032910800,2908903,2910800,0.0
29092082918100,2909208,2918100,0.0
29108592930105,2910859,2930105,0.0
29264002930154,2926400,2930154,0.0
31026053549102,3102605,3549102,0.0
31243023550308,3124302,3550308,0.0
31446563550308,3144656,3550308,0.0
31465523152204,3146552,3152204,0.0
35052033536703,3505203,3536703,0.0
35060033515194,3506003,3515194,0.0
35095023519055,3509502,3519055,0.0
35110035008305,3511003,5008305,0.0
35190063534104,3519006,3534104,0.0
35232064128633,3523206,4128633,0.0
41013094125605,4101309,4125605,0.0
41026044103156,4102604,4103156,0.0
41055084112405,4105508,4112405,0.0
41169014118402,4116901,4118402,0.0
41251004125605,4125100,4125605,0.0
43187055300108,4318705,5300108,0.0
52117015220108,5211701,5220108,0.0
23054072311207,2305407,2311207,0.0
35013013509106,3501301,3509106,0.0
23027013170206,2302701,3170206,0.0
31246093172103,3124609,3172103,0.0
11001145210208,1100114,5210208,0.0
35406063552205,3540606,3552205,0.0
23019012305407,2301901,2305407,0.0
23073042309607,2307304,2309607,0.0
35062013517802,3506201,3517802,0.0
51031065203807,5103106,5203807,0.0
23026022310506,2302602,2310506,0.0
29040502905305,2904050,2905305,0.0
23019012311801,2301901,2311801,0.0
51056225108402,5105622,5108402,0.0
23044002310951,2304400,2310951,0.0
29180013550308,2918001,3550308,0.0
23044002308104,2304400,2308104,0.0
23025032304202,2302503,2304202,0.0
29083092929305,2908309,2929305,0.0
29046052910727,2904605,2910727,0.0
51073545107883,5107354,5107883,0.0
29146042917508,2914604,2917508,0.0
35284033552205,3528403,3552205,0.0
29172012921906,2917201,2921906,0.0
42025374307203,4202537,4307203,0.0
23063062311702,2306306,2311702,0.0
23024042304202,2302404,2304202,0.0
23076352314003,2307635,2314003,0.0
31260003136652,3126000,3136652,0.0
23085002313609,2308500,2313609,0.0
23073042307635,2307304,2307635,0.0
15038041705508,1503804,1705508,0.0
23063062313955,2306306,2313955,0.0
29194052924702,2919405,2924702,0.0
31067053109006,3106705,3109006,0.0
29035082919405,2903508,2919405,0.0
35081083525706,3508108,3525706,0.0
23020572312908,2302057,2312908,0.0
23008042308500,2300804,2308500,0.0
23033032311900,2303303,2311900,0.0
23053082314003,2305308,2314003,0.0
23054072307205,2305407,2307205,0.0
29106022930501,2910602,2930501,0.0
23117022312601,2311702,2312601,0.0
24057022516102,2405702,2516102,0.0
23058032307304,2305803,2307304,0.0
29032012933455,2903201,2933455,0.0
29054042931202,2905404,2931202,0.0
35403093553401,3540309,3553401,0.0
35538073554201,3553807,3554201,0.0
41134034126405,4113403,4126405,0.0
41149064122107,4114906,4122107,0.0
43026594312401,4302659,4312401,0.0
