cod_mun_origem,cod_mun_destino,total_passagens_2019,total_passagens_2020,tempo_medio_2019,tempo_medio_2020
4108304,3136702,199.0,,-2,
4205407,3127701,198.0,,-2,
5103403,2304251,198.0,,-2,
5107909,2408102,198.0,,-2,
1721000,2913606,198.0,,-2,
1721000,1506807,197.0,123.0,-2,-2
3136702,4209102,197.0,,-2,
1304203,3304557,197.0,,-2,
5101803,4314902,196.0,,-2,
4209102,2913606,196.0,,-2,
2931350,5208707,196.0,,-2,
1600303,2105302,195.0,,-2,
2211001,3136702,195.0,,-2,
1100304,4205407,195.0,,-2,
2927408,5003702,194.0,,-2,
5002704,4316907,193.0,,-2,
2800308,5107909,193.0,,-2,
3170206,5003702,193.0,,-2,
3170206,2504009,192.0,,-2,
1302603,4208807,192.0,,-2,
5208707,2903201,192.0,,-2,
4113700,4209102,191.0,,-2,
5107909,1721000,191.0,,-2,
3106200,4322400,191.0,,-2,
3543402,2504009,191.0,,-2,
5107909,1501402,191.0,,-2,
3543402,4314407,190.0,,-2,
2925303,4104808,190.0,,-2,
4106902,4317509,190.0,,-2,
1302603,5107909,190.0,,-2,
3549805,1506807,190.0,,-2,
2611101,2111300,189.0,79.0,-2,-2
4108304,1505536,189.0,,-2,
3506003,2800308,189.0,,-2,
4104808,1506807,189.0,,-2,
5100250,4104808,189.0,,-2,
4104808,4208203,189.0,,-2,
4108304,1100049,189.0,,-2,
1600303,4209102,188.0,,-2,
2304251,5103403,188.0,,-2,
4209102,3136702,187.0,,-2,
4305108,2925303,187.0,,-2,
5208707,2931350,187.0,,-2,
2800308,3506003,187.0,,-2,
4208203,1100122,187.0,,-2,
2931350,3543402,186.0,,-2,
5008305,2611606,186.0,,-2,
4104808,3549805,186.0,,-2,
3127701,2927408,186.0,,-2,
3550308,1304062,186.0,,-2,
2307304,2507507,185.0,61.0,-2,-2
4314407,4113700,185.0,,-2,
3506003,4108304,185.0,,-2,
1302603,1505536,185.0,,-2,
2611606,2931350,185.0,,-2,
3541406,4209102,184.0,,-2,
4314407,3543402,184.0,,-2,
1100205,1304203,184.0,,-2,
1506807,2105302,184.0,,-2,
5003207,3205309,184.0,,-2,
2304251,5002704,184.0,,-2,
4305108,2504009,183.0,,-2,
5204508,4205407,183.0,,-2,
2925303,4305108,183.0,,-2,
3127701,3170206,183.0,,-2,
4108304,1100304,183.0,,-2,
2611606,5100250,183.0,,-2,
1100122,4208203,183.0,,-2,
1500602,3170206,182.0,104.0,-2,-2
1400100,1200401,182.0,132.0,-2,-2
2111300,3143302,181.0,128.0,-2,-2
2704302,5218805,181.0,,-2,
2931350,2611606,181.0,,-2,
3506003,2507507,181.0,,-2,
5300108,5008305,181.0,,-2,
4314407,2611606,181.0,,-2,
1600303,2307304,180.0,69.0,-2,-2
1504208,4209102,180.0,,-2,
2507507,3170107,180.0,,-2,
2611101,4209102,180.0,,-2,
1100205,3136702,180.0,,-2,
2408102,3502804,180.0,,-2,
4209102,4113700,179.0,,-2,
4104808,1600303,179.0,,-2,
4208203,5218805,179.0,,-2,
1400100,4314100,179.0,,-2,
5003702,3170206,179.0,,-2,
3205309,4119905,178.0,,-2,
3170107,3143302,178.0,,-2,
2105302,1506807,178.0,,-2,
3205309,5003207,178.0,,-2,
4208203,4104808,178.0,,-2,
3170107,2304400,178.0,,-2,
1721000,5107909,178.0,,-2,
5100250,4205407,178.0,,-2,
1200401,1400100,177.0,145.0,-2,-2
3170701,5208707,177.0,,-2,
3543402,2931350,177.0,,-2,
2913606,2800308,177.0,,-2,
2111300,2933307,177.0,,-2,
2304400,3170107,177.0,,-2,
4104808,5100250,177.0,,-2,
5218805,3543402,177.0,,-2,
2927408,5008305,177.0,,-2,
2925303,2704302,177.0,,-2,
1304062,5300108,177.0,,-2,
4208203,1100049,177.0,,-2,
2111300,5107909,176.0,,-2,
2919306,3304557,176.0,,-2,
2507507,2913606,176.0,,-2,
1505536,3170206,176.0,,-2,
3170206,1500602,175.0,105.0,-2,-2
2927408,3170701,175.0,,-2,
3541406,3543402,175.0,,-2,
2913606,1721000,175.0,,-2,
3170206,1505536,175.0,,-2,
5003702,2927408,175.0,,-2,
1721000,3143302,174.0,102.0,-2,-2
5218805,4314100,174.0,,-2,
5107909,2211001,174.0,,-2,
1400100,1304062,174.0,,-2,
4314407,3205309,173.0,,-2,
2913606,4209102,173.0,,-2,
1100122,2507507,173.0,,-2,
1505536,5002704,173.0,,-2,
1200401,2913606,173.0,,-2,
3502804,2408102,173.0,,-2,
2111300,2611101,172.0,89.0,-2,-2
5208707,3170107,172.0,,-2,
2932903,3550308,172.0,,-2,
5218805,2704302,171.0,,-2,
2704302,1200203,171.0,,-2,
3170107,1501402,171.0,,-2,
4106902,1200203,171.0,,-2,
2307304,1501402,170.0,349.0,-2,-2
3143302,1100205,170.0,68.0,-2,-2
2504009,2800308,170.0,,-2,
2903201,5208707,170.0,,-2,
2111300,3170107,170.0,,-2,
3170107,2111300,170.0,,-2,
4104808,1400100,170.0,,-2,
1200203,2704302,169.0,,-2,
3170701,2927408,169.0,,-2,
4104808,2925303,169.0,,-2,
3543402,4305108,169.0,,-2,
3543402,5218805,169.0,,-2,
2507507,2307304,168.0,46.0,-2,-2
1100205,3143302,168.0,73.0,-2,-2
2903201,2611101,168.0,,-2,
2903201,5002704,168.0,,-2,
1100049,2507507,168.0,,-2,
1302603,3502804,168.0,,-2,
3541406,2933307,167.0,,-2,
2507507,1100049,167.0,,-2,
5107909,2800308,167.0,,-2,
4108304,2504009,167.0,,-2,
4113700,4314407,166.0,,-2,
4314902,5101803,166.0,,-2,
1504208,4104808,166.0,,-2,
4113700,2605459,166.0,,-2,
2903201,3170206,166.0,,-2,
4305108,3502804,165.0,,-2,
5103403,2408003,165.0,,-2,
5002704,4104808,165.0,,-2,
2611101,4113700,165.0,,-2,
1304062,4314902,165.0,,-2,
4204202,1400100,165.0,,-2,
3502804,1721000,165.0,,-2,
3502804,1302603,165.0,,-2,
2211001,5107909,165.0,,-2,
2307304,2800308,164.0,82.0,-2,-2
3106200,3104007,164.0,,67,
4209102,3541406,164.0,,-2,
3143302,3170107,164.0,,-2,
2800308,2504009,164.0,,-2,
4104808,1504208,164.0,,-2,
2925303,2800308,164.0,,-2,
2605459,4113700,164.0,,-2,
1501402,3170107,164.0,,-2,
5218805,4208203,164.0,,-2,
5107909,3529005,164.0,,-2,
1100205,3502804,164.0,,-2,
5107909,2111300,163.0,,-2,
3170107,1721000,163.0,,-2,
1100049,4209102,163.0,,-2,
4314407,5300108,163.0,,-2,
1200203,4106902,163.0,,-2,
1501402,2307304,162.0,348.0,-2,-2
4119905,3205309,162.0,,-2,
4209102,2611101,162.0,,-2,
4208203,3127701,162.0,,-2,
4322400,3106200,162.0,,-2,
5107909,1302603,162.0,,-2,
5003702,2304400,162.0,,-2,
3543402,1100049,162.0,,-2,
4119905,5002704,161.0,,-2,
5002704,4314407,161.0,,-2,
2304400,3127701,161.0,,-2,
2211001,2105302,161.0,,-2,
1100049,4208203,161.0,,-2,
4314902,4119905,160.0,,-2,
3170107,2507507,160.0,,-2,
4106902,2931350,160.0,,-2,
4305108,3543402,160.0,,-2,
2800308,2307304,159.0,73.0,-2,-2
2307304,1600303,159.0,75.0,-2,-2
4104808,5002704,159.0,,-2,
3136702,1100205,159.0,,-2,
2605459,1400100,158.0,126.0,-2,-2
1400100,2605459,158.0,129.0,-2,-2
3136702,2211001,158.0,,-2,
3506003,4209102,158.0,,-2,
2913606,2507507,158.0,,-2,
5100250,2611606,158.0,,-2,
3502804,5107909,158.0,,-2,
4108304,4209102,157.0,,-2,
1304203,1100205,157.0,,-2,
5204508,4208203,157.0,,-2,
2704302,5008305,157.0,,-2,
2800308,3502804,157.0,,-2,
2931350,4314902,157.0,,-2,
4113700,2611101,157.0,,-2,
5100250,4108304,157.0,,-2,
3104007,3106200,156.0,,69,
2933307,3541406,156.0,,-2,
1505536,4115200,156.0,,-2,
5101803,3543402,156.0,,-2,
4205407,5204508,156.0,,-2,
3541406,3170206,156.0,,-2,
5008305,2704302,156.0,,-2,
1721000,3502804,156.0,,-2,
3529005,5107909,156.0,,-2,
2704302,2925303,156.0,,-2,
2605459,2704302,155.0,130.0,-2,-2
3502804,4209102,155.0,,-2,
4108304,3506003,155.0,,-2,
3136702,4108304,155.0,,-2,
3529005,1501402,155.0,,-2,
1302603,2408003,155.0,,-2,
2111300,5003702,155.0,,-2,
5008305,2927408,155.0,,-2,
4208203,2105302,155.0,,-2,
2605459,4115200,154.0,90.0,-2,-2
3170107,5208707,154.0,,-2,
4314902,1304062,154.0,,-2,
2800308,2105302,154.0,,-2,
1304062,3106200,154.0,,-2,
2927408,5003207,154.0,,-2,
3143302,1721000,153.0,110.0,-2,-2
2931350,4106902,153.0,,-2,
5002704,2903201,153.0,,-2,
5107909,3502804,153.0,,-2,
4205407,5100250,153.0,,-2,
1100122,2611606,153.0,,-2,
1503606,1303403,152.0,,-2,
4314407,5002704,152.0,,-2,
2408003,5103403,152.0,,-2,
2207702,5300108,152.0,,-2,
3502804,2307304,152.0,,-2,
2611101,1400100,151.0,93.0,-2,-2
3543402,3541406,151.0,,-2,
4314902,2931350,151.0,,-2,
1505536,3549805,151.0,,-2,
4322400,5300108,151.0,,-2,
2913606,1504208,151.0,,-2,
3106200,1304062,151.0,,-2,
2704302,1100049,151.0,,-2,
3170206,2903201,151.0,,-2,
2611101,4204202,151.0,,-2,
2304400,5003702,151.0,,-2,
5002704,1500602,150.0,180.0,-2,-2
4115200,2605459,150.0,89.0,-2,-2
1200401,2307304,150.0,73.0,-2,-2
3549805,2504009,150.0,,-2,
3205309,4314407,150.0,,-2,
3301009,4314902,150.0,,-2,
2913606,3143302,150.0,,-2,
2507507,3506003,150.0,,-2,
1400100,3541406,150.0,,-2,
2408102,2913606,150.0,,-2,
1100049,3543402,150.0,,-2,
2913606,3541406,149.0,,-2,
2800308,3170107,149.0,,-2,
1304062,2111300,149.0,,-2,
2913606,2408102,149.0,,-2,
3502804,2800308,148.0,,-2,
4209102,1100049,148.0,,-2,
2304400,5003207,148.0,,-2,
5002704,1505536,148.0,,-2,
5300108,4322400,148.0,,-2,
1100304,5002704,148.0,,-2,
4115200,1500602,147.0,180.0,-2,-2
2704302,2408003,147.0,,-2,
2800308,2925303,147.0,,-2,
5107909,3506003,147.0,,-2,
5003207,5208707,147.0,,-2,
1100049,2704302,147.0,,-2,
4209102,1600303,147.0,,-2,
5003702,5103403,147.0,,-2,
4209102,1504208,146.0,,-2,
3136702,4104808,146.0,,-2,
5208707,5003207,146.0,,-2,
3304557,2919306,146.0,,-2,
4314902,1200203,146.0,,-2,
2800308,1500602,145.0,44.0,-2,-2
2933307,2111300,145.0,,-2,
3143302,2913606,145.0,,-2,
1721000,2611101,144.0,71.0,-2,-2
2408003,4208203,144.0,,-2,
3170206,3541406,144.0,,-2,
1504208,2931350,144.0,,-2,
2800308,4208807,144.0,,-2,
4317509,3106200,144.0,,-2,
2611606,1100122,144.0,,-2,
2605459,3543402,144.0,,-2,
5002704,1100304,144.0,,-2,
3502804,4305108,143.0,,-2,
2913606,3502804,143.0,,-2,
2408003,3543402,143.0,,-2,
2925303,1600303,143.0,,-2,
1400100,2611101,142.0,84.0,-2,-2
5002704,4119905,142.0,,-2,
2408003,2704302,142.0,,-2,
3502804,2913606,142.0,,-2,
3543402,2408003,142.0,,-2,
5003207,2927408,142.0,,-2,
2507507,1100304,141.0,,-2,
2913606,2211001,141.0,,-2,
1501402,3529005,141.0,,-2,
2105302,2800308,141.0,,-2,
1100122,4108304,141.0,,-2,
4305108,4205407,140.0,,-2,
4208203,5204508,140.0,,-2,
3541406,2913606,140.0,,-2,
1505536,2408102,140.0,,-2,
4208807,4106902,140.0,,-2,
2611606,5003207,140.0,,-2,
2903201,4113700,140.0,,-2,
4208203,4314100,140.0,,-2,
1500602,4115200,139.0,201.0,-2,-2
1200401,1506807,139.0,126.0,-2,-2
2611101,1721000,139.0,92.0,-2,-2
4314407,4115200,139.0,,-2,
4208203,2408003,139.0,,-2,
2933307,3506003,139.0,,-2,
4104808,3136702,139.0,,-2,
1400100,4208807,139.0,,-2,
4314902,3301009,139.0,,-2,
2611101,1100205,138.0,160.0,-2,-2
3543402,5101803,138.0,,-2,
2611101,3541406,138.0,,-2,
2211001,2933307,138.0,,-2,
1302603,4316907,138.0,,-2,
1504208,2913606,138.0,,-2,
4314100,1400100,138.0,,-2,
2507507,5107909,138.0,,-2,
1100205,2611101,137.0,139.0,-2,-2
4209102,3502804,137.0,,-2,
1504208,4113700,137.0,,-2,
2504009,4108304,137.0,,-2,
4204202,4208203,137.0,,-2,
3541406,1400100,137.0,,-2,
3502804,1100205,137.0,,-2,
3506003,2105302,137.0,,-2,
5103403,5003702,137.0,,-2,
2605459,1100205,136.0,32.0,-2,-2
4305108,2111300,136.0,,-2,
2211001,2913606,136.0,,-2,
3549805,1505536,136.0,,-2,
3127701,4208203,136.0,,-2,
3106200,4317509,136.0,,-2,
5003207,2304400,136.0,,-2,
2211001,3143302,135.0,77.0,-2,-2
3304557,3170701,135.0,,-2,
4205407,4305108,135.0,,-2,
2927408,5218805,135.0,,-2,
3541406,2611101,135.0,,-2,
4314100,2111300,135.0,,-2,
1506807,1304062,135.0,,-2,
2800308,1505536,135.0,,-2,
2504009,3543402,135.0,,-2,
1721000,3506003,135.0,,-2,
3506003,1721000,135.0,,-2,
2105302,4208203,135.0,,-2,
2307304,2704302,134.0,57.0,-2,-2
1500602,4205407,134.0,248.0,-2,-2
2211001,1500602,134.0,66.0,-2,-2
1506807,1200401,134.0,125.0,-2,-2
4316907,1302603,134.0,,-2,
4108304,4115200,133.0,25.0,-2,-2
3529005,5002704,133.0,,-2,
5103403,4314407,133.0,,-2,
1304062,1600303,133.0,,-2,
3170206,4119905,132.0,,-2,
2611606,2919306,132.0,,-2,
2919306,2611606,132.0,,-2,
2504009,3549805,132.0,,-2,
4113700,5218805,132.0,,-2,
4106902,4208807,132.0,,-2,
2504009,1100205,132.0,,-2,
1100049,4205407,132.0,,-2,
3170206,2605459,131.0,108.0,-2,-2
2903201,4108304,131.0,,-2,
4108304,2304251,131.0,,-2,
3543402,1100304,131.0,,-2,
1100122,3543402,131.0,,-2,
4209102,3506003,130.0,,-2,
3170107,2800308,130.0,,-2,
2111300,3502804,130.0,,-2,
3529005,2211001,130.0,,-2,
4209102,2605459,130.0,,-2,
5003702,3205309,130.0,,-2,
3506003,2933307,130.0,,-2,
2307304,1200401,129.0,70.0,-2,-2
4115200,1505536,129.0,,-2,
4115200,4208807,129.0,,-2,
2307304,3502804,129.0,,-2,
4314100,4208203,129.0,,-2,
5107909,4314100,129.0,,-2,
4204202,2611101,129.0,,-2,
3543402,2605459,129.0,,-2,
2611606,3549904,128.0,,-2,
2408003,3170206,128.0,,-2,
2507507,2933307,128.0,,-2,
3143302,4204202,128.0,,-2,
2307304,5107909,128.0,,-2,
5208707,1200203,128.0,,-2,
2704302,2605459,127.0,103.0,-2,-2
1303403,1503606,127.0,,-2,
2111300,4305108,127.0,,-2,
3502804,1100122,127.0,,-2,
1721000,3170107,127.0,,-2,
3502804,2111300,127.0,,-2,
2933307,2211001,127.0,,-2,
4208807,2605459,127.0,,-2,
2605459,4209102,127.0,,-2,
5003702,2111300,127.0,,-2,
1100049,2927408,127.0,,-2,
2611101,1600303,126.0,74.0,-2,-2
2605459,1721000,126.0,62.0,-2,-2
3205309,3549904,126.0,,-2,
5218805,2927408,126.0,,-2,
5002704,3529005,126.0,,-2,
4104808,2933307,126.0,,-2,
2605459,4208807,126.0,,-2,
1501402,3127701,126.0,,-2,
3170107,1100205,126.0,,-2,
1400100,3502804,126.0,,-2,
1200203,4314902,126.0,,-2,
1100304,3543402,126.0,,-2,
4205407,1500602,125.0,200.0,-2,-2
3549904,3205309,125.0,,-2,
5218805,4113700,125.0,,-2,
2704302,5003702,125.0,,-2,
1200203,2304400,125.0,,-2,
2927408,1100049,125.0,,-2,
1100122,3502804,124.0,,-2,
1721000,3136702,124.0,,-2,
5107909,3170107,124.0,,-2,
2307304,3506003,124.0,,-2,
4108304,5100250,124.0,,-2,
1200203,3106200,124.0,,-2,
1506807,3143302,123.0,59.0,-2,-2
2800308,2913606,123.0,,-2,
4113700,1504208,123.0,,-2,
2507507,1505536,123.0,,-2,
3541406,1200401,123.0,,-2,
4205407,1100049,123.0,,-2,
3543402,1100122,123.0,,-2,
5100250,3170206,122.0,,-2,
3506003,5107909,122.0,,-2,
3127701,2304400,122.0,,-2,
3506003,2307304,122.0,,-2,
5003702,2704302,122.0,,-2,
4209102,4115200,121.0,,-2,
4316907,3205309,121.0,,-2,
5218805,4204202,121.0,,-2,
4115200,2504009,121.0,,-2,
4204202,2933307,121.0,,-2,
3301009,3106200,121.0,,-2,
5107909,2507507,121.0,,-2,
2408003,2611101,121.0,,-2,
2111300,4314100,121.0,,-2,
3529005,1721000,121.0,,-2,
3502804,1100049,120.0,,-2,
5003207,3170206,120.0,,-2,
2105302,4204202,120.0,,-2,
2903201,4104808,120.0,,-2,
2307304,5003207,120.0,,-2,
2105302,3506003,120.0,,-2,
3170701,3304557,119.0,,-2,
4209102,4108304,119.0,,-2,
4208807,2800308,119.0,,-2,
3170107,5107909,119.0,,-2,
2611606,5218805,119.0,,-2,
5107909,1100205,119.0,,-2,
3143302,1506807,118.0,49.0,-2,-2
4119905,4314902,118.0,,-2,
3205309,5218805,118.0,,-2,
3205309,4316907,118.0,,-2,
2211001,3529005,118.0,,-2,
5002704,3127701,118.0,,-2,
2408003,1302603,118.0,,-2,
3143302,3549805,118.0,,-2,
1100304,4115200,118.0,,-2,
1505536,4208203,117.0,,-2,
3136702,4208807,117.0,,-2,
2111300,3136702,117.0,,-2,
5002704,3170107,117.0,,-2,
5003702,4314100,117.0,,-2,
1504208,3541406,117.0,,-2,
5003702,2307304,117.0,,-2,
4314100,5003702,117.0,,-2,
2913606,2611101,116.0,,-2,
3170206,2408003,116.0,,-2,
1100304,2507507,116.0,,-2,
4204202,3506003,116.0,,-2,
1600303,2925303,116.0,,-2,
4314100,3529005,116.0,,-2,
2931350,1100205,116.0,,-2,
3543402,2304251,116.0,,-2,
4108304,1100122,116.0,,-2,
3143302,2211001,115.0,89.0,-2,-2
2933307,3170107,115.0,,-2,
4115200,4209102,115.0,,-2,
3106200,3301009,115.0,,-2,
1721000,2933307,115.0,,-2,
2307304,1100049,115.0,,-2,
1100205,2605459,114.0,51.0,-2,-2
5101803,4204202,114.0,,-2,
3170206,2931350,114.0,,-2,
5100250,3506003,114.0,,-2,
4204202,3143302,114.0,,-2,
3170206,5100250,114.0,,-2,
3170206,5003207,114.0,,-2,
1100304,2704302,114.0,,-2,
2307304,5003702,114.0,,-2,
3170107,2933307,113.0,,-2,
4208203,1505536,113.0,,-2,
3136702,2111300,113.0,,-2,
2933307,4104808,113.0,,-2,
1100205,2931350,113.0,,-2,
1100205,2504009,113.0,,-2,
2704302,1100304,113.0,,-2,
4104808,2903201,113.0,,-2,
1501402,4208807,113.0,,-2,
2304251,3543402,113.0,,-2,
3549805,2611101,113.0,,-2,
5204508,2611606,112.0,,-2,
2704302,4314407,112.0,,-2,
1100049,2307304,112.0,,-2,
1505536,1302603,112.0,,-2,
2903201,4204202,112.0,,-2,
5003207,2611606,112.0,,-2,
2704302,2307304,111.0,57.0,-2,-2
1505536,3170107,111.0,,-2,
4305108,3549805,111.0,,-2,
2933307,2507507,111.0,,-2,
2611606,5204508,111.0,,-2,
3205309,5003702,111.0,,-2,
2605459,3170206,110.0,104.0,-2,-2
4314407,3170206,110.0,,-2,
2611101,2913606,110.0,,-2,
5100250,3541406,110.0,,-2,
4314100,4209102,110.0,,-2,
1302603,3127701,110.0,,-2,
3127701,3543402,110.0,,-2,
3541406,5100250,110.0,,-2,
1200203,5208707,110.0,,-2,
4208203,5100250,110.0,,-2,
4314902,3549904,109.0,,-2,
2105302,2504009,109.0,,-2,
3170107,5002704,109.0,,-2,
3506003,4204202,109.0,,-2,
2933307,1721000,109.0,,-2,
4113700,2903201,109.0,,-2,
3549805,3143302,109.0,,-2,
5218805,2611606,109.0,,-2,
4314902,2919306,109.0,,-2,
2111300,2913606,109.0,,-2,
2704302,3136702,109.0,,-2,
2611101,3549805,109.0,,-2,
4115200,4314407,108.0,,-2,
2931350,5002704,108.0,,-2,
4314407,2704302,108.0,,-2,
4317509,2611606,108.0,,-2,
3543402,1505536,108.0,,-2,
4115200,4108304,107.0,29.0,-2,-2
2307304,1504208,107.0,41.0,-2,-2
4108304,2903201,107.0,,-2,
5218805,4205407,107.0,,-2,
3143302,1505536,107.0,,-2,
1501402,5003702,107.0,,-2,
4115200,1100304,107.0,,-2,
1600303,2611101,106.0,66.0,-2,-2
2207702,2211001,106.0,,44,
2931350,3170206,106.0,,-2,
4305108,3541406,106.0,,-2,
4208807,4115200,106.0,,-2,
3170206,4314407,106.0,,-2,
2611101,2408003,106.0,,-2,
3543402,3127701,106.0,,-2,
1100304,4204202,106.0,,-2,
1500602,5002704,105.0,189.0,-2,-2
5002704,2931350,105.0,,-2,
4113700,4305108,105.0,,-2,
2933307,4204202,105.0,,-2,
4205407,5218805,105.0,,-2,
2919306,4314902,105.0,,-2,
2903201,3549805,105.0,,-2,
3127701,5002704,105.0,,-2,
2304400,1200203,105.0,,-2,
4204202,1504208,105.0,,-2,
1200401,3541406,105.0,,-2,
1721000,2605459,104.0,65.0,-2,-2
1100122,2925303,104.0,,-2,
4314407,5103403,104.0,,-2,
4305108,4113700,104.0,,-2,
1600303,1304062,104.0,,-2,
4104808,1100122,104.0,,-2,
2307304,5008305,103.0,,-2,
3106200,2919306,103.0,,-2,
2304251,4108304,103.0,,-2,
1100304,3506003,103.0,,-2,
2211001,5100250,103.0,,-2,
4204202,1200401,103.0,,-2,
1500602,3549805,103.0,,-2,
4115200,1100049,103.0,,-2,
2504009,4115200,102.0,,-2,
3170206,4316907,102.0,,-2,
3529005,2611101,102.0,,-2,
3502804,2611101,102.0,,-2,
3502804,1400100,102.0,,-2,
4316907,5208707,102.0,,-2,
1505536,3543402,102.0,,-2,
3549805,1500602,102.0,,-2,
1304203,3509502,102.0,,-2,
2408102,1500602,101.0,127.0,-2,-2
1500602,2800308,101.0,60.0,-2,-2
4119905,3543402,101.0,,-2,
1100205,3549904,101.0,,-2,
3143302,3541406,101.0,,-2,
1504208,3127701,101.0,,-2,
4208807,1501402,101.0,,-2,
3106200,2207702,101.0,,-2,
1721000,3529005,101.0,,-2,
1400100,5107909,101.0,,-2,
5100250,4208203,101.0,,-2,
1303403,1506807,100.0,35.0,-2,41
1100049,3502804,100.0,,-2,
5100250,2408102,100.0,,-2,
3529005,2800308,100.0,,-2,
2800308,4104808,100.0,,-2,
5208707,4316907,100.0,,-2,
2925303,1506807,100.0,,-2,
2211001,5003702,100.0,,-2,
1506807,2925303,100.0,,-2,
4204202,2903201,100.0,,-2,
1500602,4209102,99.0,,-2,
4209102,4314100,99.0,,-2,
4208203,4204202,99.0,,-2,
2919306,3106200,99.0,,-2,
5008305,4205407,99.0,,-2,
3529005,4314100,99.0,,-2,
1100205,3170107,99.0,,-2,
1100304,2927408,99.0,,-2,
1500602,4108304,98.0,79.0,-2,-2
3549904,2611606,98.0,,-2,
4316907,3170206,98.0,,-2,
3506003,5100250,98.0,,-2,
4208203,4305108,98.0,,-2,
3506003,4314407,98.0,,-2,
1505536,2507507,98.0,,-2,
1302603,5003207,98.0,,-2,
4108304,3529005,97.0,,-2,
3170107,1505536,97.0,,-2,
3170206,2304251,97.0,,-2,
5100250,2211001,97.0,,-2,
1100049,4115200,97.0,,-2,
3143302,2800308,96.0,113.0,-2,-2
3549805,2408003,96.0,,-2,
5101803,1100205,96.0,,-2,
4208807,3136702,96.0,,-2,
3529005,4209102,96.0,,-2,
4209102,3529005,96.0,,-2,
2931350,1504208,96.0,,-2,
4204202,2105302,96.0,,-2,
2925303,1100122,96.0,,-2,
1500602,3543402,96.0,,-2,
1100304,4208203,96.0,,-2,
1501402,1303403,95.0,31.0,-2,-2
4209102,2504009,95.0,,-2,
3529005,2307304,95.0,,-2,
4314100,4314902,95.0,,-2,
1505536,3143302,95.0,,-2,
5107909,2307304,95.0,,-2,
2408102,3136702,95.0,,-2,
1505536,2800308,95.0,,-2,
5100250,4204202,95.0,,-2,
1100049,3506003,95.0,,-2,
4208807,5107909,95.0,,-2,
4208203,1100304,95.0,,-2,
1504208,1200401,94.0,61.0,-2,-2
3529005,5100250,94.0,,-2,
3541406,4305108,94.0,,-2,
2611101,3136702,94.0,,-2,
2105302,3502804,94.0,,-2,
4314100,2105302,94.0,,-2,
1200203,1501402,94.0,,-2,
2504009,2105302,93.0,,-2,
3541406,5002704,93.0,,-2,
3549805,4305108,93.0,,-2,
5008305,2925303,93.0,,-2,
3541406,1504208,93.0,,-2,
4108304,4314100,93.0,,-2,
2408102,5100250,93.0,,-2,
3127701,1302603,93.0,,-2,
3127701,1501402,93.0,,-2,
5100250,2704302,93.0,,-2,
3506003,1100304,93.0,,-2,
4119905,3170206,92.0,,-2,
3549904,4314902,92.0,,-2,
2927408,3549904,92.0,,-2,
3543402,4119905,92.0,,-2,
4314100,3506003,92.0,,-2,
5100250,3529005,92.0,,-2,
3136702,3106200,92.0,,-2,
2611101,3529005,92.0,,-2,
2211001,3502804,92.0,,-2,
5003207,2307304,92.0,,-2,
1504208,2307304,91.0,50.0,-2,-2
1303403,1501402,91.0,27.0,-2,-2
3502804,2933307,91.0,,-2,
2933307,3529005,91.0,,-2,
2800308,3529005,91.0,,-2,
2611101,3502804,91.0,,-2,
2504009,1721000,91.0,,-2,
3301009,4106902,91.0,,-2,
5003207,3543402,91.0,,-2,
4106902,1304062,91.0,,-2,
2304400,4314407,91.0,,-2,
3170206,1100049,91.0,,-2,
1100304,4209102,91.0,,-2,
1302603,5100250,91.0,,-2,
1500602,2304400,90.0,90.0,-2,-2
3143302,4305108,90.0,,-2,
4204202,5101803,90.0,,-2,
4314100,2903201,90.0,,-2,
1100049,2925303,90.0,,-2,
3106200,3136702,90.0,,-2,
1501402,1200203,90.0,,-2,
1504208,4204202,90.0,,-2,
1100122,4104808,90.0,,-2,
3541406,3143302,89.0,,-2,
1721000,4305108,89.0,,-2,
4108304,4208807,89.0,,-2,
3136702,1721000,89.0,,-2,
4314100,3502804,89.0,,-2,
3304557,2932903,89.0,,-2,
1100049,3541406,89.0,,-2,
2304251,3170206,89.0,,-2,
4209102,1100304,89.0,,-2,
1504208,3170107,89.0,,-2,
4204202,5100250,89.0,,-2,
3502804,2211001,89.0,,-2,
2304251,4208203,89.0,,-2,
5107909,2611101,89.0,,-2,
1100205,1505536,89.0,,-2,
3506003,4314100,88.0,,-2,
4314407,3506003,88.0,,-2,
5100250,4208807,88.0,,-2,
3136702,2800308,88.0,,-2,
2105302,2913606,88.0,,-2,
2611101,4314100,88.0,,-2,
1504208,1500602,87.0,35.0,-2,-2
3549904,2927408,87.0,,-2,
4305108,4208203,87.0,,-2,
3529005,4108304,87.0,,-2,
4205407,5008305,87.0,,-2,
4208203,5008305,87.0,,-2,
2704302,5100250,87.0,,-2,
5002704,4322400,87.0,,-2,
5107909,1400100,87.0,,-2,
2903201,4208203,87.0,,-2,
3541406,4204202,87.0,,-2,
1200203,2611606,87.0,,-2,
3509502,1304203,87.0,,-2,
4314407,3549805,86.0,,-2,
3170107,2903201,86.0,,-2,
3541406,3136702,86.0,,-2,
1100122,3143302,86.0,,-2,
4314100,5218805,86.0,,-2,
4204202,1100304,86.0,,-2,
5103403,1500602,85.0,145.0,-2,-2
4209102,3127701,85.0,,-2,
3127701,4209102,85.0,,-2,
4208807,2307304,85.0,,-2,
2611606,4317509,85.0,,-2,
1304062,3205309,85.0,,-2,
