cod_mun_origem,cod_mun_destino,total_passagens_2019,total_passagens_2020,tempo_medio_2019,tempo_medio_2020
3143302,4106902,1857.0,765.0,-2,-2
3550308,1500602,1856.0,1086.0,-2,-2
1200401,1100205,1855.0,162.0,-2,104
4106902,3136702,1854.0,,-2,
1100304,3550308,1850.0,,-2,
3106200,4104808,1847.0,,-2,
2105302,3205309,1841.0,,-2,
3509502,2304251,1836.0,,202,
3136702,4106902,1831.0,,-2,
2611606,2408003,1829.0,,84,
2704302,4208203,1816.0,1654.0,-2,-2
2111300,1100205,1813.0,1344.0,-2,-2
1200401,4314902,1811.0,1176.0,-2,-2
1302603,3549805,1808.0,,-2,
3205309,2105302,1806.0,,-2,
4208203,2111300,1805.0,1957.0,-2,-2
2211001,1400100,1805.0,1472.0,-2,-2
1302603,2800308,1800.0,1241.0,-2,-2
3106200,4208807,1795.0,,-2,
3205309,2211001,1794.0,909.0,-2,-2
2408003,2611606,1791.0,,77,
3506003,2304400,1786.0,,-2,
3205309,1100049,1786.0,,-2,
4104808,3106200,1784.0,,-2,
3549805,2507507,1784.0,,-2,
4106902,3143302,1782.0,788.0,-2,-2
1200401,2611606,1781.0,1595.0,-2,-2
2931350,2927408,1780.0,,-2,
2408003,3550308,1780.0,,-2,
2507507,4115200,1776.0,1879.0,-2,-2
3506003,2927408,1776.0,,-2,
3541406,2925303,1774.0,,131,
5300108,5107909,1770.0,,-2,
2611101,4314902,1769.0,1289.0,-2,-2
1200401,1501402,1765.0,976.0,-2,-2
4106902,2933307,1761.0,,-2,
5107909,5300108,1759.0,,-2,
1200401,4205407,1755.0,1569.0,-2,-2
2111300,2800308,1750.0,776.0,-2,-2
1100122,3509502,1749.0,,-2,
2605459,3205309,1743.0,741.0,-2,-2
1100205,1506807,1742.0,994.0,-2,-2
1100049,3205309,1733.0,,-2,
3106200,1400100,1726.0,1220.0,-2,-2
3549805,1302603,1720.0,,-2,
2800308,2111300,1719.0,797.0,-2,-2
1400100,4205407,1719.0,1302.0,-2,-2
2507507,4113700,1715.0,,-2,
2927408,1600303,1704.0,1017.0,-2,-2
3550308,2408003,1700.0,,-2,
2304251,3509502,1696.0,,206,
2933307,4106902,1695.0,,-2,
2611606,1200401,1692.0,1433.0,-2,-2
2925303,3541406,1689.0,,141,
4115200,2507507,1686.0,1814.0,-2,-2
1100205,3543402,1680.0,,-2,
2927408,2931350,1678.0,,-2,
3205309,2605459,1674.0,759.0,-2,-2
1600303,4205407,1673.0,1623.0,-2,-2
5204508,3509502,1673.0,,82,
1200401,2408102,1670.0,2178.0,-2,-2
2605459,3106200,1670.0,1668.0,-2,-2
3543402,4108304,1670.0,,-2,
3304557,4314407,1667.0,,-2,
2408102,1200401,1665.0,2127.0,-2,-2
2925303,4113700,1664.0,,-2,
3106200,5107909,1664.0,,-2,
5103403,2800308,1656.0,1292.0,-2,-2
1504208,4205407,1655.0,1575.0,-2,-2
2507507,3543402,1650.0,,-2,
2611606,3541406,1642.0,,-2,
1100205,2111300,1641.0,1375.0,-2,-2
4113700,2925303,1640.0,,-2,
3506003,2611606,1640.0,,-2,
1400100,5208707,1639.0,1310.0,-2,-2
3509502,5204508,1635.0,,82,
4108304,2925303,1633.0,,-2,
3550308,4316907,1630.0,,-2,
2800308,5103403,1623.0,1288.0,-2,-2
2925303,4108304,1621.0,,-2,
4208807,5300108,1620.0,,-2,
4108304,3543402,1620.0,,-2,
3506003,3106200,1619.0,,-2,
1501402,1200401,1612.0,967.0,-2,-2
4314902,2611101,1610.0,1355.0,-2,-2
2211001,4208203,1609.0,975.0,-2,-2
4113700,2507507,1609.0,,-2,
1506807,2927408,1608.0,1043.0,-2,-2
3541406,3106200,1606.0,,-2,
4106902,2605459,1605.0,623.0,-2,-2
1600303,2927408,1599.0,1007.0,-2,-2
3541406,2611606,1599.0,,-2,
3543402,2507507,1595.0,,-2,
1100205,4208203,1593.0,1667.0,-2,-2
1400100,2211001,1592.0,1354.0,-2,-2
5107909,3106200,1590.0,,-2,
2927408,3506003,1586.0,,-2,
4316907,3550308,1580.0,,-2,
2605459,4106902,1571.0,624.0,-2,-2
3106200,2605459,1569.0,1785.0,-2,-2
4209102,3543402,1559.0,,-2,
5002704,3170206,1551.0,446.0,-2,-2
3543402,4209102,1547.0,,-2,
5300108,2933307,1546.0,,-2,
2933307,5300108,1544.0,,-2,
2927408,1506807,1543.0,1025.0,-2,-2
3170206,5002704,1543.0,418.0,-2,-2
5208707,4314100,1543.0,,-2,
4208203,2704302,1541.0,1590.0,-2,-2
3106200,3541406,1535.0,,-2,
2925303,3205309,1534.0,,-2,
4314100,5208707,1529.0,,-2,
3143302,5300108,1527.0,690.0,-2,-2
1501402,2800308,1527.0,936.0,-2,-2
2111300,2507507,1526.0,551.0,-2,-2
3509502,1100122,1525.0,,-2,
4205407,1504208,1522.0,1405.0,-2,-2
2611606,4104808,1519.0,,-2,
3106200,2307304,1516.0,867.0,-2,-2
3543402,2111300,1516.0,,-2,
2927408,4305108,1514.0,,-2,
5208707,1400100,1513.0,1421.0,-2,-2
2605459,5300108,1511.0,1139.0,-2,-2
1721000,5002704,1510.0,1040.0,-2,-2
1200401,2927408,1510.0,1100.0,-2,-2
3549805,5107909,1509.0,,-2,
2307304,3106200,1507.0,875.0,-2,-2
5300108,3143302,1506.0,713.0,-2,-2
2927408,1200401,1505.0,1166.0,-2,-2
4104808,2611606,1505.0,,-2,
4208203,2211001,1503.0,1032.0,-2,-2
1500602,1302603,1503.0,666.0,-2,-2
5300108,2605459,1503.0,1168.0,-2,-2
3304557,1505536,1500.0,,-2,
2927408,4104808,1499.0,,-2,
1504208,4106902,1496.0,1092.0,-2,-2
2507507,2111300,1495.0,518.0,-2,-2
2211001,1100205,1493.0,1276.0,-2,-2
1721000,3205309,1488.0,926.0,-2,-2
5107909,3549805,1488.0,,-2,
2211001,2800308,1485.0,465.0,-2,-2
3509502,2903201,1485.0,,-2,
3205309,2925303,1483.0,,-2,
2611606,2933307,1481.0,,-2,
2933307,2611606,1481.0,,-2,
3106200,3506003,1480.0,,-2,
2611606,3506003,1479.0,,-2,
3205309,3143302,1478.0,572.0,-2,-2
4104808,2927408,1478.0,,-2,
5100250,4106902,1476.0,,-2,
1302603,1200203,1473.0,,-2,
5002704,1721000,1471.0,995.0,-2,-2
1721000,5103403,1465.0,940.0,-2,-2
3106200,1100122,1465.0,,-2,
2211001,2704302,1464.0,1032.0,-2,-2
2704302,4204202,1463.0,,-2,
3543402,1100205,1463.0,,-2,
1721000,4115200,1459.0,1103.0,-2,-2
5208707,3549805,1458.0,,-2,
2800308,1501402,1455.0,942.0,-2,-2
2304400,3506003,1451.0,,-2,
3549805,5208707,1449.0,,-2,
1501402,4113700,1441.0,,-2,
3549805,2111300,1441.0,,-2,
4314407,3304557,1439.0,,-2,
4208203,1100205,1436.0,1583.0,-2,-2
2704302,2408102,1435.0,429.0,-2,-2
1100122,3106200,1435.0,,-2,
4305108,2927408,1427.0,,-2,
2207702,3509502,1427.0,,-2,
4106902,1504208,1422.0,1024.0,-2,-2
5103403,1721000,1422.0,989.0,-2,238
2903201,3509502,1422.0,,-2,
4205407,1600303,1421.0,1157.0,-2,-2
3304557,5107909,1420.0,,-2,
2304400,4115200,1418.0,1334.0,-2,-2
2800308,2211001,1413.0,410.0,-2,-2
2304400,4305108,1412.0,,-2,
4204202,2704302,1410.0,,-2,
2704302,2211001,1407.0,977.0,-2,-2
2307304,2927408,1404.0,616.0,-2,-2
4113700,1501402,1403.0,,-2,
3143302,3205309,1401.0,566.0,-2,-2
3205309,1721000,1399.0,938.0,-2,-2
1600303,4108304,1397.0,871.0,-2,-2
2507507,1501402,1397.0,397.0,-2,-2
5300108,4208807,1397.0,,-2,
4106902,5100250,1397.0,,-2,
1200203,1302603,1396.0,,-2,
2111300,3549805,1390.0,,-2,
2408102,2704302,1386.0,428.0,-2,-2
4305108,2304400,1384.0,,-2,
4314407,4314902,1383.0,,50,
3549805,4209102,1379.0,,-2,
1500602,3106200,1377.0,660.0,-2,-2
4314902,3502804,1374.0,,-2,
2111300,3543402,1371.0,,-2,
4115200,1721000,1369.0,1168.0,-2,-2
4108304,2105302,1369.0,,-2,
1505536,3304557,1369.0,,-2,
4316907,3509502,1365.0,,-2,
3541406,5103403,1365.0,,-2,
2704302,2111300,1359.0,677.0,-2,-2
1501402,2507507,1358.0,374.0,-2,-2
3106200,1500602,1358.0,588.0,-2,-2
2111300,2704302,1356.0,732.0,-2,-2
1504208,5103403,1355.0,624.0,-2,-2
5107909,3304557,1351.0,,-2,
1100205,2211001,1350.0,1207.0,-2,-2
4209102,3549805,1350.0,,-2,
1302603,1500602,1346.0,525.0,-2,-2
1400100,2507507,1346.0,675.0,-2,-2
4108304,1400100,1344.0,594.0,-2,-2
2927408,2307304,1343.0,547.0,-2,-2
1721000,1302603,1340.0,621.0,-2,-2
3502804,4314902,1338.0,,-2,
2800308,3170206,1337.0,732.0,-2,-2
2507507,1400100,1337.0,706.0,-2,-2
1100122,4106902,1337.0,,-2,
2105302,4108304,1333.0,,-2,
3543402,2800308,1325.0,,-2,
4314902,4209102,1321.0,,-2,
3304557,2903201,1319.0,,-2,
3506003,3205309,1317.0,,-2,
4209102,4314902,1317.0,,-2,
2800308,3549805,1312.0,,-2,
5103403,3541406,1311.0,,-2,
4106902,1100122,1310.0,,-2,
1100122,5300108,1307.0,,-2,
4205407,3136702,1306.0,,-2,
3205309,3506003,1304.0,,-2,
2913606,4205407,1301.0,,-2,
2408102,1400100,1298.0,895.0,-2,-2
5103403,1504208,1296.0,559.0,-2,-2
4317509,3550308,1295.0,,-2,
2913606,2611606,1294.0,,-2,
1200401,3205309,1293.0,728.0,-2,-2
2903201,3304557,1290.0,,-2,
4314100,4205407,1286.0,,-2,
2800308,3543402,1283.0,,-2,
4108304,5002704,1276.0,422.0,-2,-2
5300108,1100122,1276.0,,-2,
1302603,1721000,1275.0,697.0,-2,-2
3106200,4314100,1274.0,,-2,
2800308,2507507,1273.0,413.0,-2,-2
1500602,3304557,1272.0,599.0,-2,-2
1400100,2927408,1272.0,845.0,-2,-2
3136702,4205407,1268.0,,-2,
3506003,5103403,1268.0,,-2,
2611606,2913606,1266.0,,-2,
4205407,2913606,1262.0,,-2,
1100049,4106902,1262.0,,-2,
1400100,5103403,1260.0,1052.0,-2,-2
2111300,4209102,1260.0,,-2,
1721000,2704302,1256.0,1086.0,-2,-2
2927408,1400100,1256.0,913.0,-2,-2
4205407,4314100,1252.0,,-2,
4314902,2504009,1252.0,,-2,
5103403,3506003,1251.0,,-2,
3509502,4316907,1249.0,,-2,
3205309,4204202,1248.0,,-2,
4108304,1600303,1246.0,790.0,-2,-2
2704302,1721000,1246.0,1083.0,-2,-2
3502804,3106200,1245.0,,-2,
3543402,2211001,1245.0,,-2,
2211001,2408102,1242.0,561.0,-2,-2
4314100,3106200,1241.0,,-2,
3541406,2927408,1238.0,,-2,
2211001,3543402,1237.0,,-2,
5003702,4106902,1235.0,,-2,
4204202,3205309,1232.0,,-2,
2611101,4106902,1225.0,758.0,-2,-2
3205309,1200401,1223.0,778.0,-2,-2
3106200,2504009,1222.0,,-2,
5107909,4205407,1222.0,,-2,
3304557,1500602,1221.0,602.0,-2,-2
3106200,3502804,1221.0,,-2,
1721000,4113700,1218.0,,-2,
4106902,1100049,1218.0,,-2,
4314902,4314407,1216.0,,58,
1302603,4204202,1214.0,,-2,
2927408,3541406,1213.0,,-2,
1504208,1302603,1209.0,941.0,-2,-2
2504009,4314902,1209.0,,-2,
1721000,1501402,1208.0,549.0,-2,210
3549805,2800308,1204.0,,-2,
3170206,2800308,1202.0,751.0,-2,-2
1302603,1302405,1202.0,,113,
3106200,2932903,1199.0,,104,
2704302,4115200,1197.0,992.0,-2,-2
2507507,3205309,1195.0,726.0,-2,-2
3205309,2507507,1195.0,694.0,-2,-2
4205407,3541406,1195.0,,-2,
1400100,2408102,1192.0,968.0,-2,-2
4209102,3170206,1191.0,,-2,
1302603,1504208,1190.0,880.0,-2,123
2307304,4205407,1188.0,716.0,-2,-2
2211001,3549805,1188.0,,-2,
1100049,3509502,1187.0,,-2,
1600303,1506807,1186.0,1050.0,-2,-2
1600303,5103403,1185.0,743.0,-2,-2
3541406,4205407,1185.0,,-2,
3143302,4205407,1184.0,654.0,-2,-2
5002704,1200401,1184.0,613.0,-2,-2
1501402,4204202,1181.0,,-2,
4115200,2304400,1177.0,1243.0,-2,-2
2932903,3106200,1172.0,,93,
3550308,4317509,1171.0,,-2,
3549805,2211001,1169.0,,-2,
2800308,4115200,1167.0,763.0,-2,-2
4106902,5003702,1165.0,,-2,
4205407,3143302,1164.0,655.0,-2,-2
3170206,4209102,1163.0,,-2,
4115200,2704302,1162.0,855.0,-2,-2
2504009,3106200,1162.0,,-2,
5103403,1200401,1160.0,709.0,-2,-2
4106902,4205407,1158.0,517.0,-2,58
2211001,3170206,1149.0,568.0,-2,-2
1302405,1302603,1149.0,,118,
5103403,1400100,1148.0,1005.0,-2,-2
2408102,2211001,1147.0,588.0,-2,-2
1501402,1721000,1147.0,562.0,-2,223
4106902,2611101,1143.0,739.0,-2,-2
3143302,2927408,1142.0,676.0,-2,-2
2925303,4208203,1141.0,,-2,
1504208,5002704,1138.0,580.0,-2,-2
4205407,5107909,1138.0,,-2,
1506807,1600303,1137.0,987.0,-2,104
2927408,4314100,1137.0,,-2,
1600303,2211001,1127.0,473.0,-2,-2
4205407,4106902,1121.0,549.0,-2,-2
2507507,2800308,1120.0,413.0,-2,-2
1200401,5002704,1119.0,712.0,-2,-2
2927408,2105302,1116.0,,-2,
1506807,4205407,1115.0,614.0,-2,-2
4113700,3170206,1115.0,,-2,
2927408,3143302,1114.0,713.0,-2,-2
4113700,5100250,1114.0,,-2,
2304400,2611101,1113.0,524.0,-2,-2
2611101,2304400,1113.0,566.0,-2,149
5002704,4108304,1110.0,358.0,-2,-2
4115200,2800308,1109.0,718.0,-2,-2
3502804,4106902,1109.0,,-2,
2211001,2507507,1104.0,291.0,-2,-2
4204202,2408102,1103.0,,-2,
2211001,1600303,1102.0,451.0,-2,-2
5100250,4113700,1099.0,,-2,
3304557,5003702,1098.0,,-2,
5002704,1504208,1097.0,467.0,-2,-2
4208203,2925303,1096.0,,-2,
1504208,2927408,1095.0,746.0,-2,-2
1200401,5103403,1095.0,695.0,-2,-2
4113700,1721000,1095.0,,-2,
3170206,5208707,1094.0,104.0,-2,-2
4322400,3550308,1092.0,,-2,
5100250,3509502,1092.0,,-2,
4209102,5002704,1090.0,,-2,
4314902,2304251,1089.0,,-2,
5103403,1600303,1083.0,709.0,-2,-2
2927408,1504208,1081.0,770.0,-2,-2
3170206,4108304,1075.0,429.0,-2,-2
3170206,4113700,1075.0,,-2,
5208707,3170206,1074.0,99.0,-2,159
1100304,4106902,1074.0,,-2,
3170206,2211001,1073.0,564.0,-2,-2
3143302,2925303,1070.0,,-2,
4106902,3502804,1070.0,,-2,
3506003,3509502,1069.0,,54,
4314100,4106902,1069.0,,-2,
3550308,4322400,1068.0,,-2,
3506003,4106902,1067.0,,-2,
4314902,3529005,1067.0,,-2,
5003702,3304557,1064.0,,-2,
5208707,3136702,1063.0,,-2,
2304251,4314902,1060.0,,-2,
2111300,3170206,1059.0,889.0,-2,-2
4314902,2903201,1058.0,,-2,
2408102,4204202,1057.0,,-2,
3136702,5208707,1056.0,,-2,
2105302,2927408,1056.0,,-2,
3549805,5002704,1055.0,,-2,
2611606,4208807,1054.0,,-2,
1302603,2925303,1053.0,,-2,
4106902,1100304,1052.0,,-2,
1302603,4115200,1050.0,1141.0,-2,-2
4108304,3170206,1048.0,356.0,-2,-2
1400100,5002704,1047.0,829.0,-2,-2
2925303,3143302,1047.0,,-2,
4314100,2611606,1041.0,,-2,
2111300,4115200,1039.0,812.0,-2,-2
5107909,4208203,1039.0,,-2,
4209102,2111300,1038.0,,-2,
4205407,2307304,1037.0,790.0,-2,-2
3106200,4305108,1037.0,,-2,
3509502,2504009,1037.0,,-2,
5002704,4209102,1035.0,,-2,
4204202,4106902,1034.0,,-2,
2704302,4209102,1033.0,,-2,
4106902,4314100,1033.0,,-2,
5107909,4204202,1031.0,,-2,
1200401,4108304,1030.0,814.0,-2,-2
2903201,4314902,1030.0,,-2,
4314100,2927408,1029.0,,-2,
3529005,4314902,1028.0,,-2,
2504009,3509502,1028.0,,-2,
1200203,3550308,1026.0,,-2,
4106902,3541406,1024.0,,-2,
4204202,1501402,1024.0,,-2,
4305108,3106200,1024.0,,-2,
4205407,1400100,1020.0,953.0,-2,-2
5204508,3304557,1019.0,,-2,
2925303,1302603,1019.0,,-2,
3550308,1200203,1019.0,,-2,
2611606,4314100,1017.0,,-2,
3509502,3506003,1016.0,,61,
5002704,3549805,1013.0,,-2,
1400100,4204202,1013.0,,-2,
3205309,4305108,1012.0,,-2,
3205309,4104808,1011.0,,-2,
4104808,5208707,1011.0,,-2,
2307304,5208707,1009.0,611.0,-2,-2
1721000,3170206,1005.0,636.0,-2,-2
3304557,5204508,1004.0,,-2,
3506003,4205407,999.0,,-2,
3509502,1100049,998.0,,-2,
4208807,2611606,997.0,,-2,
5208707,2307304,994.0,556.0,-2,-2
4108304,1200401,992.0,692.0,-2,-2
4104808,3205309,992.0,,-2,
4316907,3304557,991.0,,-2,
4208203,5107909,991.0,,-2,
1100304,3509502,990.0,,-2,
1600303,1100205,988.0,661.0,-2,-2
4115200,2111300,985.0,769.0,-2,-2
2507507,2211001,985.0,264.0,-2,-2
4208807,5208707,985.0,,-2,
4106902,4204202,985.0,,-2,
3170206,2111300,984.0,833.0,-2,-2
1100049,5103403,978.0,,82,
4204202,5107909,978.0,,-2,
3541406,4106902,976.0,,-2,
4205407,1506807,975.0,609.0,-2,-2
4106902,3506003,971.0,,-2,
1600303,3205309,969.0,400.0,-2,-2
2927408,3170107,969.0,,-2,
3205309,1100122,961.0,,-2,
3170107,2927408,959.0,,-2,
4208203,4115200,953.0,824.0,-2,-2
5002704,5107909,952.0,,-2,
1100205,4209102,949.0,,-2,
2304400,3541406,948.0,,-2,
2611606,3502804,945.0,,-2,
4104808,2304400,944.0,,-2,
3509502,5100250,944.0,,-2,
4208807,3205309,943.0,,-2,
1721000,3549805,942.0,,-2,
3304557,4316907,941.0,,-2,
4305108,3205309,936.0,,-2,
5208707,4104808,936.0,,-2,
3502804,2611606,935.0,,-2,
2304400,4104808,931.0,,-2,
2903201,4106902,931.0,,-2,
3541406,2304400,930.0,,-2,
5300108,2304251,929.0,,-2,
4205407,2605459,926.0,550.0,-2,-2
5300108,4305108,924.0,,-2,
3205309,1600303,923.0,442.0,-2,-2
3549805,4108304,923.0,,-2,
2605459,4205407,918.0,549.0,-2,-2
4205407,3506003,918.0,,-2,
4115200,4208203,915.0,775.0,-2,-2
3506003,1302603,913.0,,-2,
4209102,2704302,912.0,,-2,
4106902,2903201,909.0,,-2,
2211001,4115200,908.0,786.0,-2,-2
5208707,4208807,907.0,,-2,
2913606,5002704,907.0,,-2,
2304400,3143302,906.0,440.0,-2,-2
2304251,5300108,906.0,,-2,
3170206,4115200,905.0,249.0,-2,-2
3541406,3205309,904.0,,-2,
5300108,1200203,904.0,,-2,
1721000,4204202,903.0,,-2,
3529005,5300108,901.0,,-2,
1200203,5300108,899.0,,253,
1100122,3205309,898.0,,-2,
2933307,3205309,897.0,,-2,
2933307,4205407,896.0,,-2,
5103403,1100304,896.0,,98,
1721000,2507507,895.0,832.0,-2,-2
3170206,1721000,895.0,636.0,-2,-2
3143302,2304400,893.0,416.0,-2,-2
1506807,1504208,891.0,455.0,-2,-2
5103403,2913606,891.0,,-2,
3543402,2913606,886.0,,-2,
2925303,2304400,884.0,,-2,
4305108,5300108,883.0,,-2,
4108304,3549805,879.0,,-2,
5103403,3502804,879.0,,-2,
5103403,1100049,879.0,,85,
4205407,2933307,878.0,,-2,
1100049,5300108,877.0,,-2,
2611606,3143302,876.0,1127.0,-2,-2
5107909,5002704,876.0,,-2,
2913606,3543402,876.0,,-2,
5300108,3529005,875.0,,-2,
1100122,5208707,875.0,,-2,
3549805,1721000,872.0,,-2,
2211001,4204202,871.0,,-2,
3205309,2933307,870.0,,-2,
1504208,4108304,869.0,444.0,-2,-2
4108304,1504208,865.0,397.0,-2,-2
1506807,5103403,864.0,306.0,-2,-2
1505536,3509502,864.0,,-2,
2925303,1501402,863.0,,-2,
1400100,4208203,862.0,641.0,-2,-2
5300108,2504009,860.0,,-2,
5002704,2913606,859.0,,-2,
4204202,1721000,858.0,,-2,
1100304,5103403,857.0,,95,
2408003,3304557,857.0,,-2,
4115200,1302603,854.0,1035.0,-2,-2
2111300,1721000,854.0,371.0,-2,-2
4205407,2304251,854.0,,-2,
3205309,3541406,854.0,,-2,
2925303,2611606,854.0,,-2,
2507507,1721000,853.0,856.0,-2,-2
5003702,5300108,853.0,,-2,
1721000,2111300,852.0,383.0,-2,-2
1506807,1400100,850.0,574.0,-2,-2
5002704,4113700,850.0,,-2,
1100205,2800308,846.0,754.0,-2,-2
5103403,3529005,843.0,,-2,
2304251,4205407,842.0,,-2,
4209102,1100205,842.0,,-2,
1721000,4208203,837.0,726.0,-2,-2
3502804,5103403,836.0,,-2,
2105302,4205407,836.0,,-2,
5103403,1506807,835.0,299.0,-2,-2
4113700,5002704,835.0,,-2,
2307304,5103403,834.0,624.0,-2,-2
5208707,3506003,834.0,,-2,
1100205,2925303,834.0,,-2,
2611101,4205407,832.0,789.0,-2,-2
4208203,1721000,831.0,750.0,-2,-2
3529005,5103403,831.0,,-2,
2933307,5208707,830.0,,-2,
3506003,2111300,829.0,,-2,
1100205,4204202,828.0,,-2,
1100205,1600303,826.0,641.0,-2,-2
3529005,2611606,826.0,,-2,
2913606,5103403,825.0,,-2,
5002704,4314100,824.0,,-2,
3509502,1100304,824.0,,-2,
2408102,1721000,823.0,906.0,-2,-2
2111300,4113700,823.0,,-2,
4205407,2105302,823.0,,-2,
1500602,3509502,822.0,662.0,-2,-2
5208707,5101803,822.0,,74,
3502804,4205407,821.0,,-2,
5208707,2933307,821.0,,-2,
4115200,2211001,820.0,762.0,-2,-2
3502804,3205309,820.0,,-2,
3106200,5100250,817.0,,-2,
4113700,4208203,814.0,,-2,
3143302,2611606,813.0,1131.0,-2,-2
2611606,3529005,813.0,,-2,
5208707,1100122,813.0,,-2,
3205309,4208807,812.0,,-2,
1100049,3106200,812.0,,-2,
1721000,4314100,811.0,,-2,
3205309,3502804,810.0,,-2,
5103403,2307304,809.0,560.0,-2,-2
4104808,4205407,808.0,,-2,
4205407,2611101,806.0,748.0,-2,-2
3106200,1100049,806.0,,-2,
3205309,3170107,805.0,,-2,
3509502,1505536,805.0,,-2,
2611606,2925303,804.0,,-2,
5100250,3106200,803.0,,-2,
4115200,3170206,801.0,259.0,-2,-2
2925303,1100205,799.0,,-2,
2307304,4208203,797.0,950.0,-2,-2
2304400,2925303,797.0,,-2,
2611606,3170107,794.0,,-2,
3506003,5208707,793.0,,-2,
4208203,4113700,793.0,,-2,
1200401,3509502,792.0,632.0,-2,227
2611101,5208707,791.0,436.0,-2,-2
2800308,1100205,787.0,732.0,-2,-2
4314100,5002704,787.0,,-2,
5208707,1505536,787.0,,-2,
4205407,3502804,786.0,,-2,
4204202,1100205,786.0,,-2,
4205407,4104808,785.0,,-2,
2105302,5103403,783.0,,-2,
5103403,2105302,783.0,,-2,
1501402,2925303,781.0,,-2,
1504208,4115200,779.0,271.0,-2,-2
1721000,2408102,777.0,838.0,-2,-2
5300108,5003702,774.0,,-2,
2927408,2504009,773.0,,-2,
3529005,3106200,772.0,,-2,
1400100,3205309,770.0,405.0,-2,-2
3170107,3205309,770.0,,-2,
5002704,1400100,769.0,726.0,-2,-2
1505536,5208707,767.0,,-2,
5008305,3304557,765.0,,-2,
2307304,5002704,764.0,481.0,-2,-2
2925303,4115200,764.0,,-2,
3170206,4314100,764.0,,-2,
5208707,2611101,763.0,442.0,-2,-2
3106200,3529005,758.0,,-2,
5300108,3502804,758.0,,-2,
1600303,1504208,752.0,472.0,-2,-2
4115200,1504208,751.0,282.0,-2,-2
3509502,1500602,751.0,569.0,-2,-2
2800308,4113700,751.0,,-2,
4314100,3170206,751.0,,-2,
3205309,1505536,751.0,,-2,
1504208,1506807,749.0,402.0,-2,103
1100205,4104808,749.0,,-2,
5101803,5208707,748.0,,69,
3170107,2611606,747.0,,-2,
5300108,1100049,746.0,,-2,
3509502,1200401,745.0,663.0,-2,226
3170206,2913606,744.0,,-2,
3304557,5008305,744.0,,-2,
5002704,4115200,743.0,276.0,-2,-2
3502804,5300108,743.0,,-2,
4314902,5003702,743.0,,-2,
2927408,2408003,742.0,,-2,
1400100,1506807,740.0,513.0,-2,-2
2704302,3541406,738.0,,-2,
1600303,5002704,737.0,541.0,-2,-2
2408102,4209102,737.0,,-2,
1506807,2408102,736.0,397.0,-2,-2
5103403,4208807,735.0,,-2,
4208807,5103403,734.0,,-2,
4104808,5107909,734.0,,-2,
5003702,4314902,734.0,,-2,
4104808,1100205,733.0,,-2,
2504009,2927408,730.0,,-2,
2408102,4305108,730.0,,-2,
2933307,2304400,729.0,,-2,
4208203,1200401,728.0,1052.0,-2,-2
3304557,4322400,727.0,,-2,
4113700,2111300,726.0,,-2,
1504208,1600303,725.0,462.0,-2,-2
5100250,3549805,724.0,,-2,
2913606,3170206,723.0,,-2,
3509502,2408003,722.0,,-2,
2408102,1506807,721.0,363.0,-2,-2
3127701,3304557,721.0,,-2,
3541406,2704302,718.0,,-2,
4115200,2925303,715.0,,-2,
2913606,3549805,715.0,,-2,
4204202,1302603,713.0,,-2,
3304557,1304062,712.0,,-2,
3304557,3127701,708.0,,-2,
1506807,3205309,707.0,323.0,-2,-2
5002704,1600303,706.0,521.0,-2,-2
2919306,3509502,706.0,,-2,
4208203,2307304,703.0,853.0,-2,-2
3549805,2913606,700.0,,-2,
2111300,1504208,697.0,381.0,-2,97
3304557,2931350,697.0,,-2,
1504208,2111300,694.0,324.0,-2,-2
4305108,2408102,694.0,,-2,
5218805,3304557,693.0,,-2,
3509502,3127701,693.0,,-2,
2111300,3506003,692.0,,-2,
3127701,3509502,692.0,,-2,
3304557,5218805,691.0,,-2,
4208807,2304400,689.0,,-2,
1505536,3205309,688.0,,-2,
5107909,4104808,688.0,,-2,
4204202,5002704,685.0,,-2,
2931350,3304557,685.0,,-2,
2611101,3205309,684.0,352.0,-2,-2
3205309,1506807,683.0,298.0,-2,-2
1501402,4305108,683.0,,-2,
4314100,1721000,683.0,,-2,
4115200,5002704,682.0,267.0,-2,-2
2304400,2933307,681.0,,-2,
1504208,1400100,680.0,392.0,-2,-2
3543402,4314100,680.0,,-2,
1100122,4113700,680.0,,-2,
3506003,1501402,679.0,,-2,
4113700,2800308,677.0,,-2,
3506003,4208203,675.0,,-2,
4322400,3304557,673.0,,-2,
2504009,5300108,673.0,,-2,
4113700,1100122,673.0,,-2,
1302603,3506003,671.0,,-2,
1302603,4104808,671.0,,-2,
5002704,2307304,667.0,503.0,-2,-2
4208203,3506003,667.0,,-2,
3304557,2408003,667.0,,-2,
2927408,3502804,666.0,,-2,
3502804,2927408,664.0,,-2,
4209102,2408102,663.0,,-2,
2105302,2704302,661.0,,-2,
1100205,3170206,655.0,570.0,-2,-2
2800308,4305108,655.0,,-2,
4204202,2211001,654.0,,-2,
4108304,5107909,654.0,,-2,
2105302,5002704,653.0,,-2,
4314902,5204508,650.0,,-2,
2913606,3205309,650.0,,-2,
3205309,2913606,650.0,,-2,
2408003,3509502,649.0,,-2,
2408003,2927408,647.0,,-2,
1304062,3304557,647.0,,-2,
5003702,3543402,646.0,,-2,
3509502,2919306,646.0,,-2,
1200401,2111300,644.0,401.0,-2,-2
