cod_mun,nome_municipio,cod_arranjo,nome_arranjo,tipo_arranjo
1400159,Bonfim,1400159,Arranjo Populacional Internacional de Bonfim/Brasil - Ireng/Guiana,Arranjo populacional
5003157,Coronel Sapucaia,5003157,Arranjo Populacional Internacional de Capitán Bado/Paraguai - Coronel Sapucaia/Brasil,Arranjo populacional
1200104,Brasiléia,1200104,Arranjo Populacional Internacional de Cobija/Bolívia - Brasiléia/Brasil,Arranjo populacional
5003207,Corumbá,5003207,Arranjo Populacional Internacional de Corumbá/Brasil,Média concentração urbana considerada na análise - Arranjo populacional
4205001,Dionísio Cerqueira,4205001,Arranjo Populacional Internacional de Dionísio Cerqueira-Barracão/Brasil - Bernardo de Irigoyen/Argentina,Arranjo populacional
4108304,Foz do Iguaçu,4108304,Arranjo Populacional Internacional de Foz do Iguaçu/Brasil - Ciudad del Este/Paraguai,Média concentração urbana considerada na análise - Arranjo populacional
4308656,Garruchos,4308656,Arranjo Populacional Internacional de Garruchos/Brasil,Arranjo populacional
4108809,Guaíra,4108809,Arranjo Populacional Internacional de Guaíra/Brasil,Arranjo populacional
1100106,Guajará-Mirim,1100106,Arranjo Populacional Internacional de Guajará-Mirim/Brasil - Guayaramerín/Bolívia,Arranjo populacional
4310603,Itaqui,4310603,Arranjo Populacional Internacional de Itaqui/Brasil,Arranjo populacional
4311007,Jaguarão,4311007,Arranjo Populacional Internacional de Jaguarão/Brasil - Rio Branco/Uruguai,Arranjo populacional
1600501,Oiapoque,1600501,Arranjo Populacional Internacional de Oiapoque/Brasil,Arranjo populacional
5006358,Paranhos,5006358,Arranjo Populacional Internacional de Paranhos/Brasil - Ypejhú/Paraguai,Arranjo populacional
5006606,Ponta Porã,5006606,Arranjo Populacional Internacional de Pedro Juan Caballero/Paraguai - Ponta Porã/Brasil,Média concentração urbana considerada na análise - Arranjo populacional
4315057,Porto Mauá,4315057,Arranjo Populacional Internacional de Porto Mauá/Brasil - Alba Posse/Argentina,Arranjo populacional
4315073,Porto Vera Cruz,4315073,Arranjo Populacional Internacional de Porto Vera Cruz/Brasil - Panambí/Argentina,Arranjo populacional
4315107,Porto Xavier,4315107,Arranjo Populacional Internacional de Porto Xavier/Brasil - San Javier/Argentina,Arranjo populacional
4317103,Sant´Ana do Livramento,4317103,Arranjo Populacional Internacional de Sant'Ana do Livramento/Brasil - Rivera/Uruguai,Média concentração urbana considerada na análise - Arranjo populacional
4124400,Santo Antônio do Sudoeste,4124400,Arranjo Populacional Internacional de Santo Antônio do Sudoeste/Brasil,Arranjo populacional
4318002,São Borja,4318002,Arranjo Populacional Internacional de São Borja/Brasil,Arranjo populacional
1304062,Tabatinga,1304062,Arranjo Populacional Internacional de Tabatinga/Brasil - Letícia/Colômbia,Arranjo populacional
4322400,Uruguaiana,4322400,Arranjo Populacional Internacional de Uruguaiana/Brasil,Média concentração urbana considerada na análise - Arranjo populacional
