cod_origem,cod_destino,saude_baixa_media,saude_alta
1100015,1100049,43.3333333333333,41.6666666666667
1100015,1100288,23.3333333333333,0.0
1100015,1100205,13.3333333333333,33.3333333333333
1100015,1100122,20.0,0.0
1100015,3505500,0.0,16.6666666666667
1100015,0,0.0,6.66666666666667
1100015,5208707,0.0,1.66666666666667
1100023,1100205,80.0,63.3333333333333
1100023,1100122,13.3333333333333,0.0
1100023,1100049,3.33333333333333,1.66666666666667
1100023,3505500,0.0,23.3333333333333
1100023,0,3.33333333333333,3.33333333333333
1100023,4106902,0.0,1.66666666666667
1100023,5208707,0.0,6.66666666666667
1100031,1100304,80.0,70.0
1100031,1100064,16.6666666666667,0.0
1100031,1100049,3.33333333333333,26.6666666666667
1100031,1100205,0.0,3.33333333333333
1100049,1100205,56.6666666666667,53.3333333333333
1100049,1100122,36.6666666666667,0.0
1100049,5103403,0.0,21.6666666666667
1100049,1100304,6.66666666666667,0.0
1100049,3505500,0.0,23.3333333333333
1100049,5208707,0.0,1.66666666666667
1100056,1100304,76.6666666666667,43.3333333333333
1100056,1100205,8.33333333333333,11.6666666666667
1100056,5103403,5.0,11.6666666666667
1100056,1100049,6.66666666666667,30.0
1100056,1100122,3.33333333333333,3.33333333333333
1100064,1100304,83.3333333333333,33.3333333333333
1100064,1100049,16.6666666666667,60.0
1100064,1100205,0.0,6.66666666666667
1100072,1100056,15.0,10.0
1100072,1100304,53.3333333333333,41.6666666666667
1100072,1100049,18.3333333333333,41.0
1100072,0,9.33333333333333,4.0
1100072,1100205,4.0,3.33333333333333
1100080,1100122,36.6666666666667,30.0
1100080,1100205,13.3333333333333,46.6666666666667
1100080,1101492,23.3333333333333,0.0
1100080,1100049,23.3333333333333,23.3333333333333
1100080,1100023,3.33333333333333,0.0
1100098,1100049,43.3333333333333,26.6666666666667
1100098,1100189,36.6666666666667,0.0
1100098,1100205,0.0,43.3333333333333
1100098,1100122,20.0,16.6666666666667
1100098,1100304,0.0,10.0
1100098,3505500,0.0,3.33333333333333
1100106,1100205,56.6666666666667,53.3333333333333
1100106,0,6.66666666666667,3.33333333333333
1100106,3550308,3.33333333333333,13.3333333333333
1100106,5208707,16.6666666666667,8.33333333333333
1100106,3505500,16.6666666666667,20.0
1100106,1302603,0.0,1.66666666666667
1100114,1100122,50.0,6.66666666666667
1100114,1100205,0.0,60.0
1100114,1100023,25.0,6.66666666666667
1100114,1100155,20.0,0.0
1100114,1100049,5.0,26.6666666666667
1100122,1100205,63.3333333333333,43.3333333333333
1100122,1100049,32.6666666666667,16.6666666666667
1100122,1100023,2.0,3.33333333333333
1100122,1100155,2.0,0.0
1100122,3505500,0.0,30.0
1100122,5208707,0.0,6.66666666666667
1100130,1100023,56.6666666666667,30.0
1100130,1100205,16.6666666666667,53.3333333333333
1100130,1100122,16.6666666666667,8.33333333333333
1100130,1100114,6.66666666666667,0.0
1100130,1100049,3.33333333333333,3.33333333333333
1100130,3505500,0.0,5.0
1100148,1100288,36.6666666666667,0.0
1100148,1100049,46.6666666666667,33.3333333333333
1100148,1100122,13.3333333333333,20.0
1100148,1100205,3.33333333333333,46.6666666666667
1100155,1100122,30.0,16.6666666666667
1100155,1100205,23.3333333333333,40.0
1100155,1100049,25.0,23.3333333333333
1100155,1100023,10.0,10.0
1100155,1100114,5.0,0.0
1100155,1100304,6.66666666666667,10.0
1100189,1100049,66.6666666666667,53.3333333333333
1100189,1100122,20.0,8.33333333333333
1100189,1100205,0.0,35.0
1100189,1100304,3.33333333333333,1.66666666666667
1100189,1100288,10.0,0.0
1100189,5103403,0.0,1.66666666666667
1100254,1100122,40.0,20.0
1100254,1100205,16.6666666666667,46.6666666666667
1100254,1100049,23.3333333333333,18.3333333333333
1100254,1100304,10.0,6.66666666666667
1100254,1100023,6.66666666666667,5.0
1100254,1100288,3.33333333333333,0.0
1100254,3505500,0.0,3.33333333333333
1100262,1100023,56.6666666666667,25.0
1100262,1100205,43.3333333333333,70.0
1100262,1100049,0.0,5.0
1100288,1100049,66.6666666666667,46.6666666666667
1100288,1100122,26.6666666666667,5.0
1100288,1100205,0.0,40.0
1100288,1100189,6.66666666666667,0.0
1100288,5103403,0.0,6.66666666666667
1100288,3505500,0.0,1.66666666666667
1100296,1100288,46.6666666666667,0.0
1100296,1100049,23.3333333333333,53.3333333333333
1100296,1100015,30.0,0.0
1100296,1100205,0.0,30.0
1100296,1100122,0.0,15.0
1100296,5103403,0.0,1.66666666666667
1100304,1100049,60.0,30.0
1100304,1100205,40.0,35.0
1100304,5103403,0.0,26.6666666666667
1100304,0,0.0,1.66666666666667
1100304,3505500,0.0,6.66666666666667
1100320,1100122,30.0,15.0
1100320,1100205,26.6666666666667,48.3333333333333
1100320,1100049,30.0,18.3333333333333
1100320,1100288,6.66666666666667,0.0
1100320,1101492,3.33333333333333,3.33333333333333
1100320,1100148,3.33333333333333,0.0
1100320,3505500,0.0,8.33333333333333
1100320,1100304,0.0,6.66666666666667
1100338,1100205,66.6666666666667,56.6666666666667
1100338,3550308,11.6666666666667,10.0
1100338,1100106,5.0,3.33333333333333
1100338,3304557,1.66666666666667,5.0
1100338,5208707,5.0,8.33333333333333
1100338,3505500,1.66666666666667,13.3333333333333
1100338,0,5.0,0.0
1100338,4106902,1.66666666666667,0.0
1100338,1100452,1.66666666666667,0.0
1100338,3106200,0.0,3.33333333333333
1100346,1100122,43.3333333333333,0.0
1100346,1100049,40.0,46.6666666666667
1100346,1100205,16.6666666666667,50.0
1100346,3505500,0.0,3.33333333333333
1100379,1100288,50.0,0.0
1100379,1100049,35.0,50.0
1100379,1100205,0.0,36.6666666666667
1100379,1100122,15.0,6.66666666666667
1100379,3505500,0.0,3.33333333333333
1100379,5103403,0.0,3.33333333333333
1100403,1100023,43.3333333333333,23.3333333333333
1100403,1100205,53.3333333333333,76.6666666666667
1100403,1100122,3.33333333333333,0.0
1100452,1100023,86.6666666666667,13.3333333333333
1100452,1100205,13.3333333333333,83.3333333333333
1100452,1100049,0.0,3.33333333333333
1100502,1100288,46.6666666666667,0.0
1100502,1100049,43.3333333333333,40.0
1100502,1100205,0.0,50.0
1100502,1100148,3.33333333333333,0.0
1100502,1100122,6.66666666666667,5.0
1100502,5103403,0.0,3.33333333333333
1100502,3505500,0.0,1.66666666666667
1100601,1100023,80.0,8.33333333333333
1100601,1100205,16.6666666666667,91.6666666666667
1100601,1100114,3.33333333333333,0.0
1100700,1100023,66.6666666666667,40.0
1100700,1100205,10.0,56.6666666666667
1100700,1100452,23.3333333333333,0.0
1100700,3505500,0.0,3.33333333333333
1100809,1100205,83.3333333333333,83.3333333333333
1100809,1100023,6.66666666666667,0.0
1100809,0,5.0,6.66666666666667
1100809,3550308,1.66666666666667,0.0
1100809,5208707,1.66666666666667,1.66666666666667
1100809,3505500,1.66666666666667,6.66666666666667
1100809,4106902,0.0,1.66666666666667
1100908,1100049,53.3333333333333,46.6666666666667
1100908,1100288,20.0,0.0
1100908,1100122,16.6666666666667,6.66666666666667
1100908,1100205,10.0,46.6666666666667
1100924,1100304,71.6666666666667,25.0
1100924,1100189,8.33333333333333,0.0
1100924,1100049,20.0,56.6666666666667
1100924,1100205,0.0,15.0
1100924,0,0.0,3.33333333333333
1100940,1100023,63.3333333333333,58.3333333333333
1100940,1100205,36.6666666666667,40.0
1100940,1100452,0.0,1.66666666666667
1101005,1100114,51.6666666666667,15.0
1101005,1100205,3.33333333333333,36.6666666666667
1101005,1100122,11.6666666666667,13.3333333333333
1101005,1100023,18.3333333333333,8.33333333333333
1101005,1100155,15.0,0.0
1101005,1100049,0.0,20.0
1101005,3505500,0.0,6.66666666666667
1101104,1100205,75.0,76.6666666666667
1101104,1100023,10.0,0.0
1101104,0,11.6666666666667,5.0
1101104,3550308,0.0,1.66666666666667
1101104,3505500,0.0,15.0
1101104,5208707,3.33333333333333,1.66666666666667
1101203,1100049,66.6666666666667,30.0
1101203,1100122,21.6666666666667,10.0
1101203,1100205,5.0,48.3333333333333
1101203,5103403,0.0,8.33333333333333
1101203,1100304,6.66666666666667,0.0
1101203,3505500,0.0,3.33333333333333
1101302,1100122,20.0,13.3333333333333
1101302,1100155,31.6666666666667,11.6666666666667
1101302,1100205,11.6666666666667,30.0
1101302,1100049,23.3333333333333,35.0
1101302,1100023,6.66666666666667,6.66666666666667
1101302,1100114,6.66666666666667,3.33333333333333
1101401,1100023,90.0,0.0
1101401,1100205,10.0,20.0
1101401,3505500,0.0,80.0
1101435,1100155,18.3333333333333,0.0
1101435,1100122,41.6666666666667,23.3333333333333
1101435,1100205,18.3333333333333,56.6666666666667
1101435,1101302,11.6666666666667,0.0
1101435,1100049,6.66666666666667,20.0
1101435,1100023,3.33333333333333,0.0
1101450,1100049,43.3333333333333,60.0
1101450,1100288,33.3333333333333,0.0
1101450,1100189,16.6666666666667,0.0
1101450,1100205,0.0,31.6666666666667
1101450,1100122,6.66666666666667,8.33333333333333
1101468,1100056,98.3333333333333,0.0
1101468,1100304,0.0,66.6666666666667
1101468,1100205,0.0,33.3333333333333
1101468,1100064,1.0,0.0
1101468,0,0.666666666666667,0.0
1101476,1100189,30.0,0.0
1101476,1100288,50.0,0.0
1101476,1100049,16.6666666666667,50.0
1101476,1100205,0.0,36.6666666666667
1101476,1100122,3.33333333333333,10.0
1101476,1100304,0.0,3.33333333333333
1101484,1100288,43.3333333333333,0.0
1101484,1100049,13.3333333333333,56.6666666666667
1101484,1100189,43.3333333333333,0.0
1101484,1100205,0.0,36.6666666666667
1101484,1100122,0.0,3.33333333333333
1101484,1100304,0.0,3.33333333333333
1101492,1100205,10.0,38.3333333333333
1101492,1100122,40.0,28.3333333333333
1101492,1100049,26.6666666666667,11.6666666666667
1101492,1100320,13.3333333333333,0.0
1101492,1100346,10.0,0.0
1101492,1100023,0.0,11.6666666666667
1101492,1100114,0.0,3.33333333333333
1101492,1100304,0.0,6.66666666666667
1101500,1100122,36.6666666666667,23.3333333333333
1101500,1100205,16.6666666666667,46.6666666666667
1101500,1100049,23.3333333333333,16.6666666666667
1101500,1100320,16.6666666666667,0.0
1101500,1100023,3.33333333333333,0.0
1101500,3505500,0.0,10.0
1101500,1100155,3.33333333333333,0.0
1101500,5103403,0.0,3.33333333333333
1101559,1100122,36.6666666666667,20.0
1101559,1100155,50.0,0.0
1101559,1100205,0.0,53.3333333333333
1101559,1100049,13.3333333333333,16.6666666666667
1101559,3505500,0.0,6.66666666666667
1101559,5208806,0.0,3.33333333333333
1101609,1100114,43.3333333333333,0.0
1101609,1100205,10.0,66.6666666666667
1101609,1100122,16.6666666666667,4.0
1101609,1100155,6.66666666666667,1.66666666666667
1101609,1100023,13.3333333333333,11.0
1101609,1100049,10.0,10.0
1101609,3505500,0.0,6.66666666666667
1101708,1100122,33.3333333333333,10.0
1101708,1100205,30.0,46.6666666666667
1101708,1100155,10.0,3.33333333333333
1101708,1100049,13.3333333333333,16.6666666666667
1101708,1100346,3.33333333333333,0.0
1101708,1100023,3.33333333333333,3.33333333333333
1101708,3505500,0.0,10.0
1101708,1100304,3.33333333333333,3.33333333333333
1101708,1101492,3.33333333333333,0.0
1101708,5103403,0.0,3.33333333333333
1101708,5213103,0.0,3.33333333333333
1101757,1100114,41.6666666666667,13.3333333333333
1101757,1100130,6.66666666666667,0.0
1101757,1100122,18.3333333333333,16.6666666666667
1101757,1100205,20.0,48.3333333333333
1101757,1100023,10.0,6.66666666666667
1101757,1100155,1.66666666666667,0.0
1101757,1100049,1.66666666666667,10.0
1101757,3505500,0.0,5.0
1101807,1100155,35.0,3.33333333333333
1101807,1100122,41.6666666666667,23.3333333333333
1101807,1100205,3.33333333333333,36.6666666666667
1101807,1100049,20.0,10.0
1101807,3505500,0.0,20.0
1101807,3550308,0.0,6.66666666666667
1200013,1200401,76.6666666666667,76.6666666666667
1200013,1100205,20.0,11.6666666666667
1200013,3505500,1.66666666666667,10.0
1200013,5208707,1.66666666666667,1.66666666666667
1200054,1200401,31.6666666666667,100.0
1200054,1200104,68.3333333333333,0.0
