cod_origem,cod_destino,passageiros_rodov,passageiros_aereo,passageiros_total,prob_rodov,prob_aereo,prob_total
2921401,2917508,22.0,0.0,22.0,0.21153846153846154,0.0,0.21153846153846154
2921450,2903953,13.0,0.0,13.0,0.03155339805825243,0.0,0.03155339805825243
2921450,2925006,69.0,0.0,69.0,0.16747572815533981,0.0,0.16747572815533981
2921450,2925105,53.0,0.0,53.0,0.12864077669902912,0.0,0.12864077669902912
2921450,2933307,277.0,0.0,277.0,0.6723300970873787,0.0,0.6723300970873787
2921500,2906808,122.0,0.0,122.0,0.03395491232952964,0.0,0.03395491232952964
2921500,2908408,21.0,0.0,21.0,0.00584469802393543,0.0,0.00584469802393543
2921500,2910701,15.0,0.0,15.0,0.004174784302811021,0.0,0.004174784302811021
2921500,2910800,290.0,0.0,290.0,0.08071249652101307,0.0,0.08071249652101307
2921500,2917003,43.0,0.0,43.0,0.011967715001391595,0.0,0.011967715001391595
2921500,2925808,55.0,0.0,55.0,0.015307542443640411,0.0,0.015307542443640411
2921500,2926103,9.0,0.0,9.0,0.0025048705816866127,0.0,0.0025048705816866127
2921500,2927507,18.0,0.0,18.0,0.005009741163373225,0.0,0.005009741163373225
2921500,2928000,31.0,0.0,31.0,0.008627887559142778,0.0,0.008627887559142778
2921500,2930105,45.0,0.0,45.0,0.012524352908433064,0.0,0.012524352908433064
2921500,2930501,44.0,0.0,44.0,0.01224603395491233,0.0,0.01224603395491233
2921500,2933000,17.0,0.0,17.0,0.004731422209852491,0.0,0.004731422209852491
2921500,3149903,3.0,0.0,3.0,0.0008349568605622043,0.0,0.0008349568605622043
2921609,2806206,12.0,0.0,12.0,0.375,0.0,0.375
2921609,2902708,3.0,0.0,3.0,0.09375,0.0,0.09375
2921609,2913200,17.0,0.0,17.0,0.53125,0.0,0.53125
2921708,2300309,3.0,0.0,3.0,0.0013280212483399733,0.0,0.0013280212483399733
2921708,2302008,3.0,0.0,3.0,0.0013280212483399733,0.0,0.0013280212483399733
