cod_mun,cidade,espalhamento,total
1100015,16233.443229045137,221.20813045297615,16454.65135949811
1100023,34044.15118952966,765.3409742658978,34809.492163795556
1100031,4752.701358109459,30.967072799155762,4783.668430908615
1100049,31536.06365139428,892.1634590481837,32428.227110442465
1100056,12725.42577621664,385.8026003246887,13111.228376541329
1100064,12218.690124037366,114.57674349152829,12333.266867528895
1100072,6420.823934870698,24.488284156674876,6445.312219027373
1100080,14569.602090541232,66.78811749129913,14636.390208032532
1100098,20703.435786949954,64.48592042359353,20767.92170737355
1100106,24972.96232211811,63.991394170524764,25036.953716288634
1100114,25919.441352540252,538.4600350616604,26457.901387601913
1100122,35380.65482840079,935.7610307034304,36316.41585910422
1100130,23557.584966342754,22.258338111005237,23579.84330445376
1100148,15217.28834804875,205.4561774521998,15422.74452550095
1100155,21406.022871857505,696.710776884363,22102.73364874187
1100189,21817.266433845467,1208.4791494681535,23025.74558331362
1100205,41416.67778590309,2852.3112170637696,44268.98900296686
1100254,13892.268577426086,702.2347535566304,14594.503330982716
1100262,3669.6400173984307,0.0,3669.6400173984307
1100288,26934.71970831961,335.4050188404051,27270.124727160015
1100296,5468.624964865535,1236.0029885454774,6704.627953411013
1100304,33329.882192111545,1019.8569960767619,34349.73918818831
1100320,16474.56503417975,638.6440594782002,17113.209093657948
1100338,20405.82891840911,35.59564467843622,20441.42456308755
1100346,11294.363714133722,528.1957740440557,11822.559488177778
1100379,10984.027581687038,9.181831213550563,10993.209412900589
1100403,16120.33430548562,127.176419392716,16247.510724878335
1100452,23355.817030837483,26.94983719651793,23382.766868034
1100502,7246.377450516587,792.7451765180721,8039.122627034659
1100601,5808.0325825764085,9.039748576990824,5817.072331153399
1100700,11711.583951805442,16.26360235747443,11727.847554162916
1100908,2826.7358401856827,37.554507688419505,2864.2903478741023
1100924,9957.863430732737,29.382696219208505,9987.246126951946
1100940,18381.069961089386,48.246934097759066,18429.316895187145
1101005,6484.48568183863,14.708142992737859,6499.193824831367
1101104,9285.959334142863,227.02508676322716,9512.98442090609
1101203,8303.216472859955,7.960061981818883,8311.176534841774
1101302,9183.706070271128,404.1866108619217,9587.89268113305
1101401,12787.462867478063,185.34722545024337,12972.810092928306
1101435,6224.520073240013,292.11364945417887,6516.633722694191
1101450,5818.292855507426,0.0,5818.292855507426
1101468,2078.355745885401,96.77098234613528,2175.1267282315366
1101476,2615.950087235861,59.542370590329064,2675.49245782619
1101484,4659.630951853524,114.97066506007059,4774.601616913595
1101492,15533.323686394378,105.81415979692952,15639.137846191308
1101500,9995.206067550507,413.60975014261135,10408.81581769312
1101559,3947.8730946287114,381.28374274495224,4329.156837373664
1101609,8956.422391094533,48.73232835332554,9005.154719447859
1101708,9447.756039266776,628.6421519026104,10076.398191169386
1101757,9808.115677569007,82.43617567069343,9890.5518532397
1101807,5960.099398003069,8.80685428407682,5968.906252287145
1200013,12540.45568997195,10.70763946449977,12551.16332943645
1200054,6900.765644993704,40.69553601297253,6941.461181006676
1200104,24767.853829215306,31.12586046426251,24798.979689679567
1200138,9114.149336729004,130.41979428016617,9244.56913100917
1200179,10302.168749023629,273.566212775325,10575.734961798955
1200203,31240.932791372965,2198.7799871257384,33439.7127784987
1200302,21405.16009030207,65.25578045476884,21470.41587075684
1200328,7669.88639912219,1.8556319918439113,7671.742031114034
1200336,14786.528096589373,10.735817947631386,14797.263914537003
1200344,8482.905477275106,0.0,8482.905477275106
1200351,14603.896027490271,1737.7917865685063,16341.687814058778
1200385,14993.172227309506,476.677948527284,15469.85017583679
1200393,10451.517295314645,242.77352301093836,10694.290818325584
1200401,41089.24950810596,2144.9863230046676,43234.23583111063
1200427,14846.03912403308,65.6940895443244,14911.733213577403
1200435,6289.338365773205,82.44686053923408,6371.785226312439
1200450,16608.295447883876,693.4159800607409,17301.711427944618
1200500,25027.841793202377,83.51188780185724,25111.353681004235
1200609,24114.949528543904,69.27344676610751,24184.22297531001
1200708,14883.803958129953,182.70644262144538,15066.510400751398
1200807,14509.77657179938,48.08144891089085,14557.858020710271
1300029,12941.669743183795,66.86312205222764,13008.532865236022
1300060,10077.152304033672,98.34363341017948,10175.495937443851
1300086,11641.336412706445,100.08791870437423,11741.424331410819
1300102,15964.424479380628,100.71677184795989,16065.141251228588
1300144,16316.46494241574,391.5713119362719,16708.036254352013
1300201,15434.475712121179,0.0,15434.475712121179
1300300,23344.361621092587,27.563268384274544,23371.92488947686
1300409,18605.076112036084,302.5730280602642,18907.64914009635
1300508,20627.484601788405,252.30912306656876,20879.793724854975
1300607,24440.442672730973,29.6830456295044,24470.125718360476
1300631,15234.286236985026,75.2539478954824,15309.540184880509
1300680,14992.226730418384,60.65295153848209,15052.879681956867
1300706,21385.233233196872,107.25536311227674,21492.488596309147
1300805,23672.13695703322,228.52484517452433,23900.661802207745
1300839,11123.426701081735,27.55395722255284,11150.980658304288
1300904,12698.713281792408,5.976218151954855,12704.689499944363
1301001,18689.96401055031,1810.3716441660456,20500.335654716357
1301100,22678.041770013926,25.517199374889096,22703.558969388814
1301159,20139.294693294247,5.784253450814254,20145.07894674506
1301209,30843.38664587618,2314.8956117029984,33158.28225757918
1301308,19436.437488691547,70.89744298569644,19507.334931677244
1301407,21636.40464958594,679.5416849638118,22315.946334549753
1301506,15364.524274683115,56.45548959951802,15420.979764282634
1301605,12952.065948347876,40.80832656518175,12992.874274913058
1301654,12860.301544626884,4396.025097808402,17256.326642435284
1301704,27352.75958326518,26.478576960809953,27379.23816022599
1301803,20030.85171489457,0.18822194074772727,20031.039936835317
