cod_mun,pib,PIB_agro,PIB_ind,PIB_serv,PIB_pub,hierarquia,nome_hierarquia,CGT,CI,CGP,indice_atracao,ia_vestuario,ia_moveis,ia_saude_bm,ia_saude_a,ia_ensino_sup,ia_cultura,ia_esporte,ia_aeroporto,ia_jornal,ia_transporte,num_leitos
4219606,186210,58590,52790,41540,20222,5,Centro Local,,1.47712125471966,,123.657511737089,0.0,0.0,0.0,0.0,0.0,74.8666666666666,74.8666666666666,0.0,0.0,1049.40845070422,5.8036840777189
4306734,186167,86726,7238,58201,24365,5,Centro Local,,1.68124123737559,,168.043333333333,0.0,0.0,0.0,0.0,0.0,395.966666666668,1284.46666666667,0.0,0.0,0.0,0.0
2200509,186137,20693,8489,54672,92964,5,Centro Local,1.63346845557959,1.63346845557959,0.0,4726.72247551881,1401.4625205644,3403.2412079765,11701.4933333333,0.0,1864.33,12180.4017476294,13612.220695624,0.0,0.0,2079.52791433767,2.21528546974121
3109451,186136,68589,45339,31774,34680,5,Centro Local,,1.04139268515823,,66.1583333333333,0.0,0.0,0.0,0.0,0.0,0.0,661.583333333333,0.0,0.0,0.0,0.0
4316204,185383,85614,6856,56875,26668,5,Centro Local,,1.60205999132796,,731.332837666605,0.0,0.0,59.9333333333333,0.0,0.0,1581.25333333333,624.16,0.0,0.0,5041.32245074012,6.17522192203782
1300144,185275,60354,12501,35644,74532,5,Centro Local,1.60205999132796,1.60205999132796,0.0,2704.83654761905,889.9,1830.23333333333,2076.43333333333,0.0,0.0,8458.68333333333,8179.96666666666,0.0,0.0,4771.91547619048,1.94597599962934
4305603,185075,96200,7015,50358,21496,5,Centro Local,,1.57978359661681,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4310363,185019,21267,77787,40693,18160,5,Centro Local,,1.47712125471966,,676.59137359154,159.124301695874,0.0,0.0,0.0,0.0,3083.52894939184,2756.12715149437,0.0,162.8,604.333333333332,0.0
4203105,184847,40568,36053,64310,27767,5,Centro Local,,1.73239375982297,,90.5885057471261,309.066666666667,0.0,77.2666666666668,0.0,0.0,0.0,0.0,0.0,0.0,519.551724137929,4.37814172206908
3123908,184634,25480,13503,79325,55376,5,Centro Local,1.98677173426624,1.98677173426624,0.0,5042.77493449769,7756.03231527768,8807.56475703452,5154.5223624863,82.5833333333335,0.0,7888.79651514324,4302.9418046673,0.0,0.0,16435.3082570344,3.5493624293414
5212303,184519,100497,16519,30611,29166,5,Centro Local,,1.49136169383427,,1171.48480734767,0.0,0.0,0.0,0.0,0.0,0.0,2060.36666666667,0.0,0.0,9654.48140681003,3.79432160146539
2204303,184465,4422,82763,36786,44595,5,Centro Local,1.7160033436348,1.7160033436348,0.0,3901.4178610387,0.0,0.0,621.15,0.0,2407.37666666667,10822.1260616884,16216.4666666667,0.0,0.0,8947.05921536518,2.15703192407248
4302006,184296,76208,7281,45747,47717,5,Centro Local,,1.50514997831991,,1447.48541867802,1467.96666666667,1145.86666666667,0.0,0.0,0.0,723.246666666665,1109.88333333333,0.0,6350.25333333333,3677.6375201135,0.0
3101003,184041,21394,8483,87002,48433,5,Centro Local,,1.53147891704226,,567.593,0.0,0.0,0.0,0.0,0.0,4249.21666666667,1285.98,0.0,0.0,0.0,3.48742301699191
3132107,183994,18371,11114,63466,81110,5,Centro Local,,1.64345267648619,,5470.8332205742,13297.7,7739.4,1719.86666666666,214.983333333334,644.95,4639.08333333334,11918.1333333333,0.0,0.0,9063.38231850116,2.25994928894279
2303808,183928,19256,6999,67403,77879,5,Centro Local,1.56820172406699,1.56820172406699,0.0,1101.258753781,0.0,0.0,0.0,0.0,7245.06666666667,0.0,0.0,0.0,0.0,3767.52087114338,2.69317596736504
3168903,183612,67730,21065,52482,28946,5,Centro Local,,1.34242268082221,,377.584444444445,0.0,125.266666666667,0.0,0.0,0.0,242.366666666667,1516.2,0.0,0.0,1879.0,2.14100015292858
1200427,183516,48582,4736,18233,109619,5,Centro Local,,1.0,,1156.97111111111,0.0,0.0,0.0,0.0,0.0,1846.22,8566.51999999999,0.0,0.0,0.0,0.864677907479464
3305133,183406,42652,10051,51366,61327,5,Centro Local,,1.34242268082221,,330.692971690851,1710.43333333334,1596.49638357517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4127908,183147,82264,11810,43358,38058,5,Centro Local,,1.41497334797082,,348.616666666667,0.0,0.0,0.0,0.0,0.0,0.0,3486.16666666667,0.0,0.0,0.0,2.67472961972322
5221197,183087,7173,31193,88047,30150,5,Centro Local,,1.25527250510331,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4314704,183066,33335,19516,74883,43106,5,Centro Local,1.68124123737559,1.68124123737559,0.0,2222.45986912868,2537.03333333333,1943.98,370.8,0.0,0.0,2569.82666666666,4309.58,0.0,1758.2,8735.17869128678,4.92513790386131
5003157,182821,42970,11182,39644,80128,5,Centro Local,,1.53147891704226,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593980992608237
4108320,182697,82910,6879,54758,28144,5,Centro Local,,1.30102999566398,,487.961925816392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4879.61925816393,1.63907556138338
2609105,182578,66559,6060,44413,56765,5,Centro Local,,1.47712125471966,,677.833333333334,522.9,2265.9,0.0,0.0,0.0,1220.1,1743.0,0.0,0.0,348.6,0.567787521292032
4301651,182562,22452,73084,36052,27704,5,Centro Local,,1.7481880270062,,1360.79458018639,729.811858787908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.033067043018,12013.1008760329,3.9094315035022
2702603,182496,60890,4537,32541,82252,5,Centro Local,1.30102999566398,1.30102999566398,0.0,3258.20736097464,0.0,0.0,0.0,0.0,0.0,0.0,1793.4,0.0,0.0,30788.6736097464,0.0
2929107,182468,34261,10283,57430,72536,5,Centro Local,1.7481880270062,1.44715803134222,0.301029995663981,1138.91831281672,0.0,3755.26666666667,0.0,0.0,0.0,0.0,587.509649124521,0.0,0.0,7046.40681237601,0.854335753951303
3139102,182190,89334,24792,38966,22343,5,Centro Local,,1.6232492903979,,1166.41359014977,0.0,0.0,0.0,0.0,0.0,3019.56666666667,5961.98333333333,0.0,0.0,2682.5859014977,0.0
3555802,181976,56605,20726,65688,31326,5,Centro Local,,1.67209785793572,,634.511789005386,382.17,1064.33997119976,397.233333333333,0.0,0.0,818.811790153695,950.8,0.0,0.0,2606.71649907079,2.8546332894159
3150505,181877,53498,6739,70169,35106,5,Centro Local,,1.41497334797082,,2926.28091019135,0.0,0.0,0.0,0.0,0.0,4657.48333333333,6596.15,0.0,0.0,18009.1757685802,1.39033715676051
2910404,181804,41513,9340,51986,70085,5,Centro Local,1.69897000433602,1.39794000867204,0.301029995663981,1091.49,0.0,0.0,284.2,0.0,1050.66666666667,1607.33333333333,7153.36666666668,0.0,0.0,0.0,2.78519865855738
3154408,181534,20359,68065,50356,22445,5,Centro Local,,1.27875360095283,,2510.72572919947,34.8366666666666,34.8366666666666,2814.7882829613,514.109660686351,0.0,3343.80539901573,2703.79367918947,0.0,7073.91688204486,8587.17005476361,0.0
1702000,181312,78932,4475,38473,51850,5,Centro Local,,1.56820172406699,,1805.19068298154,675.6,900.800000000001,3378.0,0.0,0.0,411.883333333333,5556.35,0.0,0.0,7129.27349648206,3.3850822925178
1504950,181183,53465,7834,37411,76047,5,Centro Local,,1.41497334797082,,503.602827601921,433.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.36160935253,1.50298248086046
2701704,181090,40532,5991,44063,86144,5,Centro Local,,1.23044892137827,,5415.58934872134,5651.73333333334,6864.06666666666,11303.4666666667,0.0,0.0,10442.6666666667,5453.53333333333,0.0,0.0,9655.05747182535,2.27750525578136
2107100,181075,20622,8429,52461,92416,5,Centro Local,1.30102999566398,1.30102999566398,0.0,21549.6903942365,7931.29839687816,8141.31381729339,58216.35,0.0,9541.834870311,36708.1666666667,36287.2,0.0,0.0,41532.6745054272,1.27518490181076
4308300,180579,45982,8638,75835,42478,5,Centro Local,,1.69897000433602,,1058.17213154844,766.666666666666,433.333333333334,0.0,0.0,0.0,1631.7,4863.06666666666,0.0,66.6666666666666,2820.28798215105,0.0
2804904,180521,42248,23886,31209,74650,5,Centro Local,,1.30102999566398,,1386.1962295082,0.0,872.333333333334,0.0,0.0,0.0,413.2,5408.91666666666,0.0,0.0,7130.5956284153,0.0
4103354,180493,87052,6838,50651,26430,5,Centro Local,,1.36172783601759,,221.014740740741,188.166666666667,188.166666666667,0.0,0.0,0.0,310.366666666668,368.373333333333,0.0,0.0,1129.0,0.0
4103370,180264,74480,6000,67958,17805,5,Centro Local,,1.34242268082221,,702.659265041858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7026.59265041858,0.0
3100104,180089,50525,25918,62689,28084,5,Centro Local,,1.8750612633917,,1085.66497301129,0.0,209.55,0.0,0.0,0.0,158.75,3305.8,0.0,0.0,6950.46824863141,2.43832472748135
5216304,179883,71649,8131,50872,37618,5,Centro Local,,1.75587485567249,,2362.92557714035,0.0,0.0,0.0,0.0,0.0,0.0,3547.38333333333,0.0,0.0,19846.3409065386,3.00842358604091
3156809,179694,26648,6980,76332,58070,5,Centro Local,1.53147891704226,1.53147891704226,0.0,2586.36759259259,622.066666666667,1219.66666666667,3483.73333333333,0.0,0.0,13286.9833333333,6075.86666666666,0.0,0.0,1161.0,2.70531400966184
3204955,179424,20127,20813,73455,50869,5,Centro Local,,1.53147891704226,,2783.21486013455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27832.1486013455,0.0
2908903,179339,19297,22833,55900,68894,5,Centro Local,1.94448267215017,1.64345267648619,0.301029995663981,915.994348108827,0.0,0.0,486.533333333334,399.266666666666,0.0,0.0,0.0,0.0,0.0,7856.30238192459,0.924336458470883
2800506,179337,34248,11923,42789,81967,5,Centro Local,,1.07918124604762,,5781.41609968558,0.0,0.0,0.0,0.0,0.0,25014.45,3456.48333333333,0.0,0.0,28690.4749290496,0.0
2904308,179242,31787,9288,53284,76326,5,Centro Local,,1.54406804435028,,928.707264340152,481.966666666667,0.0,0.0,0.0,0.0,552.75,6004.56666666667,0.0,0.0,1874.48375451263,0.842871085085618
2404309,179105,8787,44984,44427,62823,5,Centro Local,,1.41497334797082,,6399.45739271914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57595.1165344723,0.923289989997692
4123857,179097,68097,9707,46237,45427,5,Centro Local,,1.77085201164214,,1346.19791811834,652.833333333335,652.833333333335,0.0,0.0,0.0,2703.16666666666,0.0,0.0,0.0,9308.07177377596,4.17345276872964
3154903,178791,18736,9535,85406,55282,5,Centro Local,1.96378782734555,1.66275783168157,0.301029995663981,6075.20411350989,5471.85,5646.21666666666,8463.04106447472,65.6166666666668,0.0,5405.03333333333,13952.0334402386,0.0,0.0,21748.249963719,2.92847206969764
1507706,178786,53601,5046,27686,87392,5,Centro Local,1.44715803134222,1.14612803567824,0.301029995663981,1087.87757094757,0.0,0.0,0.0,0.0,0.0,1326.1,2652.2,0.0,0.0,6118.04025974026,1.21668377628227
4313805,178687,44261,35280,58749,31983,5,Centro Local,,1.69019608002851,,1859.65961060438,1936.62395341833,3037.40778615075,737.799999999998,0.0,0.0,4315.17183470844,3493.96924324435,0.0,0.0,5075.62328852197,7.08415981864551
3548609,178593,30624,10526,90851,39100,5,Centro Local,,1.51851393987789,,1551.81509235041,298.883333333333,226.466666666666,6169.6,0.0,0.0,1049.76666666667,1824.23333333334,0.0,2798.93333333334,3150.26759017081,3.68256306389247
4125753,178576,68420,5868,62928,28542,5,Centro Local,,1.34242268082221,,317.846424756987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178.46424756987,0.0
4109658,178421,78818,20021,40258,26252,5,Centro Local,,1.30102999566398,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612406,178108,16573,7023,54297,90249,5,Centro Local,,1.65321251377534,,2007.69541072176,0.0,0.0,0.0,0.0,0.0,11427.75,0.0,0.0,0.0,6749.85527183826,0.537923614846692
2307106,178099,20217,5007,53244,92525,5,Centro Local,,1.25527250510331,,1839.6234584814,0.0,0.0,0.0,0.0,0.0,0.0,1594.41666666667,0.0,0.0,16266.4897867687,2.34569711186043
3136900,178017,49755,24656,55208,39346,5,Centro Local,,1.7481880270062,,6384.34832610573,56266.2064574043,0.0,68.6466666666666,0.0,0.0,0.0,0.0,0.0,0.0,7508.6301369863,1.34086773297577
1502509,177939,70534,5612,14032,84370,5,Centro Local,0.903089986991944,0.903089986991944,0.0,1976.36623931624,0.0,0.0,0.0,0.0,0.0,8420.31666666668,5181.73333333332,0.0,0.0,4185.24615384617,0.383272293671749
2309409,177885,21359,8686,55816,84635,5,Centro Local,1.68124123737559,1.38021124171161,0.301029995663981,5061.88947169376,2034.98333333333,2811.83333333333,294.766666666667,0.0,0.0,3058.4,4353.13333333333,0.0,0.0,37873.3539761968,0.700353678607697
3126208,177819,77478,7659,46199,36058,5,Centro Local,,1.14612803567824,,995.056666666667,0.0,396.933333333332,49.6166666666668,0.0,595.4,3153.03333333334,2537.3,0.0,0.0,2552.06666666667,1.06033294454459
3520202,177756,2195,26489,85914,42791,5,Centro Local,,1.36172783601759,,257.725693160813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2577.25693160813,1.58177791838026
2604502,177654,13840,7732,59400,84406,5,Centro Local,,1.65321251377534,,2814.60294834599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27448.3292442669,1.76097131470411
2922904,177652,26318,8472,55234,81150,5,Centro Local,1.53147891704226,1.53147891704226,0.0,3699.38026635038,0.0,0.0,0.0,0.0,0.0,2187.31666666667,10805.55,0.0,0.0,21542.2759375207,1.5922916751725
3152600,177483,22947,40686,58928,39146,5,Centro Local,,1.44715803134222,,1843.74886728241,0.0,0.0,0.0,0.0,0.0,250.583333333333,9699.1830054867,0.0,0.0,8487.72233400402,3.1660983925962
2913457,177433,63701,20593,31795,54127,5,Centro Local,,1.17609125905568,,4115.04880002552,0.0,0.0,0.0,0.0,0.0,0.0,5874.66666666668,0.0,0.0,33546.8085831332,0.598488815740256
4215406,177424,19831,44248,70471,22890,5,Centro Local,,1.60205999132796,,505.514097007224,118.933333333333,327.066666666666,0.0,0.0,0.0,0.0,236.733333333333,0.0,0.0,4372.40763673891,3.41880341880342
2904704,177335,16686,8501,81589,54631,5,Centro Local,1.41497334797082,1.41497334797082,0.0,5789.28999444005,1142.0,1142.0,0.0,0.0,0.0,2664.66666666667,5514.96666666667,0.0,0.0,42360.0800336604,0.0
3161809,177303,11868,52038,51028,48908,5,Centro Local,,1.39794000867204,,136.300675888575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.00675888575,0.0
2931202,177260,55660,8377,41455,66501,5,Centro Local,,1.47712125471966,,5768.64939647579,2420.35,2553.65000000001,895.65,0.0,0.0,927.6,1113.91666666667,0.0,0.0,47370.6320438712,1.24467423045622
1300102,177193,79417,4752,20474,70733,5,Centro Local,0.602059991327962,0.602059991327962,0.0,5037.6972934473,0.0,0.0,0.0,0.0,0.0,12094.65,21908.9333333333,0.0,0.0,11990.358974359,1.11987535300419
2303204,177042,25491,6034,49682,89150,5,Centro Local,1.84509804001426,1.54406804435028,0.301029995663981,509.970676883779,297.933333333333,0.0,0.0,0.0,0.0,446.9,446.9,0.0,0.0,3775.55862068964,1.21793688872486
4113601,177037,47627,38065,54218,24554,5,Centro Local,,1.50514997831991,,357.309447687654,0.0,0.0,0.0,0.0,0.0,931.178818613231,1201.03666666667,0.0,0.0,1440.87899159664,0.0
1505403,176712,68891,8929,38003,54371,5,Centro Local,1.36172783601759,1.36172783601759,0.0,2590.01509362567,0.0,0.0,0.0,0.0,0.0,867.333333333332,6064.88333333333,0.0,0.0,18299.1882707415,1.35432537667175
4120705,176695,26588,15717,82202,34659,5,Centro Local,,1.60205999132796,,824.038094746311,0.0,0.0,0.0,0.0,0.0,0.0,2077.8,0.0,0.0,6162.58094746311,3.77358490566038
5219712,176572,54044,68637,24812,22010,5,Centro Local,,1.07918124604762,,692.170712706601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6921.70712706601,0.0
5105234,176368,63745,41011,28711,35115,5,Centro Local,,1.46239799789896,,1175.47856391876,0.0,0.0,0.0,0.0,0.0,1635.61666666667,1145.66666666667,0.0,5563.33333333333,2905.66818637993,0.0
4302238,176368,113650,5507,33665,17427,5,Centro Local,,1.41497334797082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4202057,176150,13646,24617,78140,50267,5,Centro Local,,1.6232492903979,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116159,176141,57181,7625,51926,48120,5,Centro Local,,1.44715803134222,,310.306666666667,0.0,0.0,0.0,0.0,0.0,3082.53333333333,0.0,0.0,0.0,0.0,1.04501007688288
2301703,175870,14856,6231,64330,77498,5,Centro Local,1.80617997398389,1.50514997831991,0.301029995663981,2897.44913098863,0.0,0.0,0.0,0.0,0.0,0.0,1052.8,0.0,0.0,26360.7319919818,3.60338475241913
1304260,175838,83844,6725,24809,57828,5,Centro Local,,0.778151250383644,,1569.06462805532,0.0,0.0,0.0,0.0,0.0,4010.26666666667,3700.66666666666,0.0,0.0,7979.71294721992,1.49398670351834
3164209,175821,80270,9844,34895,44037,5,Centro Local,1.20411998265592,1.20411998265592,0.0,616.482685185185,791.933333333334,0.0,0.0,0.0,0.0,1474.92666666667,3236.13333333334,0.0,0.0,0.0,1.4828239558448
3204807,175797,18253,29858,60210,59850,5,Centro Local,,1.53147891704226,,2932.55054115106,0.0,0.0,8743.94443642123,2584.11455916598,0.0,3016.79547619864,794.533333333334,0.0,0.0,14186.1176063914,7.28752602687867
2100477,175650,23365,7655,42382,92307,5,Centro Local,,1.34242268082221,,3483.13518518519,679.700000000002,388.4,0.0,0.0,0.0,13586.5,16557.3666666667,0.0,0.0,0.0,2.16341631654857
4106001,175648,62513,14768,50505,38854,5,Centro Local,1.7481880270062,1.7481880270062,0.0,378.304423929484,837.3,0.0,285.866666666666,0.0,71.4666666666666,0.0,321.6,0.0,0.0,2266.81090596151,2.73441950552581
5007505,175639,40768,53959,38085,32913,5,Centro Local,,1.32221929473392,,1119.96687069873,973.166666666669,1167.8,1167.8,0.0,0.0,1535.38333333334,3447.71666666667,0.0,0.0,2907.80204032062,1.66574125485841
1200351,175480,41691,4257,15666,111532,5,Centro Local,,1.20411998265592,,1151.13643518518,0.0,0.0,0.0,0.0,0.0,2514.55,7105.3,0.0,0.0,0.0,0.705371676614216
3118700,175367,70481,7636,54126,35809,5,Centro Local,,1.50514997831991,,474.826666666667,0.0,0.0,0.0,0.0,0.0,0.0,1780.6,0.0,0.0,2967.66666666666,0.0
1504505,174783,41345,5493,22637,101723,5,Centro Local,0.845098040014257,0.845098040014257,0.0,10161.5190917456,0.0,0.0,6112.6,0.0,2000.6,8150.13333333331,27933.7,0.0,0.0,51386.2714649601,0.547145723144264
3142205,174548,15902,29099,63404,53328,5,Centro Local,,1.56820172406699,,588.328663446054,299.1,0.0,961.516666666667,0.0,0.0,299.1,0.0,0.0,0.0,4183.89130434783,3.2186682760008
2611408,174509,36104,37488,35958,57422,5,Centro Local,,0.778151250383644,,950.515508021391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9505.15508021391,0.269705346908503
2906709,174507,11045,9649,63575,82476,5,Centro Local,1.50514997831991,1.50514997831991,0.0,1359.56671658615,0.0,0.0,0.0,0.0,0.0,3414.55,8460.49999999999,0.0,0.0,1311.26086956521,2.17116690352124
4301875,174345,101983,7797,32112,24716,5,Centro Local,0.778151250383644,0.778151250383644,0.0,6414.19333333333,43220.5666666667,20921.3666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3167608,174262,32267,8377,56130,68907,5,Centro Local,,1.38021124171161,,4100.71511225079,1736.2,578.733333333334,2160.85,51.9833333333334,0.0,11029.85,4235.95,0.0,0.0,21184.7048262116,0.0
2906204,174080,16995,9974,58787,78723,5,Centro Local,1.41497334797082,1.41497334797082,0.0,3487.53602802115,1209.08,3022.70000000001,863.866666666666,0.0,0.0,4758.23333333333,10613.6333333333,0.0,0.0,10990.9586111647,1.38355111452729
1200179,174043,76015,5878,20357,67096,5,Centro Local,,1.07918124604762,,2352.29125522326,751.0,751.0,0.0,0.0,0.0,1846.75,500.666666666666,0.0,0.0,19457.1995892697,0.0
4303558,174032,51775,29386,56599,15604,5,Centro Local,,1.50514997831991,,223.952121212121,0.0,0.0,0.0,0.0,723.916666666668,0.0,217.65,0.0,0.0,1297.95454545454,0.0
4103305,173831,42885,6915,77313,33120,5,Centro Local,,1.5910646070265,,674.62561620958,809.033333333332,692.333333333335,138.466666666667,0.0,0.0,237.333333333333,1202.1,0.0,0.0,3666.98949542914,3.85242258112313
2912103,173802,18351,9667,67422,71992,5,Centro Local,1.68124123737559,1.38021124171161,0.301029995663981,5917.83405832602,7383.99999999999,7249.2,4409.19999999999,0.0,3778.23333333333,2761.96666666667,15696.0666666667,0.0,0.0,12490.6611216201,1.45362042336695
4319125,173786,105617,6501,36735,17190,5,Centro Local,,1.20411998265592,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100709,173717,37669,7007,41727,81361,5,Centro Local,,1.46239799789896,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939355226572481
3108909,173584,34302,16012,58051,54071,5,Centro Local,1.63346845557959,1.63346845557959,0.0,2925.63566309158,101.601360157286,100.404179830492,0.0,0.0,724.166666666668,796.848527177154,23462.1648981378,0.0,875.194693217085,3195.97630572941,1.24069478908189
4207205,173529,54808,19451,49934,44691,5,Centro Local,1.66275783168157,1.66275783168157,0.0,1519.23157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15192.3157894737,3.38950222738718
2802809,173352,36693,8025,33761,88583,5,Centro Local,,1.25527250510331,,1731.09816195433,0.0,0.0,0.0,0.0,0.0,427.166666666668,2789.4,0.0,0.0,14094.4149528767,0.0
5004007,173108,36909,13322,58801,52221,5,Centro Local,,1.77815125038364,,2646.49276817219,1504.66666666667,672.333333333335,0.0,0.0,605.1,4290.83,1713.6,0.0,0.0,17678.3976817219,1.20228434024647
2806305,172446,57546,5354,31341,69835,5,Centro Local,,0.778151250383644,,1316.15041892022,0.0,0.0,0.0,0.0,0.0,1184.06666666667,3566.16666666667,0.0,0.0,8411.27085586884,0.0
2615805,172266,18633,5486,41992,98816,5,Centro Local,,1.17609125905568,,6645.80318988921,0.0,0.0,0.0,0.0,0.0,9133.0,23431.6666666667,0.0,0.0,33893.3652322254,0.702351027650451
5108204,172250,78578,5953,36516,42952,5,Centro Local,,1.41497334797082,,424.876734105199,331.146666666666,168.76,0.0,0.0,0.0,1475.91919290383,1170.84666666667,0.0,0.0,989.2,2.77008310249307
2901353,172216,9030,58657,47212,52118,5,Centro Local,,1.41497334797082,,1526.178,0.0,0.0,0.0,0.0,0.0,5599.83,9661.95,0.0,0.0,0.0,0.068073519400953
5105176,172194,23934,12404,47142,76229,5,Centro Local,,1.82607480270083,,6628.48855092261,5776.2,7059.80000000001,2246.30000000001,0.0,0.0,4583.7,17431.85,0.0,0.0,22857.7572524213,1.23617436564737
2603108,171910,21786,6128,60265,73826,5,Centro Local,,1.67209785793572,,353.432134225692,0.0,0.0,0.0,0.0,0.0,1855.95,0.0,0.0,0.0,1324.93920803123,0.789811432520486
2108454,171787,10524,8212,74323,66536,5,Centro Local,,1.65321251377534,,41720.1840639817,0.0,0.0,33519.5553447397,41300.9933333333,0.0,9899.02715680247,0.0,0.0,0.0,319002.806944369,2.25841476655809
1501956,171563,35415,5645,26311,99483,5,Centro Local,,0.903089986991944,,705.301992337164,0.0,0.0,213.686666666666,0.0,0.0,244.213333333334,2443.1,0.0,0.0,4050.26436781609,0.0
5106265,171513,73791,5488,31716,48419,5,Centro Local,,1.30102999566398,,236.646666666667,0.0,0.0,0.0,0.0,0.0,0.0,2366.46666666667,0.0,0.0,0.0,0.0
2108306,171392,25755,6940,38431,95480,5,Centro Local,1.66275783168157,1.36172783601759,0.301029995663981,1433.19888888889,0.0,0.0,0.0,0.0,0.0,1809.42333333333,11089.3666666667,0.0,0.0,0.0,1.85849278852446
4106456,171300,66811,28203,30372,35855,5,Centro Local,,1.53147891704226,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2502508,171210,16898,11379,51613,78126,5,Centro Local,1.64345267648619,1.64345267648619,0.0,1629.28592699691,593.333333333335,1554.03333333333,3180.11666666667,0.0,289.283333333333,3227.96666666666,2742.45,0.0,0.0,3132.31167630555,1.85905019435525
2912905,171186,29985,13672,57108,62328,5,Centro Local,1.25527250510331,1.25527250510331,0.0,2415.38152407074,0.0,0.0,0.0,0.0,0.0,11608.4933333333,2714.6,0.0,0.0,7415.3403833033,5.7741116751269
4127809,170843,72972,14453,42978,34226,5,Centro Local,1.32221929473392,1.32221929473392,0.0,2215.07255555555,1385.2,63.27,2119.83333333333,0.0,0.0,5686.99999999999,12796.6333333333,0.0,0.0,0.0,8.21713147410359
4113452,170783,59787,11851,60716,25616,5,Centro Local,,1.44715803134222,,2176.93905325252,19217.9671793788,0.0,0.0,0.0,0.0,127.8,1659.65287344161,0.0,0.0,763.970479704796,4.19991600167997
5108956,170774,38678,10185,59449,49473,5,Centro Local,1.76342799356294,1.76342799356294,0.0,2264.68495238095,745.45,4312.33333333333,0.0,0.0,0.0,4461.42333333333,6560.58333333333,0.0,0.0,6567.05952380952,1.43203348755232
3503406,170709,50743,12376,68142,32261,5,Centro Local,,1.55630250076729,,207.245,0.0,0.0,0.0,0.0,0.0,1253.2,819.250000000001,0.0,0.0,0.0,3.40975896531452
3540507,170534,46379,31730,50934,33106,5,Centro Local,,1.78532983501077,,1977.7369561491,1050.53333333333,427.75,0.0,0.0,0.0,757.233333333333,3123.45,0.0,6806.33333333333,7612.06956149099,0.0
5104559,170371,68654,10471,42221,30954,5,Centro Local,,1.65321251377534,,4684.61647857754,0.0,0.0,0.0,0.0,0.0,0.0,484.066666666667,0.0,0.0,46214.2338199995,4.10151243270956
2507309,170366,15874,7898,42376,97164,5,Centro Local,1.32221929473392,1.32221929473392,0.0,397.173471443141,1208.46666666667,0.0,509.533333333334,0.0,0.0,698.933333333332,576.62,0.0,0.0,864.951751468447,0.391907118013031
3517000,170097,52457,7804,64633,39518,5,Centro Local,,1.7481880270062,,2268.95002151603,0.0,0.0,0.0,0.0,0.0,0.0,784.166666666666,0.0,0.0,21905.3335484936,4.22163588390501
4308003,170096,17908,16883,91243,30983,5,Centro Local,2.09342168516223,1.79239168949825,0.301029995663981,10358.1051266119,6699.56666666667,5653.05,27067.8964556015,28614.6269641249,1834.05382891616,7726.89333333334,10429.6066666667,0.0,5945.1,9610.2573508095,6.72645739910314
4312252,170019,56396,10241,44690,35152,5,Centro Local,,1.86923171973098,,3868.52423418499,0.0,0.0,0.0,0.0,0.0,308.966666666666,2184.71666666667,0.0,0.0,36191.5590085165,0.0
2616001,169962,19178,18277,52547,68421,5,Centro Local,1.47712125471966,1.47712125471966,0.0,4101.99917299469,2256.6,485.133333333333,2256.6,0.0,0.0,485.133333333333,6622.8,0.0,0.0,28913.7250632802,1.31161875614821
