cod_mun,pib,PIB_agro,PIB_ind,PIB_serv,PIB_pub,hierarquia,nome_hierarquia,CGT,CI,CGP,indice_atracao,ia_vestuario,ia_moveis,ia_saude_bm,ia_saude_a,ia_ensino_sup,ia_cultura,ia_esporte,ia_aeroporto,ia_jornal,ia_transporte,num_leitos
4310603,1147366,324575,174149,378111,179003,4A,Centro de Zona A,2.79934054945358,2.32221929473392,0.477121254719662,3648.02814284686,2306.5,1998.96666666667,1440.23333333333,0.0,8823.23333333331,768.833333333335,1867.83333333333,0.0,922.6,18352.0814284686,2.09232725057605
3550100,1115217,105222,192003,583214,140871,4A,Centro de Zona A,2.51851393987789,2.21748394421391,0.301029995663981,20783.903942353,5168.73333333334,5897.15,28958.4666666667,433.666666666667,47508.1661740873,2896.80437478748,9655.40666666665,0.0,10753.5,86604.1267706601,0.85824280915132
3104205,1097434,38692,325305,426505,158138,4A,Centro de Zona A,2.61066016308988,2.3096301674259,0.301029995663981,17628.2109941112,8724.64370866669,11847.9308468992,18331.792282699,1500.96107258202,56632.8889815689,21258.408796298,17407.9106777457,0.0,0.0,40577.5735746527,1.60832307189707
3516705,1091079,74673,183604,586170,154762,4A,Centro de Zona A,2.72509452108147,2.24797326636181,0.477121254719662,19712.2528522559,50862.0107080377,4317.40079428153,6288.68053778454,1583.16180374926,22991.8934867073,4516.26044150471,7065.09630523697,0.0,5586.5,91944.6534043209,7.03177822853279
4313300,1079805,58185,363557,411542,112546,4A,Centro de Zona A,2.65321251377534,2.35218251811136,0.301029995663981,16672.021900598,24766.0020382964,25954.6236763761,26821.8384809659,4011.66311649551,16566.5233333333,27767.8161860076,7218.28462631856,0.0,17221.3915621875,16084.7037637767,2.9051361316995
4117602,1065498,105865,216975,460929,182067,4A,Centro de Zona A,2.83505610172011,2.35793484700045,0.477121254719662,17145.558905942,9277.37666666666,8873.08333333333,15856.9166666667,3536.8,57953.0280928723,12222.3433333333,14999.05,0.0,17250.1878247448,31437.0605492106,1.81282122793737
4304507,1063918,356162,41313,382420,227427,4A,Centro de Zona A,2.72015930340595,2.24303804868629,0.477121254719662,2219.93307383698,5410.75,3318.45,1566.59392691164,0.0,436.4,872.799999999998,4544.83333333333,0.0,0.0,6049.50347812477,1.86143079594065
1501709,1057723,195228,69280,364819,365169,4A,Centro de Zona A,2.58771096501891,2.11058971029925,0.477121254719662,75646.7534670806,82091.7833333333,79508.0666666667,86260.5733333334,10502.6066666667,120924.213333333,102314.766666667,83276.9333333333,0.0,65086.39,126256.85911525,2.84729032870385
4120606,1056262,318115,81113,379469,206263,4A,Centro de Zona A,2.55144999797287,2.25042000230889,0.301029995663981,14540.5238406573,5829.0,7303.55,32654.8666666667,0.0,5961.5,33367.8466666667,15696.8666666667,0.0,3058.9,41532.7084065731,2.44414079790612
5100300,1046860,183444,329987,314774,146605,4A,Centro de Zona A,2.75966784468963,2.06069784035361,0.698970004336019,12616.3222508788,3940.86666666667,8922.23333333333,1896.76666666666,0.0,7800.32666666667,5293.28333333333,15588.23,0.0,0.0,78204.0430475083,3.59290218507112
3541307,1041395,71665,244821,496531,152473,4A,Centro de Zona A,2.36172783601759,2.06069784035361,0.301029995663981,14017.14984944,15967.5439836846,20081.9804174213,6203.99843708957,0.0,17956.4366802778,14283.6529833935,18530.990046275,0.0,10963.0873756792,36183.8085705787,1.77248557014953
4318804,1035500,304972,62343,410762,190364,4A,Centro de Zona A,2.74896286125616,2.2718416065365,0.477121254719662,6892.98798825785,8455.1,3616.2,3569.4,575.833333333335,287.916666666667,12630.6,26480.0333333333,0.0,0.0,13314.7965492452,3.94269340974212
3110608,1034897,36464,263333,435711,128303,4A,Centro de Zona A,2.67024585307412,2.19312459835446,0.477121254719662,15042.4985760054,19991.3666666667,23938.1333333333,8813.65000000001,0.0,0.0,21325.2133333333,2056.66666666667,0.0,45506.2333333333,28793.7224267209,1.97017458777886
2606408,1017798,25063,97375,491647,309159,4A,Centro de Zona A,2.77378644498119,2.29666519026153,0.477121254719662,21575.7838599986,11892.1,41695.1500000001,2658.60000000001,0.0,759.599999999999,77660.05,31346.3611775491,0.0,0.0,44539.4864871241,0.671165070652109
4202800,1014689,95952,232893,435119,129249,4A,Centro de Zona A,2.61489721603313,2.31386722036915,0.301029995663981,13310.3514798843,10777.8434096787,13517.0973584334,13398.8333333333,3893.25,1816.42333333333,9180.05026935249,25957.4387978056,0.0,14120.1882920942,37642.67664651,2.21104918827235
3138401,982419,50208,107405,522795,199809,4A,Centro de Zona A,2.7535830588929,2.27646180417324,0.477121254719662,19614.9700918285,11806.2666666667,12139.3966666667,31134.3846531511,11189.7026791945,15673.3407427836,27141.3479259774,26407.5982949994,0.0,0.0,59689.2504029127,1.65613340440113
3534609,974585,30652,281425,473017,105787,4A,Centro de Zona A,2.76492298464989,2.28780172993023,0.477121254719662,19963.7851063327,20112.9869678968,27724.8184460142,4960.2058569791,1120.5,12422.9189418006,9238.15776015505,77569.5355005879,0.0,10425.4553405619,36061.0789159978,2.22873542162789
4310009,965893,217925,89129,459750,94076,4A,Centro de Zona A,2.67209785793572,2.37106786227174,0.301029995663981,7814.08177480551,10646.45,9008.38333333333,3249.23333333333,378.9,2961.65,15524.9,22799.7,0.0,5712.65,7435.44922953658,2.02129757444291
4210506,959640,37487,310042,377577,104664,4A,Centro de Zona A,2.63748972951251,2.33645973384853,0.301029995663981,17600.5656052692,21422.4666666667,29171.1333333333,17574.45,1093.6,14990.6666666667,38170.0333333333,5989.73333333334,0.0,19156.85,27937.426423062,3.18859977168051
2405801,946709,15353,522252,185277,160438,4A,Centro de Zona A,2.44090908206522,2.13987908640124,0.301029995663981,25388.0708076082,41667.14,42897.0166666667,23163.0666666667,0.0,16263.2566666667,20591.2966666667,31457.9952380952,0.0,0.0,62290.9130155086,0.97850174115751
5104807,943215,220381,163328,304309,176485,4A,Centro de Zona A,2.68124123737558,2.20411998265592,0.477121254719662,23268.0985871439,13700.0333333333,16296.5666666667,6286.63333333333,273.3,8495.2,64858.1166666666,41122.4333333334,0.0,1879.16666666667,75316.3658254469,1.88842796111696
4212908,942607,51904,308185,376277,86455,4A,Centro de Zona A,2.55630250076729,2.25527250510331,0.301029995663981,14579.4581366073,19227.9166666667,20799.65,16805.6833333333,2567.47443614404,28785.31,12005.7833333333,6367.68333333334,0.0,20248.3166666667,17581.2673002993,2.10991660805787
3139003,939964,130459,152694,405716,152868,4A,Centro de Zona A,2.81157500587059,2.33445375115093,0.477121254719662,18167.9423602405,16315.1,16377.9,17559.8,0.0,73011.5166666666,3222.33333333333,5905.79999999999,0.0,14977.2,33920.0095283311,1.3383041774209
5217401,901807,125688,160386,381393,140296,4A,Centro de Zona A,2.71180722904119,2.01283722470517,0.698970004336019,9194.54016032883,12994.5333333333,9775.4,1178.06666666667,0.0,28512.0836745006,6558.73333333334,4639.85,0.0,2290.56666666667,25364.1549658247,1.49933211569392
5000609,877582,223198,85748,287625,201796,4A,Centro de Zona A,2.71264970162721,2.23552844690755,0.477121254719662,19696.419535241,23961.4333333333,27078.7,11480.7333333333,0.0,7474.93333333334,27263.8166666667,26622.3166666667,0.0,49503.6333333333,23578.6286857433,3.25992094050003
3107109,876245,185826,48956,408930,156225,4A,Centro de Zona A,2.6414741105041,2.16435285578444,0.477121254719662,20805.73586783,17428.75,16531.5,15454.4666666667,0.0,5068.68,31406.6,81530.1833333333,0.0,0.0,40637.1786783,1.77362544028378
2311405,872311,61244,200493,288487,254730,4A,Centro de Zona A,2.66275783168157,2.06069784035361,0.602059991327962,33229.3583472161,28602.26,28331.8,80113.2833333333,55283.75,34456.3666666667,53098.6833333333,16233.8666666667,0.0,0.0,34989.8993980867,2.99692720122406
2508901,871852,102638,118207,291614,287725,4A,Centro de Zona A,2.55266821611219,2.07554696139253,0.477121254719662,28226.2031229291,31156.1733333334,44017.6733333333,47796.1333333333,4278.06666666667,54655.5919370411,10299.7333333333,20591.02,0.0,19891.8,39578.0004737434,1.51283729725798
5103205,871359,65374,151710,389006,174516,4A,Centro de Zona A,2.80140371001735,2.32428245529769,0.477121254719662,23694.1929201009,16168.5666666667,14952.2666666667,44690.5333333333,22805.4666666667,43042.2,28224.1833333333,43743.9133333334,0.0,3566.66666666666,15217.3458676755,3.40115579099446
4317301,868949,333157,49779,278108,150599,4A,Centro de Zona A,2.69460519893357,2.21748394421391,0.477121254719662,3589.93712121212,4423.33333333333,4423.33333333333,5529.16666666667,1548.16666666666,3206.91666666666,3981.0,6635.0,0.0,2211.66666666666,3940.78787878788,2.17558657161027
4316402,863614,205841,45834,389758,161175,4A,Centro de Zona A,2.77158748088125,2.29446622616159,0.477121254719662,13142.8947311639,635.25,2541.0,67233.4039597605,1258.56666666667,121.516666666667,1270.5,20074.3653267649,0.0,0.0,38294.3446917798,2.42822815227014
