cod_origem,cod_destino,saude_baixa_media,saude_alta
1101500,1100320,0.166666666666667,0.0
1101500,1100023,0.0333333333333333,0.0
1101500,3505500,0.0,0.1
1101500,1100155,0.0333333333333333,0.0
1101500,5103403,0.0,0.0333333333333333
1101559,1100122,0.366666666666667,0.2
1101559,1100155,0.5,0.0
1101559,1100205,0.0,0.533333333333333
1101559,1100049,0.133333333333333,0.166666666666667
1101559,3505500,0.0,0.0666666666666667
1101559,5208806,0.0,0.0333333333333333
1101609,1100114,0.433333333333333,0.0
1101609,1100205,0.1,0.666666666666667
1101609,1100122,0.166666666666667,0.04
1101609,1100155,0.0666666666666667,0.0166666666666667
1101609,1100023,0.133333333333333,0.11
1101609,1100049,0.1,0.1
1101609,3505500,0.0,0.0666666666666667
1101708,1100122,0.333333333333333,0.1
1101708,1100205,0.3,0.466666666666667
1101708,1100155,0.1,0.0333333333333333
1101708,1100049,0.133333333333333,0.166666666666667
1101708,1100346,0.0333333333333333,0.0
1101708,1100023,0.0333333333333333,0.0333333333333333
1101708,3505500,0.0,0.1
1101708,1100304,0.0333333333333333,0.0333333333333333
1101708,1101492,0.0333333333333333,0.0
1101708,5103403,0.0,0.0333333333333333
1101708,5213103,0.0,0.0333333333333333
1101757,1100114,0.416666666666667,0.133333333333333
1101757,1100130,0.0666666666666667,0.0
1101757,1100122,0.18333333333333302,0.166666666666667
1101757,1100205,0.2,0.483333333333333
1101757,1100023,0.1,0.0666666666666667
1101757,1100155,0.0166666666666667,0.0
1101757,1100049,0.0166666666666667,0.1
1101757,3505500,0.0,0.05
1101807,1100155,0.35,0.0333333333333333
1101807,1100122,0.416666666666667,0.233333333333333
1101807,1100205,0.0333333333333333,0.366666666666667
1101807,1100049,0.2,0.1
1101807,3505500,0.0,0.2
1101807,3550308,0.0,0.0666666666666667
1200013,1200401,0.766666666666667,0.766666666666667
1200013,1100205,0.2,0.116666666666667
1200013,3505500,0.0166666666666667,0.1
1200013,5208707,0.0166666666666667,0.0166666666666667
1200054,1200401,0.316666666666667,1.0
1200054,1200104,0.683333333333333,0.0
1200104,1200401,1.0,1.0
1200138,1200401,1.0,0.866666666666667
1200138,1100205,0.0,0.0666666666666667
1200138,5208707,0.0,0.0666666666666667
1200179,1200401,0.466666666666667,0.633333333333333
1200179,1200450,0.533333333333333,0.0
1200179,5208707,0.0,0.216666666666667
1200179,1100205,0.0,0.15
1200203,1200401,0.866666666666667,0.433333333333333
1200203,1302603,0.0666666666666667,0.233333333333333
1200203,1100205,0.0666666666666667,0.166666666666667
1200203,3550308,0.0,0.05
1200203,5208707,0.0,0.116666666666667
1200252,1200401,0.333333333333333,1.0
1200252,1200104,0.666666666666667,0.0
1200302,1200401,0.4,0.8
1200302,1200203,0.466666666666667,0.05
1200302,1200609,0.133333333333333,0.0
1200302,5208707,0.0,0.15
1200328,1200401,0.5,1.0
1200328,1200609,0.5,0.0
1200336,1200203,1.0,0.666666666666667
1200336,1200401,0.0,0.226666666666667
1200336,1100205,0.0,0.0666666666666667
1200336,3505500,0.0,0.0333333333333333
1200336,5208707,0.0,0.00666666666666667
1200344,1200401,0.7,0.933333333333333
1200344,1200500,0.266666666666667,0.0
1200344,0,0.0333333333333333,0.0
1200344,5208707,0.0,0.05
1200344,4106902,0.0,0.0166666666666667
1200351,1200203,1.0,0.933333333333333
1200351,1200401,0.0,0.05
1200351,5208707,0.0,0.01
1200351,5300108,0.0,0.00666666666666667
1200385,1200401,0.833333333333333,0.766666666666667
1200385,1200013,0.0833333333333333,0.0
1200385,1200450,0.0833333333333333,0.0
1200385,1100205,0.0,0.116666666666667
1200385,5208707,0.0,0.0833333333333333
1200385,3505500,0.0,0.0333333333333333
1200393,1200203,1.0,0.633333333333333
1200393,1200401,0.0,0.333333333333333
1200393,5208707,0.0,0.0333333333333333
1200427,1200203,1.0,0.516666666666667
1200427,1200401,0.0,0.266666666666667
1200427,5208707,0.0,0.216666666666667
1200435,1200401,0.766666666666667,0.9
1200435,1200500,0.133333333333333,0.0
1200435,1100205,0.0333333333333333,0.1
1200435,5208707,0.0666666666666667,0.0
1200450,1200401,1.0,0.75
1200450,5208707,0.0,0.156666666666667
1200450,3550308,0.0,0.06
1200450,1100205,0.0,0.0333333333333333
1200500,1200401,1.0,0.6
1200500,1100205,0.0,0.216666666666667
1200500,5208707,0.0,0.116666666666667
1200500,3505500,0.0,0.0666666666666667
1200609,1200401,0.2,0.633333333333333
1200609,1200203,0.666666666666667,0.0666666666666667
1200609,1200302,0.133333333333333,0.0
1200609,5208707,0.0,0.166666666666667
1200609,1100205,0.0,0.133333333333333
1200708,1200401,0.28,1.0
1200708,1200104,0.61,0.0
1200708,1200252,0.11,0.0
1200807,1200401,1.0,0.916666666666667
1200807,1100205,0.0,0.0333333333333333
1200807,5208707,0.0,0.05
1300029,1304203,1.0,0.166666666666667
1300029,1302603,0.0,0.833333333333333
1300060,1302603,0.1,1.0
1300060,1303700,0.5,0.0
1300060,1304062,0.0666666666666667,0.0
1300060,1304237,0.333333333333333,0.0
1300086,1302603,0.3,0.95
1300086,1302504,0.7,0.05
1300102,1302603,0.8,1.0
1300102,1302504,0.2,0.0
1300144,1100205,0.666666666666667,0.533333333333333
1300144,1302603,0.266666666666667,0.433333333333333
1300144,0,0.0666666666666667,0.0333333333333333
1300201,1304062,0.7,0.156666666666667
1300201,1302603,0.0666666666666667,0.843333333333333
1300201,1300607,0.233333333333333,0.0
1300300,1302603,0.866666666666667,0.7
1300300,1301902,0.0666666666666667,0.0333333333333333
1300300,1303106,0.0666666666666667,0.0
1300300,3550308,0.0,0.266666666666667
1300409,1302603,0.9,1.0
1300409,1303809,0.1,0.0
1300508,1302603,0.55,0.866666666666667
1300508,1303403,0.433333333333333,0.1
1300508,3550308,0.0,0.0333333333333333
1300508,1301902,0.0166666666666667,0.0
1300607,1304062,0.833333333333333,0.0
1300607,1302603,0.166666666666667,0.933333333333333
1300607,3550308,0.0,0.0666666666666667
1300631,1302603,0.4,0.833333333333333
1300631,1302504,0.6,0.166666666666667
1300680,1303403,0.5,0.0666666666666667
1300680,1302900,0.233333333333333,0.0
1300680,1302603,0.266666666666667,0.666666666666667
1300680,1301902,0.0,0.266666666666667
1300706,1200401,0.783333333333333,0.566666666666667
1300706,1302603,0.0666666666666667,0.266666666666667
1300706,0,0.05,0.1
1300706,1100205,0.1,0.0666666666666667
1300805,1302603,1.0,1.0
1300839,1302603,0.633333333333333,1.0
1300839,1302504,0.366666666666667,0.0
1300904,1302603,0.716666666666667,0.883333333333333
1300904,1302405,0.203333333333333,0.0
1300904,0,0.0633333333333333,0.05
1300904,1100205,0.0166666666666667,0.0666666666666667
1301001,1302603,0.926666666666667,0.943333333333333
1301001,1304203,0.0566666666666667,0.0
1301001,2304400,0.0,0.0366666666666667
1301001,3550308,0.0,0.02
1301001,1301852,0.0166666666666667,0.0
1301100,1302603,0.966666666666667,1.0
1301100,1302553,0.0333333333333333,0.0
1301159,1302603,1.0,1.0
1301209,1302603,0.896666666666667,0.866666666666667
1301209,1304203,0.0533333333333333,0.0
1301209,3550308,0.0233333333333333,0.0566666666666667
1301209,3304557,0.0,0.01
1301209,2304400,0.0166666666666667,0.0
1301209,1501402,0.01,0.0333333333333333
1301209,3505500,0.0,0.0133333333333333
1301209,3106200,0.0,0.01
1301209,5300108,0.0,0.01
1301308,1302603,0.433333333333333,1.0
1301308,1301209,0.566666666666667,0.0
1301407,1302603,0.766666666666667,0.783333333333333
1301407,1200401,0.15,0.116666666666667
1301407,1200203,0.0833333333333333,0.0333333333333333
1301407,3550308,0.0,0.0666666666666667
1301506,1301407,0.433333333333333,0.0
1301506,1200401,0.343333333333333,0.616666666666667
1301506,1302603,0.0,0.316666666666667
1301506,1200302,0.223333333333333,0.0
1301506,1100205,0.0,0.0666666666666667
1301605,1302603,0.466666666666667,1.0
1301605,1304203,0.533333333333333,0.0
1301654,1200203,0.86,0.333333333333333
1301654,1302603,0.0533333333333333,0.35
1301654,1200401,0.0866666666666667,0.316666666666667
1301704,1100205,0.833333333333333,0.666666666666667
1301704,1302603,0.143333333333333,0.116666666666667
1301704,3550308,0.0,0.2
1301704,0,0.0233333333333333,0.0166666666666667
1301803,1200203,0.75,0.133333333333333
1301803,1302603,0.133333333333333,0.633333333333333
1301803,1200401,0.116666666666667,0.233333333333333
1301852,1302603,1.0,1.0
1301902,1302603,0.816666666666667,0.7
1301902,3550308,0.18333333333333302,0.3
1301951,1302603,0.533333333333333,0.9
1301951,1301001,0.3,0.0833333333333333
1301951,1301407,0.166666666666667,0.0166666666666667
1302009,1302603,0.4,1.0
1302009,1301902,0.6,0.0
1302108,1302603,0.266666666666667,0.833333333333333
1302108,1304203,0.216666666666667,0.1
1302108,1302801,0.516666666666667,0.0666666666666667
1302207,1302603,0.433333333333333,0.933333333333333
1302207,1304203,0.5,0.0666666666666667
1302207,1301605,0.0666666666666667,0.0
1302306,1302603,0.866666666666667,0.916666666666667
1302306,1304203,0.1,0.05
1302306,1301605,0.0333333333333333,0.0333333333333333
1302405,1302603,0.5,0.433333333333333
1302405,1100205,0.486666666666667,0.566666666666667
1302405,1301704,0.0133333333333333,0.0
1302504,1302603,1.0,1.0
1302553,1302603,0.966666666666667,1.0
1302553,1302504,0.0333333333333333,0.0
1302702,1302603,0.633333333333333,0.7
1302702,1100205,0.18333333333333302,0.266666666666667
1302702,1301704,0.18333333333333302,0.0
1302702,3550308,0.0,0.0333333333333333
1302801,1304203,1.0,0.0
1302801,1302603,0.0,1.0
1302900,1302603,0.766666666666667,0.566666666666667
1302900,1303403,0.133333333333333,0.0333333333333333
1302900,1301902,0.05,0.0
1302900,1300680,0.0166666666666667,0.0
1302900,3550308,0.0,0.283333333333333
1302900,3304557,0.0,0.0833333333333333
1302900,0,0.0166666666666667,0.0
1302900,1506807,0.0,0.0333333333333333
1302900,1303106,0.0166666666666667,0.0
1303007,1303403,0.733333333333333,0.2
1303007,1302603,0.166666666666667,0.8
1303007,1507979,0.0833333333333333,0.0
1303007,1506807,0.0166666666666667,0.0
1303106,1302603,0.916666666666667,1.0
1303106,1300805,0.0333333333333333,0.0
1303106,1301902,0.05,0.0
1303205,1302603,0.866666666666667,1.0
1303205,1302504,0.133333333333333,0.0
1303304,1302603,0.933333333333333,1.0
1303304,1302702,0.0666666666666667,0.0
1303403,1302603,0.833333333333333,0.666666666666667
1303403,1501402,0.166666666666667,0.0666666666666667
1303403,3550308,0.0,0.233333333333333
1303403,1400100,0.0,0.0333333333333333
1303502,1200401,0.766666666666667,0.733333333333333
1303502,1300706,0.133333333333333,0.0166666666666667
1303502,1302603,0.0833333333333333,0.233333333333333
1303502,0,0.0166666666666667,0.0166666666666667
1303536,1302603,1.0,1.0
1303569,1302603,1.0,1.0
1303601,1302603,0.933333333333333,1.0
1303601,1300409,0.0333333333333333,0.0
1303601,1303809,0.0333333333333333,0.0
1303700,1302603,0.3,1.0
1303700,1304062,0.366666666666667,0.0
1303700,1304237,0.166666666666667,0.0
1303700,1300060,0.166666666666667,0.0
1303809,1302603,1.0,1.0
1303908,1304062,0.6,0.05
1303908,1302603,0.383333333333333,0.95
1303908,1303700,0.0166666666666667,0.0
1303957,1302603,0.466666666666667,0.9
1303957,1301902,0.433333333333333,0.1
1303957,1304302,0.0333333333333333,0.0
1303957,1302009,0.0666666666666667,0.0
1304005,1301902,0.733333333333333,0.3
1304005,1302603,0.1,0.7
1304005,1302009,0.166666666666667,0.0
1304062,1302603,1.0,0.8
1304062,3550308,0.0,0.133333333333333
1304062,3304557,0.0,0.0666666666666667
1304104,1302603,0.916666666666667,1.0
1304104,1300904,0.0533333333333333,0.0
1304104,1302405,0.03,0.0
1304203,1302603,0.833333333333333,1.0
1304203,1301209,0.166666666666667,0.0
1304237,1302603,0.0,0.866666666666667
1304237,1304062,0.0,0.133333333333333
1304237,1303700,0.566666666666667,0.0
1304237,1302306,0.433333333333333,0.0
1304260,1304203,0.233333333333333,0.0
1304260,1302603,0.766666666666667,1.0
1304302,1302603,0.6,0.9
1304302,1301902,0.3,0.1
1304302,1303403,0.1,0.0
1304401,1302603,0.18333333333333302,1.0
1304401,1301902,0.816666666666667,0.0
1400027,1400100,1.0,1.0
1400050,1400100,1.0,1.0
1400100,1302603,0.666666666666667,0.1
1400100,2111300,0.333333333333333,0.166666666666667
1400100,2211001,0.0,0.333333333333333
1400100,3550308,0.0,0.4
1400159,1400100,1.0,1.0
1400175,1400100,0.666666666666667,1.0
1400175,1400159,0.333333333333333,0.0
1400209,1400100,0.866666666666667,1.0
1400209,1400472,0.133333333333333,0.0
1400233,1400100,0.0,0.866666666666667
1400233,1400472,1.0,0.133333333333333
1400282,1400100,0.533333333333333,0.933333333333333
1400282,1400209,0.166666666666667,0.0
1400282,1400472,0.1,0.0666666666666667
1400282,1400308,0.2,0.0
1400308,1400100,1.0,1.0
1400407,1400100,1.0,1.0
1400456,1400100,1.0,0.666666666666667
1400456,3550308,0.0,0.166666666666667
1400456,5300108,0.0,0.1
1400456,3304557,0.0,0.0666666666666667
1400472,1400100,1.0,0.866666666666667
1400472,1302603,0.0,0.133333333333333
1400506,1400100,0.0,0.666666666666667
1400506,1400472,1.0,0.333333333333333
1400605,1400100,0.0,0.766666666666667
1400605,1400472,1.0,0.233333333333333
1400704,1400100,1.0,1.0
1500107,1501402,0.7,1.0
1500107,1501303,0.3,0.0
1500131,1504208,0.466666666666667,0.766666666666667
1500131,1506187,0.433333333333333,0.0
1500131,1501576,0.1,0.0
1500131,1501402,0.0,0.133333333333333
1500131,2105302,0.0,0.0666666666666667
1500131,1505502,0.0,0.0333333333333333
1500206,1501402,0.666666666666667,0.866666666666667
1500206,1500800,0.333333333333333,0.133333333333333
1500305,1600303,0.866666666666667,0.533333333333333
1500305,1501402,0.133333333333333,0.366666666666667
1500305,3550308,0.0,0.1
1500347,1508407,0.466666666666667,0.0
1500347,1506138,0.216666666666667,0.583333333333333
1500347,1504208,0.0,0.0333333333333333
1500347,1505437,0.15,0.0
1500347,1508084,0.0333333333333333,0.0
1500347,1502152,0.0666666666666667,0.0
1500347,5208707,0.0,0.116666666666667
1500347,1702109,0.05,0.0666666666666667
1500347,1501402,0.0,0.166666666666667
1500347,1505536,0.0166666666666667,0.0
1500347,2211001,0.0,0.0166666666666667
1500347,3505500,0.0,0.0166666666666667
1500404,1506807,0.6,0.333333333333333
1500404,1302603,0.4,0.633333333333333
1500404,1501402,0.0,0.0333333333333333
1500503,1506807,0.583333333333333,0.216666666666667
1500503,1501402,0.3,0.666666666666667
1500503,1600303,0.05,0.116666666666667
1500503,1600279,0.0666666666666667,0.0
1500602,1501402,0.4,0.7
1500602,5208707,0.0666666666666667,0.0333333333333333
1500602,2211001,0.5,0.166666666666667
1500602,3550308,0.0,0.1
1500602,2304400,0.0333333333333333,0.0
1500701,1501402,0.466666666666667,0.6
1500701,1501808,0.466666666666667,0.0666666666666667
1500701,1600303,0.0666666666666667,0.333333333333333
1500800,1501402,0.933333333333333,1.0
1500800,1504422,0.0666666666666667,0.0
1500859,1500602,0.65,0.5
1500859,1505486,0.0666666666666667,0.0
1500859,1501402,0.0833333333333333,0.3
1500859,1505064,0.1,0.0
1500859,2211001,0.0333333333333333,0.2
1500859,1506807,0.0333333333333333,0.0
1500859,1702109,0.0333333333333333,0.0
1500909,1501709,0.55,0.0
1500909,1501402,0.166666666666667,0.966666666666667
1500909,1502202,0.276666666666667,0.0
1500909,0,0.00666666666666667,0.0166666666666667
1500909,1505502,0.0,0.0166666666666667
1500958,1501402,0.266666666666667,0.533333333333333
1500958,1504059,0.233333333333333,0.0
1500958,1502400,0.25,0.2
1500958,1505502,0.166666666666667,0.266666666666667
1500958,1507607,0.0833333333333333,0.0
1501006,1506807,0.766666666666667,0.866666666666667
1501006,1503606,0.233333333333333,0.0833333333333333
1501006,1302603,0.0,0.0333333333333333
1501006,1501402,0.0,0.0166666666666667
1501105,1501808,0.766666666666667,0.433333333333333
1501105,1501402,0.2,0.566666666666667
1501105,1502806,0.0333333333333333,0.0
1501204,1501402,0.5,1.0
1501204,1508100,0.5,0.0
1501253,1506138,0.666666666666667,0.466666666666667
1501253,1508407,0.2,0.0
1501253,1502707,0.133333333333333,0.3
1501253,1501402,0.0,0.1
1501253,1702109,0.0,0.1
1501253,5208707,0.0,0.0333333333333333
1501303,1501402,1.0,1.0
1501451,1506807,1.0,0.766666666666667
1501451,1302603,0.0,0.15
1501451,1501402,0.0,0.0833333333333333
1501501,1501402,0.533333333333333,0.866666666666667
1501501,1500800,0.116666666666667,0.0
1501501,1502400,0.0333333333333333,0.0
1501501,1504422,0.25,0.133333333333333
1501501,1506500,0.0666666666666667,0.0
1501576,1504208,0.716666666666667,0.18333333333333302
1501576,2105302,0.216666666666667,0.316666666666667
1501576,1501402,0.0333333333333333,0.3
1501576,1506187,0.0166666666666667,0.0
1501576,5208707,0.0166666666666667,0.0566666666666667
1501576,1702109,0.0,0.116666666666667
1501576,3550308,0.0,0.0166666666666667
1501576,2111300,0.0,0.01
1501600,1501402,0.143333333333333,1.0
1501600,1502202,0.56,0.0
1501600,1502400,0.243333333333333,0.0
1501600,1506203,0.05,0.0
1501600,0,0.0033333333333333296,0.0
1501709,1501402,0.333333333333333,0.966666666666667
1501709,1502202,0.466666666666667,0.0
1501709,1502400,0.1,0.0
1501709,1500800,0.0333333333333333,0.0
