Origem,Destino,Mes,passageiros,cod_origem,cod_destino,Ano
AGUA BOA/MT,CONFRESA/MT,12,2.0,5100201.0,5103353.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,3,6.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,4,0.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,5,5.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,6,16.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,7,13.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,8,20.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,9,14.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,10,21.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,11,11.0,5100201.0,5107859.0,2019
AGUA BOA/MT,SAO FELIX DO ARAGUAIA/MT,12,6.0,5100201.0,5107859.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,3,3.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,4,7.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,5,9.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,6,13.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,7,16.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,8,34.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,9,20.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,10,20.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,11,16.0,5100201.0,5108402.0,2019
AGUA BOA/MT,VARZEA GRANDE/MT,12,14.0,5100201.0,5108402.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,3,3.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,4,7.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,5,13.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,6,4.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,7,8.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,8,17.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,9,9.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,10,54.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,11,40.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,ALMEIRIM/PA,12,8.0,1500503.0,1500503.0,2019
ALMEIRIM/PA,BREVES/PA,3,6.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,4,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,5,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,6,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,7,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,8,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,9,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,10,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,11,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,BREVES/PA,12,0.0,1500503.0,1501808.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,3,3.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,4,21.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,5,14.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,6,11.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,7,33.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,8,13.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,9,11.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,10,49.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,11,47.0,1500503.0,1505908.0,2019
ALMEIRIM/PA,PORTO DE MOZ/PA,12,12.0,1500503.0,1505908.0,2019
ALMENARA/MG,BELO HORIZONTE/MG,1,0.0,3101706.0,3106200.0,2019
ALMENARA/MG,BELO HORIZONTE/MG,2,9.0,3101706.0,3106200.0,2019
ALMENARA/MG,BELO HORIZONTE/MG,3,1.0,3101706.0,3106200.0,2019
ALMENARA/MG,BELO HORIZONTE/MG,4,5.0,3101706.0,3106200.0,2019
ALMENARA/MG,DIAMANTINA/MG,1,0.0,3101706.0,3121605.0,2019
ALMENARA/MG,DIAMANTINA/MG,2,8.0,3101706.0,3121605.0,2019
ALMENARA/MG,DIAMANTINA/MG,3,1.0,3101706.0,3121605.0,2019
ALMENARA/MG,DIAMANTINA/MG,4,0.0,3101706.0,3121605.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,1,2725.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,2,2272.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,3,2432.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,4,2333.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,5,2614.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,6,2566.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,7,3106.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,8,2920.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,9,2842.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,10,2448.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,11,2283.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VARZEA GRANDE/MT,12,2575.0,5100250.0,5108402.0,2019
ALTA FLORESTA/MT,VILHENA/RO,1,0.0,5100250.0,1100304.0,2019
ALTAMIRA/PA,BELEM/PA,1,3362.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,2,3283.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,3,3360.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,4,3431.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,5,3885.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,6,3738.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,7,3836.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,8,3994.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,9,3861.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,10,3848.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,11,3826.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BELEM/PA,12,4494.0,1500602.0,1501402.0,2019
ALTAMIRA/PA,BRASILIA/DF,11,51.0,1500602.0,5300108.0,2019
ALTAMIRA/PA,CONFINS/MG,1,159.0,1500602.0,3117876.0,2019
ALTAMIRA/PA,ITAITUBA/PA,1,28.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,2,27.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,3,27.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,4,22.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,5,36.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,6,29.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,7,28.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,8,27.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,9,16.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,10,24.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,11,29.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,ITAITUBA/PA,12,77.0,1500602.0,1503606.0,2019
ALTAMIRA/PA,MACAPA/AP,3,0.0,1500602.0,1600303.0,2019
ALTAMIRA/PA,MANAUS/AM,1,193.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,2,120.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,3,97.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,4,120.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,5,75.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,6,80.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,7,145.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,8,154.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,9,148.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,10,156.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,11,59.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MANAUS/AM,12,36.0,1500602.0,1302603.0,2019
ALTAMIRA/PA,MARABA/PA,11,96.0,1500602.0,1504208.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,1,3.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,2,2.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,3,3.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,4,4.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,5,6.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,6,6.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,7,9.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,8,8.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,9,2.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,ORIXIMINA/PA,10,1.0,1500602.0,1505304.0,2019
ALTAMIRA/PA,PARINTINS/AM,1,0.0,1500602.0,1303403.0,2019
ALTAMIRA/PA,PARINTINS/AM,2,1.0,1500602.0,1303403.0,2019
ALTAMIRA/PA,PARINTINS/AM,3,3.0,1500602.0,1303403.0,2019
ALTAMIRA/PA,PARINTINS/AM,4,0.0,1500602.0,1303403.0,2019
ALTAMIRA/PA,PARINTINS/AM,5,1.0,1500602.0,1303403.0,2019
ALTAMIRA/PA,PARINTINS/AM,6,7.0,1500602.0,1303403.0,2019
ALTAMIRA/PA,PARINTINS/AM,7,0.0,1500602.0,1303403.0,2019
ALTAMIRA/PA,PARINTINS/AM,8,1.0,1500602.0,1303403.0,2019
ALTAMIRA/PA,SANTAREM/PA,1,136.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,2,142.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,3,189.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,4,270.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,5,178.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,6,189.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,7,156.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,8,173.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,9,188.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,10,131.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,11,55.0,1500602.0,1506807.0,2019
ALTAMIRA/PA,SANTAREM/PA,12,27.0,1500602.0,1506807.0,2019
ARACAJU/SE,ARACAJU/SE,6,0.0,2800308.0,2800308.0,2019
ARACAJU/SE,ARACAJU/SE,7,0.0,2800308.0,2800308.0,2019
ARACAJU/SE,ARACAJU/SE,11,0.0,2800308.0,2800308.0,2019
ARACAJU/SE,BRASILIA/DF,1,8664.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,2,8323.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,3,7293.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,4,7895.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,5,5672.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,6,5174.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,7,6674.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,8,6479.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,9,6559.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,10,7205.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,11,8602.0,2800308.0,5300108.0,2019
ARACAJU/SE,BRASILIA/DF,12,6188.0,2800308.0,5300108.0,2019
ARACAJU/SE,CAMPINAS/SP,1,2793.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,2,229.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,3,0.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,4,0.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,6,226.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,7,2252.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,8,433.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,9,0.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,10,0.0,2800308.0,3509502.0,2019
ARACAJU/SE,CAMPINAS/SP,12,2416.0,2800308.0,3509502.0,2019
ARACAJU/SE,CONFINS/MG,1,2713.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,2,351.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,3,0.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,4,0.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,5,0.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,6,0.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,7,0.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,8,735.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,9,784.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,10,745.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,11,0.0,2800308.0,3117876.0,2019
ARACAJU/SE,CONFINS/MG,12,791.0,2800308.0,3117876.0,2019
ARACAJU/SE,FERNANDO DE NORONHA/PE,6,0.0,2800308.0,2605459.0,2019
ARACAJU/SE,FORTALEZA/CE,6,39.0,2800308.0,2304400.0,2019
ARACAJU/SE,FORTALEZA/CE,11,184.0,2800308.0,2304400.0,2019
ARACAJU/SE,GOIANIA/GO,2,0.0,2800308.0,5208707.0,2019
ARACAJU/SE,GUARULHOS/SP,1,19684.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,2,19027.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,3,19276.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,4,16703.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,5,14843.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,6,14708.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,7,14981.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,8,14706.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,9,14824.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,10,16853.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,11,21740.0,2800308.0,3518800.0,2019
ARACAJU/SE,GUARULHOS/SP,12,23172.0,2800308.0,3518800.0,2019
ARACAJU/SE,PORTO SEGURO/BA,6,291.0,2800308.0,2925303.0,2019
ARACAJU/SE,PORTO SEGURO/BA,7,172.0,2800308.0,2925303.0,2019
ARACAJU/SE,RECIFE/PE,1,5156.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,2,6431.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,3,6443.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,4,7143.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,5,7141.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,6,7219.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,7,7837.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,8,7261.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,9,7015.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,10,7367.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,11,6942.0,2800308.0,2611606.0,2019
ARACAJU/SE,RECIFE/PE,12,6678.0,2800308.0,2611606.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,1,9020.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,2,7150.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,3,6667.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,4,6634.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,5,7605.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,6,6804.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,7,7774.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,8,7507.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,9,7595.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,10,7768.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,11,7455.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO DE JANEIRO/RJ,12,8532.0,2800308.0,3304557.0,2019
ARACAJU/SE,RIO LARGO/AL,6,55.0,2800308.0,2707701.0,2019
ARACAJU/SE,SALVADOR/BA,1,2278.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,2,2734.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,3,2475.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,4,57.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,5,0.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,6,81.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,7,2425.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,8,1953.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,9,1682.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,10,1794.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,11,2361.0,2800308.0,2927408.0,2019
ARACAJU/SE,SALVADOR/BA,12,2212.0,2800308.0,2927408.0,2019
ARACAJU/SE,SAO PAULO/SP,1,9461.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,2,5350.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,3,4354.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,4,4813.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,5,4976.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,6,4889.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,7,9056.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,8,5723.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,9,4899.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,10,4879.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,11,4398.0,2800308.0,3550308.0,2019
ARACAJU/SE,SAO PAULO/SP,12,4535.0,2800308.0,3550308.0,2019
ARACATI/CE,FORTALEZA/CE,12,0.0,2301109.0,2304400.0,2019
ARACATI/CE,MOSSORO/RN,3,4.0,2301109.0,2408003.0,2019
ARACATI/CE,MOSSORO/RN,4,4.0,2301109.0,2408003.0,2019
ARACATI/CE,MOSSORO/RN,5,0.0,2301109.0,2408003.0,2019
ARACATI/CE,MOSSORO/RN,6,0.0,2301109.0,2408003.0,2019
ARACATI/CE,MOSSORO/RN,8,2.0,2301109.0,2408003.0,2019
ARACATI/CE,MOSSORO/RN,9,0.0,2301109.0,2408003.0,2019
ARACATI/CE,MOSSORO/RN,10,0.0,2301109.0,2408003.0,2019
ARACATI/CE,MOSSORO/RN,11,5.0,2301109.0,2408003.0,2019
ARACATI/CE,MOSSORO/RN,12,28.0,2301109.0,2408003.0,2019
ARACATI/CE,RECIFE/PE,2,64.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,3,201.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,4,146.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,5,199.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,6,162.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,7,545.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,8,226.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,9,111.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,10,148.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,11,111.0,2301109.0,2611606.0,2019
ARACATI/CE,RECIFE/PE,12,94.0,2301109.0,2611606.0,2019
ARACATUBA/SP,BELO HORIZONTE/MG,11,0.0,3502804.0,3106200.0,2019
ARACATUBA/SP,CAMPINAS/SP,1,3207.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,2,3324.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,3,3636.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,4,4217.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,5,4018.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,6,4113.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,7,3816.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,8,4421.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,9,4509.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,10,4957.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,11,5089.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CAMPINAS/SP,12,4639.0,3502804.0,3509502.0,2019
ARACATUBA/SP,CONFINS/MG,2,0.0,3502804.0,3117876.0,2019
ARACATUBA/SP,DOURADOS/MS,11,43.0,3502804.0,5003702.0,2019
ARACATUBA/SP,GUARULHOS/SP,11,728.0,3502804.0,3518800.0,2019
ARACATUBA/SP,GUARULHOS/SP,12,2704.0,3502804.0,3518800.0,2019
ARACATUBA/SP,RIBEIRAO PRETO/SP,4,0.0,3502804.0,3543402.0,2019
ARACATUBA/SP,RIBEIRAO PRETO/SP,9,0.0,3502804.0,3543402.0,2019
ARACATUBA/SP,RIBEIRAO PRETO/SP,11,0.0,3502804.0,3543402.0,2019
ARACATUBA/SP,SAO JOSE DO RIO PRETO/SP,4,0.0,3502804.0,3549805.0,2019
ARACATUBA/SP,SAO PAULO/SP,10,182.0,3502804.0,3550308.0,2019
ARACATUBA/SP,SAO PAULO/SP,11,1047.0,3502804.0,3550308.0,2019
ARACATUBA/SP,SAO PAULO/SP,12,928.0,3502804.0,3550308.0,2019
ARACATUBA/SP,VARGINHA/MG,4,0.0,3502804.0,3170701.0,2019
ARACUAI/MG,ALMENARA/MG,1,25.0,3103405.0,3101706.0,2019
ARACUAI/MG,ALMENARA/MG,2,26.0,3103405.0,3101706.0,2019
ARACUAI/MG,ALMENARA/MG,3,16.0,3103405.0,3101706.0,2019
ARACUAI/MG,ALMENARA/MG,4,8.0,3103405.0,3101706.0,2019
ARACUAI/MG,BELO HORIZONTE/MG,1,7.0,3103405.0,3106200.0,2019
ARACUAI/MG,BELO HORIZONTE/MG,2,1.0,3103405.0,3106200.0,2019
ARACUAI/MG,BELO HORIZONTE/MG,3,8.0,3103405.0,3106200.0,2019
ARACUAI/MG,BELO HORIZONTE/MG,4,2.0,3103405.0,3106200.0,2019
ARACUAI/MG,BELO HORIZONTE/MG,5,17.0,3103405.0,3106200.0,2019
ARACUAI/MG,BELO HORIZONTE/MG,6,6.0,3103405.0,3106200.0,2019
ARACUAI/MG,DIAMANTINA/MG,1,0.0,3103405.0,3121605.0,2019
ARACUAI/MG,DIAMANTINA/MG,2,0.0,3103405.0,3121605.0,2019
ARACUAI/MG,DIAMANTINA/MG,3,0.0,3103405.0,3121605.0,2019
ARACUAI/MG,DIAMANTINA/MG,4,9.0,3103405.0,3121605.0,2019
ARACUAI/MG,DIAMANTINA/MG,5,4.0,3103405.0,3121605.0,2019
ARACUAI/MG,DIAMANTINA/MG,6,0.0,3103405.0,3121605.0,2019
ARACUAI/MG,GOVERNADOR VALADARES/MG,3,0.0,3103405.0,3127701.0,2019
ARACUAI/MG,GOVERNADOR VALADARES/MG,4,5.0,3103405.0,3127701.0,2019
ARACUAI/MG,TEOFILO OTONI/MG,4,0.0,3103405.0,3168606.0,2019
ARAGUAINA/TO,BRASILIA/DF,9,1145.0,1702109.0,5300108.0,2019
ARAGUAINA/TO,BRASILIA/DF,10,1138.0,1702109.0,5300108.0,2019
ARAGUAINA/TO,BRASILIA/DF,11,1521.0,1702109.0,5300108.0,2019
ARAGUAINA/TO,BRASILIA/DF,12,1674.0,1702109.0,5300108.0,2019
ARAGUAINA/TO,GOIANIA/GO,1,408.0,1702109.0,5208707.0,2019
ARAGUAINA/TO,GOIANIA/GO,2,479.0,1702109.0,5208707.0,2019
ARAGUAINA/TO,GOIANIA/GO,3,482.0,1702109.0,5208707.0,2019
ARAGUAINA/TO,GOIANIA/GO,4,605.0,1702109.0,5208707.0,2019
