Origem,Destino,Mes,passageiros,cod_origem,cod_destino,Ano
PORTO ALEGRE/RS,FORTALEZA/CE,8,181.0,4314902.0,2304400.0,2019
PORTO ALEGRE/RS,FORTALEZA/CE,10,54.0,4314902.0,2304400.0,2019
PORTO ALEGRE/RS,FORTALEZA/CE,11,47.0,4314902.0,2304400.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,1,3041.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,2,2968.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,3,2711.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,4,2835.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,5,3028.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,6,3163.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,7,3113.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,8,2971.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,9,2818.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,10,2862.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,11,3048.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,FOZ DO IGUACU/PR,12,2524.0,4314902.0,4108304.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,1,353.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,2,445.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,3,439.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,4,524.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,5,476.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,6,603.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,7,766.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,8,951.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GOIANIA/GO,11,0.0,4314902.0,5208707.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,1,109904.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,2,88607.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,3,90022.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,4,90944.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,5,84956.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,6,76429.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,7,102397.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,8,96888.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,9,103266.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,10,103419.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,11,104306.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,GUARULHOS/SP,12,108672.0,4314902.0,3518800.0,2019
PORTO ALEGRE/RS,ILHEUS/BA,1,38.0,4314902.0,2913606.0,2019
PORTO ALEGRE/RS,ILHEUS/BA,2,10.0,4314902.0,2913606.0,2019
PORTO ALEGRE/RS,JAGUARUNA/SC,9,91.0,4314902.0,4208807.0,2019
PORTO ALEGRE/RS,JOINVILLE/SC,6,64.0,4314902.0,4209102.0,2019
PORTO ALEGRE/RS,JOINVILLE/SC,7,67.0,4314902.0,4209102.0,2019
PORTO ALEGRE/RS,JOINVILLE/SC,9,70.0,4314902.0,4209102.0,2019
PORTO ALEGRE/RS,JOINVILLE/SC,10,27.0,4314902.0,4209102.0,2019
PORTO ALEGRE/RS,JOINVILLE/SC,12,15.0,4314902.0,4209102.0,2019
PORTO ALEGRE/RS,LONDRINA/PR,2,119.0,4314902.0,4113700.0,2019
PORTO ALEGRE/RS,LONDRINA/PR,7,84.0,4314902.0,4113700.0,2019
PORTO ALEGRE/RS,LONDRINA/PR,10,107.0,4314902.0,4113700.0,2019
PORTO ALEGRE/RS,MARINGA/PR,9,0.0,4314902.0,4115200.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,1,4359.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,2,3963.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,3,3537.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,4,3377.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,5,3131.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,6,2920.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,7,3634.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,8,3431.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,9,3276.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,10,3234.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,11,3303.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,NAVEGANTES/SC,12,3602.0,4314902.0,4211306.0,2019
PORTO ALEGRE/RS,PASSO FUNDO/RS,12,18.0,4314902.0,4314100.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,1,1627.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,2,1513.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,3,1305.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,4,1257.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,5,1409.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,6,1154.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,7,1047.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,8,1515.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,9,1296.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,10,1399.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,11,1208.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PELOTAS/RS,12,1426.0,4314902.0,4314407.0,2019
PORTO ALEGRE/RS,PORTO ALEGRE/RS,1,0.0,4314902.0,4314902.0,2019
PORTO ALEGRE/RS,PORTO ALEGRE/RS,2,0.0,4314902.0,4314902.0,2019
PORTO ALEGRE/RS,PORTO ALEGRE/RS,3,0.0,4314902.0,4314902.0,2019
PORTO ALEGRE/RS,PORTO ALEGRE/RS,4,0.0,4314902.0,4314902.0,2019
PORTO ALEGRE/RS,PORTO ALEGRE/RS,12,7.0,4314902.0,4314902.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,1,1371.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,2,1081.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,3,894.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,4,710.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,5,713.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,6,895.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,7,3744.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,8,1925.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,9,1394.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,10,1349.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,11,1035.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,PORTO SEGURO/BA,12,1206.0,4314902.0,2925303.0,2019
PORTO ALEGRE/RS,RECIFE/PE,1,1800.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,2,906.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,3,710.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,4,612.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,5,981.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,6,658.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,8,671.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,9,650.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,10,237.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,11,209.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RECIFE/PE,12,388.0,4314902.0,2611606.0,2019
PORTO ALEGRE/RS,RIBEIRAO PRETO/SP,1,0.0,4314902.0,3543402.0,2019
PORTO ALEGRE/RS,RIBEIRAO PRETO/SP,2,95.0,4314902.0,3543402.0,2019
PORTO ALEGRE/RS,RIBEIRAO PRETO/SP,4,108.0,4314902.0,3543402.0,2019
PORTO ALEGRE/RS,RIBEIRAO PRETO/SP,11,11.0,4314902.0,3543402.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,1,41780.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,2,32930.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,3,34083.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,4,30497.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,5,34467.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,6,34205.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,7,44761.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,8,42646.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,9,40526.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,10,44424.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,11,46043.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO DE JANEIRO/RJ,12,56906.0,4314902.0,3304557.0,2019
PORTO ALEGRE/RS,RIO GRANDE/RS,11,47.0,4314902.0,4315602.0,2019
PORTO ALEGRE/RS,RIO GRANDE/RS,12,92.0,4314902.0,4315602.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,1,1040.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,2,930.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,3,984.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,4,432.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,5,392.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,6,1133.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,7,1630.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,8,1619.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,9,1216.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,10,1109.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,11,704.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,RIO LARGO/AL,12,646.0,4314902.0,2707701.0,2019
PORTO ALEGRE/RS,SALVADOR/BA,1,3435.0,4314902.0,2927408.0,2019
PORTO ALEGRE/RS,SALVADOR/BA,2,554.0,4314902.0,2927408.0,2019
PORTO ALEGRE/RS,SALVADOR/BA,3,260.0,4314902.0,2927408.0,2019
PORTO ALEGRE/RS,SALVADOR/BA,6,60.0,4314902.0,2927408.0,2019
PORTO ALEGRE/RS,SALVADOR/BA,7,0.0,4314902.0,2927408.0,2019
PORTO ALEGRE/RS,SALVADOR/BA,12,1503.0,4314902.0,2927408.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,1,1518.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,2,1445.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,3,1433.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,4,1395.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,5,1313.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,6,1311.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,7,1301.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,8,1493.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,9,1468.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,10,1493.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,11,1191.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA MARIA/RS,12,1339.0,4314902.0,4316907.0,2019
PORTO ALEGRE/RS,SANTA ROSA/RS,9,15.0,4314902.0,4317202.0,2019
PORTO ALEGRE/RS,SANTA ROSA/RS,10,23.0,4314902.0,4317202.0,2019
PORTO ALEGRE/RS,SANTA ROSA/RS,11,56.0,4314902.0,4317202.0,2019
PORTO ALEGRE/RS,SANTA ROSA/RS,12,88.0,4314902.0,4317202.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,1,898.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,2,898.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,3,999.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,4,1008.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,5,996.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,6,950.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,7,1101.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,8,1081.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,9,993.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,10,972.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,11,939.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SANTO ANGELO/RS,12,1039.0,4314902.0,4317509.0,2019
PORTO ALEGRE/RS,SAO BORJA/RS,11,30.0,4314902.0,4318002.0,2019
PORTO ALEGRE/RS,SAO BORJA/RS,12,87.0,4314902.0,4318002.0,2019
PORTO ALEGRE/RS,SAO CARLOS/SP,7,0.0,4314902.0,3548906.0,2019
PORTO ALEGRE/RS,SAO JOSE DO RIO PRETO/SP,5,54.0,4314902.0,3549805.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS CAMPOS/SP,4,17.0,4314902.0,3549904.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,1,22084.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,2,22446.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,3,23003.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,4,22098.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,5,21172.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,6,21276.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,7,23992.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,8,19482.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,9,22084.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,10,21958.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,11,24833.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO JOSE DOS PINHAIS/PR,12,26574.0,4314902.0,4125506.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,1,83563.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,2,71340.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,3,74476.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,4,73228.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,5,79117.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,6,77443.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,7,91152.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,8,84298.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,9,79901.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,10,82064.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,11,84750.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,SAO PAULO/SP,12,81798.0,4314902.0,3550308.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,1,753.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,2,881.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,3,913.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,4,773.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,5,852.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,6,743.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,7,909.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,8,958.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,9,1011.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,10,824.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,11,837.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,URUGUAIANA/RS,12,926.0,4314902.0,4322400.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,1,3066.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,2,727.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,3,810.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,4,185.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,5,265.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,6,339.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,7,272.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,8,106.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,9,53.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,10,51.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,11,234.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VARZEA GRANDE/MT,12,40.0,4314902.0,5108402.0,2019
PORTO ALEGRE/RS,VITORIA/ES,1,1755.0,4314902.0,3205309.0,2019
PORTO ALEGRE/RS,VITORIA/ES,2,372.0,4314902.0,3205309.0,2019
PORTO ALEGRE/RS,VITORIA/ES,3,242.0,4314902.0,3205309.0,2019
PORTO ALEGRE/RS,VITORIA/ES,4,14.0,4314902.0,3205309.0,2019
PORTO ALEGRE/RS,VITORIA/ES,7,120.0,4314902.0,3205309.0,2019
PORTO ALEGRE/RS,VITORIA/ES,12,0.0,4314902.0,3205309.0,2019
PORTO DE MOZ/PA,ALMEIRIM/PA,3,0.0,1505908.0,1500503.0,2019
PORTO DE MOZ/PA,BELEM/PA,5,2.0,1505908.0,1501402.0,2019
PORTO DE MOZ/PA,BREVES/PA,3,37.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,4,46.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,5,51.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,6,57.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,7,67.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,8,55.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,9,53.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,10,52.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,11,42.0,1505908.0,1501808.0,2019
PORTO DE MOZ/PA,BREVES/PA,12,45.0,1505908.0,1501808.0,2019
PORTO SEGURO/BA,ARACAJU/SE,6,114.0,2925303.0,2800308.0,2019
PORTO SEGURO/BA,ARACAJU/SE,7,177.0,2925303.0,2800308.0,2019
PORTO SEGURO/BA,ARACAJU/SE,8,2.0,2925303.0,2800308.0,2019
PORTO SEGURO/BA,AREALVA/SP,1,391.0,2925303.0,3503406.0,2019
PORTO SEGURO/BA,AREALVA/SP,2,91.0,2925303.0,3503406.0,2019
PORTO SEGURO/BA,AREALVA/SP,3,72.0,2925303.0,3503406.0,2019
PORTO SEGURO/BA,AREALVA/SP,12,134.0,2925303.0,3503406.0,2019
PORTO SEGURO/BA,BELEM/PA,7,180.0,2925303.0,1501402.0,2019
PORTO SEGURO/BA,BELEM/PA,8,67.0,2925303.0,1501402.0,2019
PORTO SEGURO/BA,BRASILIA/DF,1,9838.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,2,8876.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,3,8431.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,4,7073.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,5,7206.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,6,6859.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,7,9867.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,8,10652.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,9,8919.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,10,9024.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,11,9480.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,BRASILIA/DF,12,8603.0,2925303.0,5300108.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,1,5517.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,2,2440.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,3,2915.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,4,1999.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,5,2039.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,6,2871.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,7,6463.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,8,2855.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,9,2246.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,10,2025.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,11,2359.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPINAS/SP,12,3457.0,2925303.0,3509502.0,2019
PORTO SEGURO/BA,CAMPO GRANDE/MS,1,449.0,2925303.0,5002704.0,2019
PORTO SEGURO/BA,CAMPO GRANDE/MS,7,298.0,2925303.0,5002704.0,2019
PORTO SEGURO/BA,CAMPO GRANDE/MS,8,144.0,2925303.0,5002704.0,2019
PORTO SEGURO/BA,CAMPO GRANDE/MS,12,231.0,2925303.0,5002704.0,2019
PORTO SEGURO/BA,CONFINS/MG,1,28755.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,2,18542.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,3,20336.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,4,16431.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,5,14667.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,6,14170.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,7,23166.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,8,17142.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,9,16778.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,10,18200.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,11,20086.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,CONFINS/MG,12,20938.0,2925303.0,3117876.0,2019
PORTO SEGURO/BA,FLORIANOPOLIS/SC,7,1160.0,2925303.0,4205407.0,2019
PORTO SEGURO/BA,FLORIANOPOLIS/SC,8,673.0,2925303.0,4205407.0,2019
PORTO SEGURO/BA,FLORIANOPOLIS/SC,12,233.0,2925303.0,4205407.0,2019
PORTO SEGURO/BA,FORTALEZA/CE,1,84.0,2925303.0,2304400.0,2019
PORTO SEGURO/BA,FORTALEZA/CE,2,38.0,2925303.0,2304400.0,2019
PORTO SEGURO/BA,FORTALEZA/CE,3,42.0,2925303.0,2304400.0,2019
PORTO SEGURO/BA,FORTALEZA/CE,4,57.0,2925303.0,2304400.0,2019
PORTO SEGURO/BA,FORTALEZA/CE,5,32.0,2925303.0,2304400.0,2019
PORTO SEGURO/BA,FORTALEZA/CE,6,24.0,2925303.0,2304400.0,2019
PORTO SEGURO/BA,FORTALEZA/CE,7,203.0,2925303.0,2304400.0,2019
